stdg_Cd,bjd_Nm,posifertca_Fachs1_Area,posifertca_Fachs2_Area,posifertca_Fachs3_Area,posifertca_Fachs4_Area,posifertca_Fachs5_Area,posifertca_Fachs6_Area,posifertca_Fruit1_Area,posifertca_Fruit2_Area,posifertca_Fruit3_Area,posifertca_Fruit4_Area,posifertca_Fruit5_Area,posifertca_Fruit6_Area,posifertca_Pfld1_Area,posifertca_Pfld2_Area,posifertca_Pfld3_Area,posifertca_Pfld4_Area,posifertca_Pfld5_Area,posifertca_Pfld6_Area,posifertca_Rfld1_Area,posifertca_Rfld2_Area,posifertca_Rfld3_Area,posifertca_Rfld4_Area,posifertca_Rfld5_Area,posifertca_Rfld6_Area
4477040028,충청남도 서천군 비인면 성산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,3,2,3,2,23,25,25,13,14
4477040029,충청남도 서천군 비인면 관리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,2,4,5,12,50,38,34,27,21,6
4477040031,충청남도 서천군 비인면 장포리,0,0,0,0,0,2,-,-,-,-,-,-,1,2,4,2,3,7,3,8,17,17,12,35
4477041000,충청남도 서천군 서면,0,0,0,1,2,6,3,1,0,1,3,20,8,15,16,28,16,38,328,472,319,321,170,347
4477041022,충청남도 서천군 서면 마량리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1,4,1,8,2,1,2
4477041023,충청남도 서천군 서면 월리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,0,3,9,15,16,25,19,22
4477041025,충청남도 서천군 서면 원두리,-,-,-,-,-,-,0,0,0,0,3,13,2,1,2,4,2,8,21,70,30,48,22,114
4480032000,충청남도 홍성군 금마면,0,1,6,2,4,19,0,1,0,0,1,9,4,9,26,44,27,35,75,86,188,318,370,330
4480032022,충청남도 홍성군 금마면 봉서리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,1,2,4,21,16,34,5
4480032024,충청남도 홍성군 금마면 가산리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,1,1,1,0,23,20,7,2,1,2
4480032025,충청남도 홍성군 금마면 부평리,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,6,3,3,3,1,5,22,20,15
4480032027,충청남도 홍성군 금마면 용흥리,0,0,0,0,1,4,-,-,-,-,-,-,0,1,1,3,4,6,2,1,1,4,17,14
4480032028,충청남도 홍성군 금마면 송암리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,2,4,1,18,16,11,1,5
4480032030,충청남도 홍성군 금마면 신곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,2,4,1,2,31,54,19,25
4480034035,충청남도 홍성군 장곡면 대현리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,8,13,11,16,2,1,3,29,20,17
4376031021,충청북도 괴산군 감물면 오성리,0,0,0,0,0,2,0,0,0,0,0,2,17,22,33,24,17,41,5,16,37,33,26,43
4376031022,충청북도 괴산군 감물면 오창리,2,1,0,0,0,0,1,0,0,0,0,0,14,15,13,10,10,9,2,6,12,5,2,3
4376031024,충청북도 괴산군 감물면 구월리,0,0,0,0,0,2,0,1,1,4,2,7,18,46,31,28,20,22,1,8,4,7,3,5
4376031025,충청북도 괴산군 감물면 백양리,0,0,0,0,0,2,0,0,0,1,1,1,5,23,33,37,25,45,1,4,19,14,22,9
4376031027,충청북도 괴산군 감물면 매전리,0,0,0,0,0,1,3,0,0,0,0,2,24,22,55,37,35,98,0,1,5,9,3,19
4374032030,충청북도 영동군 황간면 회포리,-,-,-,-,-,-,3,6,1,1,0,3,0,4,3,7,5,12,0,5,2,3,1,2
4373037026,충청북도 옥천군 군서면 사양리,-,-,-,-,-,-,-,-,-,-,-,-,5,5,2,5,1,12,0,0,0,0,0,5
4373037027,충청북도 옥천군 군서면 상중리,-,-,-,-,-,-,0,1,3,3,3,20,6,7,6,3,3,10,1,1,2,2,1,3
4373037028,충청북도 옥천군 군서면 하동리,-,-,-,-,-,-,0,0,0,0,0,4,4,2,2,1,1,6,1,1,0,0,1,7
4373037030,충청북도 옥천군 군서면 월전리,-,-,-,-,-,-,0,1,0,0,0,5,0,2,2,3,3,7,2,0,1,1,1,3
4373038000,충청북도 옥천군 군북면,0,0,0,1,1,21,2,4,1,4,5,25,26,21,23,35,38,140,1,4,9,9,8,48
4373038022,충청북도 옥천군 군북면 자모리,0,0,0,0,0,5,0,0,0,0,0,1,5,3,2,3,2,28,0,0,1,1,0,6
4374032023,충청북도 영동군 황간면 마산리,-,-,-,-,-,-,0,1,2,1,3,4,6,3,7,4,4,15,9,2,3,0,0,0
4374032025,충청북도 영동군 황간면 난곡리,-,-,-,-,-,-,66,1,2,3,1,8,9,14,15,14,9,19,21,12,6,1,0,1
4374032026,충청북도 영동군 황간면 우매리,-,-,-,-,-,-,1,2,0,2,1,1,19,9,4,13,7,18,5,9,12,9,5,1
4477035027,충청남도 서천군 마산면 관포리,0,0,0,0,1,1,13,3,0,0,0,0,1,0,1,0,0,2,1,17,38,9,1,1
4477035029,충청남도 서천군 마산면 삼월리,-,-,-,-,-,-,28,0,4,0,2,2,0,2,1,1,0,1,0,3,5,1,0,1
4477035030,충청남도 서천군 마산면 군간리,0,0,0,0,0,5,143,3,4,0,0,10,0,1,0,0,1,1,10,15,4,1,1,1
4784000000,경상북도 성주군,40,69,152,250,334,9553,27,28,42,39,70,339,187,205,267,288,317,2278,180,349,428,423,327,793
4783037037,경상북도 고령군 쌍림면 귀원리,2,8,17,23,30,88,-,-,-,-,-,-,9,2,2,1,1,2,1,4,7,8,7,26
4783037038,경상북도 고령군 쌍림면 송림리,1,11,13,19,10,25,-,-,-,-,-,-,17,4,0,2,3,2,10,27,88,70,14,19
4783037040,경상북도 고령군 쌍림면 백산리,0,0,2,4,3,13,-,-,-,-,-,-,0,0,0,0,0,1,3,16,14,39,9,12
4783037041,경상북도 고령군 쌍림면 하거리,0,0,2,3,4,17,-,-,-,-,-,-,4,0,0,1,1,1,3,12,23,23,20,73
4783037043,경상북도 고령군 쌍림면 산주리,2,0,1,4,4,24,-,-,-,-,-,-,6,0,0,0,0,1,3,10,18,11,19,10
4783037044,경상북도 고령군 쌍림면 매촌리,3,6,9,13,23,76,-,-,-,-,-,-,5,6,1,2,0,0,4,9,16,19,45,29
4783037046,경상북도 고령군 쌍림면 신곡리,3,10,20,28,33,114,-,-,-,-,-,-,7,8,5,4,3,7,4,18,37,35,72,22
4783037048,경상북도 고령군 쌍림면 안화리,0,0,0,0,0,1,-,-,-,-,-,-,1,0,0,0,0,0,0,2,6,8,2,3
4783037049,경상북도 고령군 쌍림면 안림리,13,15,33,58,65,224,0,0,0,1,0,1,8,10,62,10,8,4,4,12,23,18,36,29
2871040031,인천광역시 강화군 교동면 서한리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,4,5,15,12,6,16
2871040032,인천광역시 강화군 교동면 무학리,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,11,32,68,47,25,23
2871041000,인천광역시 강화군 삼산면,0,0,1,0,0,1,0,0,1,0,0,0,3,6,4,3,1,2,318,239,418,234,135,276
2871041021,인천광역시 강화군 삼산면 석모리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,1,10,31,94,32,11,10
2871041022,인천광역시 강화군 삼산면 상리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1,39,55,34,22,17,10
2871041024,인천광역시 강화군 삼산면 석포리,-,-,-,-,-,-,0,0,1,0,0,0,1,3,2,2,0,0,29,22,23,13,9,11
2871041026,인천광역시 강화군 삼산면 서검리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,16,74,85,40,15
4313031030,충청북도 충주시 살미면 설운리,-,-,-,-,-,-,0,0,3,2,2,6,4,2,3,3,4,7,0,0,0,1,0,0
4313031031,충청북도 충주시 살미면 향산리,-,-,-,-,-,-,0,0,0,0,1,3,1,1,0,2,2,10,0,0,0,0,0,1
4313031033,충청북도 충주시 살미면 토계리,-,-,-,-,-,-,27,0,0,0,0,0,8,0,1,1,2,3,0,1,1,2,2,3
4377036032,충청북도 음성군 생극면 생리,-,-,-,-,-,-,-,-,-,-,-,-,3,3,4,2,2,7,6,4,6,1,2,0
4377037022,충청북도 음성군 감곡면 주천리,0,0,0,1,1,2,0,0,4,4,2,16,0,0,0,2,4,14,0,6,10,5,4,2
4377037024,충청북도 음성군 감곡면 상평리,-,-,-,-,-,-,0,7,5,6,7,32,4,1,0,1,17,15,0,5,6,3,1,6
4377037025,충청북도 음성군 감곡면 월정리,-,-,-,-,-,-,7,22,13,12,23,32,0,1,2,2,3,13,0,2,2,1,0,0
4377037027,충청북도 음성군 감곡면 사곡리,-,-,-,-,-,-,5,10,21,12,101,11,4,3,10,2,2,7,0,2,1,2,0,0
4377037028,충청북도 음성군 감곡면 문촌리,0,0,0,0,0,3,5,7,10,8,9,22,12,6,4,3,3,9,0,2,6,2,1,0
4423033029,충청남도 논산시 노성면 장구리,0,1,1,4,5,38,3,7,19,5,9,29,13,8,10,3,10,16,19,6,6,5,5,11
4423033031,충청남도 논산시 노성면 호암리,0,1,2,4,8,23,1,0,0,1,0,1,3,4,9,5,0,3,23,6,12,12,6,3
4423033033,충청남도 논산시 노성면 구암리,0,0,1,2,2,6,0,0,2,0,0,1,0,3,1,5,1,2,2,1,3,1,1,1
4423034000,충청남도 논산시 상월면,289,12,19,26,34,178,3,0,2,1,5,23,548,56,50,27,17,53,213,115,140,126,66,98
4423034021,충청남도 논산시 상월면 신충리,0,0,2,4,3,14,-,-,-,-,-,-,2,3,2,2,1,1,2,3,2,1,1,1
4423034023,충청남도 논산시 상월면 월오리,0,1,1,2,0,7,-,-,-,-,-,-,5,2,1,1,0,2,4,7,9,5,2,1
4421034028,충청남도 서산시 지곡면 환성리,-,-,-,-,-,-,-,-,-,-,-,-,1,7,5,16,14,100,0,2,47,30,22,58
4421034029,충청남도 서산시 지곡면 무장리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,10,14,11,68,7,17,51,76,63,49
4421036021,충청남도 서산시 성연면 일람리,-,-,-,-,-,-,-,-,-,-,-,-,2,12,21,15,9,21,1,1,3,11,21,46
4421036023,충청남도 서산시 성연면 오사리,-,-,-,-,-,-,0,1,0,0,0,0,2,9,33,9,7,11,0,3,13,19,15,16
4421036024,충청남도 서산시 성연면 왕정리,-,-,-,-,-,-,-,-,-,-,-,-,12,9,13,1,1,2,0,0,4,6,5,3
4421036026,충청남도 서산시 성연면 갈현리,-,-,-,-,-,-,-,-,-,-,-,-,0,22,15,7,7,7,0,3,9,24,25,30
4421036028,충청남도 서산시 성연면 예덕리,0,0,0,0,0,2,-,-,-,-,-,-,1,11,16,10,13,32,1,1,11,26,40,65
4421036029,충청남도 서산시 성연면 해성리,0,0,0,0,0,1,0,0,0,0,0,2,2,8,14,9,5,9,0,1,5,12,29,27
4421037021,충청남도 서산시 음암면 도당리,0,0,1,0,0,15,-,-,-,-,-,-,32,71,78,47,17,28,1,21,70,66,82,79
4421034024,충청남도 서산시 지곡면 연화리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,9,5,10,42,2,20,34,22,46,34
4423031021,충청남도 논산시 성동면 삼산리,0,2,2,6,8,24,-,-,-,-,-,-,1,2,4,3,5,3,22,3,15,17,21,23
4481033040,충청남도 예산군 광시면 대리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,1,7,5,17,24,26,22,43
4481036036,충청남도 예산군 덕산면 대동리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,2,4,7,6,3,3,2,1
4481037000,충청남도 예산군 봉산면,0,0,1,1,4,33,3,1,2,7,2,15,23,25,37,25,20,52,13,43,80,183,112,107
4481037022,충청남도 예산군 봉산면 구암리,-,-,-,-,-,-,0,0,0,0,0,1,1,1,1,2,1,5,0,3,2,12,7,5
4183041026,경기도 양평군 개군면 불곡리,0,0,0,0,0,1,0,0,0,8,0,3,1,1,3,1,1,11,0,0,2,2,2,8
4183041029,경기도 양평군 개군면 내리,-,-,-,-,-,-,0,3,0,0,0,5,7,5,10,3,4,9,0,0,2,4,3,1
4183041030,경기도 양평군 개군면 향리,0,0,0,0,0,1,-,-,-,-,-,-,3,2,2,1,0,2,0,0,2,0,0,2
4183041032,경기도 양평군 개군면 계전리,-,-,-,-,-,-,-,-,-,-,-,-,3,4,6,5,5,12,1,4,14,40,35,33
4183041033,경기도 양평군 개군면 상자포리,0,0,0,0,0,3,-,-,-,-,-,-,8,6,2,2,3,5,0,1,1,2,3,5
4423035034,충청남도 논산시 부적면 왕덕리,0,0,0,1,0,3,-,-,-,-,-,-,0,0,0,0,2,5,4,2,19,11,14,4
4423039023,충청남도 논산시 양촌면 임화리,0,1,1,1,1,25,-,-,-,-,-,-,4,5,5,5,1,1,4,4,3,6,4,7
4423039025,충청남도 논산시 양촌면 신기리,0,1,2,1,4,25,-,-,-,-,-,-,0,1,1,1,1,2,2,1,0,1,1,0
4423039026,충청남도 논산시 양촌면 오산리,0,0,0,1,1,6,0,0,6,0,4,6,1,2,1,2,1,6,3,2,3,1,0,0
4423039028,충청남도 논산시 양촌면 남산리,5,1,2,2,1,7,-,-,-,-,-,-,0,1,1,1,1,1,2,3,1,1,2,1
4423025027,충청남도 논산시 강경읍 염천리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4423025028,충청남도 논산시 강경읍 태평리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4423025030,충청남도 논산시 강경읍 황산리,1,0,1,1,3,4,-,-,-,-,-,-,27,1,0,1,1,0,-,-,-,-,-,-
4481038029,충청남도 예산군 고덕면 구만리,-,-,-,-,-,-,0,2,1,0,0,35,0,5,0,2,2,7,3,19,63,82,101,210
4481038030,충청남도 예산군 고덕면 용리,-,-,-,-,-,-,1,3,0,2,0,35,3,12,9,10,7,15,14,8,36,31,44,95
4313039030,충청북도 충주시 금가면 도촌리,0,0,0,0,1,6,0,0,2,1,2,6,1,5,6,8,16,20,1,3,4,8,15,4
4313040000,충청북도 충주시 동량면,0,0,1,0,0,4,5,23,14,13,10,46,28,37,38,39,30,77,1,7,20,18,18,22
4313040022,충청북도 충주시 동량면 화암리,-,-,-,-,-,-,-,-,-,-,-,-,3,0,0,0,0,1,-,-,-,-,-,-
4313040024,충청북도 충주시 동량면 하천리,-,-,-,-,-,-,0,0,0,1,0,0,2,2,2,2,1,3,-,-,-,-,-,-
4313040025,충청북도 충주시 동량면 손동리,-,-,-,-,-,-,0,0,1,1,0,2,3,3,2,4,2,5,-,-,-,-,-,-
4315010300,충청북도 제천시 동현동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2
4315010500,충청북도 제천시 교동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4315011100,충청북도 제천시 하소동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4415032029,충청남도 공주시 탄천면 정치리,-,-,-,-,-,-,5,13,0,0,0,0,3,1,9,3,3,9,4,12,242,5,2,1
4415036000,충청남도 공주시 의당면,23,1,2,2,3,31,829,86,27,18,6,21,23,42,50,49,42,35,159,336,616,121,52,29
4415034032,충청남도 공주시 반포면 온천리,-,-,-,-,-,-,-,-,-,-,-,-,5,4,4,1,2,2,2,9,8,5,1,2
4415034033,충청남도 공주시 반포면 학봉리,-,-,-,-,-,-,-,-,-,-,-,-,5,4,2,1,1,1,2,2,1,1,0,0
4680025029,전라남도 장흥군 장흥읍 성불리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,5,3,5,8,2,2,1,0,0,1
4680025000,전라남도 장흥군 장흥읍,0,0,0,0,0,2,0,2,1,0,0,4,98,184,72,36,47,113,156,118,83,86,84,57
4680025021,전라남도 장흥군 장흥읍 동동리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,1,0,1,1,-,-,-,-,-,-
4690035028,전라남도 진도군 지산면 거제리,-,-,-,-,-,-,3,0,0,3,0,3,7,1,1,3,8,21,10,47,37,57,47,116
4690035029,전라남도 진도군 지산면 보전리,-,-,-,-,-,-,-,-,-,-,-,-,2,3,5,7,11,38,18,15,52,64,56,209
4690035030,전라남도 진도군 지산면 와우리,-,-,-,-,-,-,-,-,-,-,-,-,7,7,8,8,9,34,21,14,16,22,25,22
4690035032,전라남도 진도군 지산면 가학리,-,-,-,-,-,-,-,-,-,-,-,-,2,7,5,6,8,19,2,3,5,16,5,6
4690035033,전라남도 진도군 지산면 심동리,-,-,-,-,-,-,0,0,0,1,0,1,1,2,2,2,4,19,21,57,100,129,61,160
4690035035,전라남도 진도군 지산면 송호리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,1,4,13,5,4,14,40,32,106
4690036000,전라남도 진도군 조도면,-,-,-,-,-,-,-,-,-,-,-,-,27,22,33,35,46,172,20,12,21,14,11,32
4182025034,경기도 가평군 가평읍 금대리,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,0,0,0,0,4,3,2,0,2
4182031021,경기도 가평군 설악면 신천리,0,0,0,0,0,3,0,0,0,0,0,2,1,1,2,1,1,1,11,15,20,10,0,4
4182031022,경기도 가평군 설악면 선촌리,-,-,-,-,-,-,0,0,0,0,1,6,1,1,1,1,1,1,2,13,19,11,6,3
4182031024,경기도 가평군 설악면 사룡리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,1,1,4,0,0,0
4182035021,경기도 가평군 북면 목동리,0,1,1,0,0,1,1,2,4,4,5,12,23,7,6,5,6,11,10,15,10,4,2,4
4182035022,경기도 가평군 북면 소법리,0,1,2,3,2,16,3,1,3,3,2,17,5,5,5,6,7,16,13,24,13,6,0,0
2911010900,광주광역시 동구 계림동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2872036022,인천광역시 옹진군 영흥면 내리,18,29,17,11,9,30,5,6,6,4,3,5,23,22,24,25,17,57,34,26,41,25,15,32
2872036023,인천광역시 옹진군 영흥면 선재리,1,1,1,3,1,2,0,1,1,0,0,0,5,8,4,7,9,22,0,0,1,0,0,0
2872037000,인천광역시 옹진군 자월면,-,-,-,-,-,-,-,-,-,-,-,-,14,10,10,13,5,9,5,4,7,5,4,7
2872037023,인천광역시 옹진군 자월면 승봉리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,1,0,1,4,1,1,5
2872038000,인천광역시 옹진군 연평면,1,0,2,0,0,1,-,-,-,-,-,-,0,1,1,2,1,3,1,2,2,3,1,5
2900000000,광주광역시,3,2,6,12,19,537,4,5,9,22,17,73,92,137,178,142,120,276,581,1057,1295,1155,962,980
2872036021,인천광역시 옹진군 영흥면 외리,4,2,2,5,3,9,0,0,0,0,1,0,20,5,5,3,2,10,3,4,4,2,0,3
2872033023,인천광역시 옹진군 백령면 가을리,2,3,1,2,0,1,-,-,-,-,-,-,15,19,20,10,3,3,6,5,8,11,12,27
2872033024,인천광역시 옹진군 백령면 연화리,0,1,1,0,0,0,-,-,-,-,-,-,6,6,7,8,1,4,1,3,8,8,3,11
2872034021,인천광역시 옹진군 대청면 대청리,0,0,0,0,0,1,-,-,-,-,-,-,2,6,7,5,4,10,1,1,1,2,1,2
4180033023,경기도 연천군 백학면 통구리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,0,0,1,1,0,0,1
4180033025,경기도 연천군 백학면 노곡리,0,0,0,0,2,0,0,0,0,0,0,1,0,0,5,2,1,1,0,1,18,5,6,39
4180033026,경기도 연천군 백학면 학곡리,0,0,1,0,0,0,-,-,-,-,-,-,0,0,1,1,0,1,0,7,36,14,6,30
4180033028,경기도 연천군 백학면 두현리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0,0,0,4,5,0,0,0
4180036000,경기도 연천군 신서면,0,0,1,3,8,8,0,0,2,10,0,0,0,3,19,30,13,58,0,13,39,53,29,13
4783036035,경상북도 고령군 우곡면 예곡리,1,1,3,5,7,19,-,-,-,-,-,-,-,-,-,-,-,-,1,6,6,10,16,11
4783036037,경상북도 고령군 우곡면 봉산리,6,26,36,44,41,101,-,-,-,-,-,-,0,0,0,1,1,5,12,21,34,34,28,137
4783036038,경상북도 고령군 우곡면 포리,0,1,1,3,3,24,-,-,-,-,-,-,0,0,0,0,0,2,1,5,8,13,13,67
4783036040,경상북도 고령군 우곡면 월오리,1,1,2,2,0,7,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,4,1,16
4783036041,경상북도 고령군 우곡면 연리,1,1,5,7,14,92,-,-,-,-,-,-,-,-,-,-,-,-,0,1,5,8,7,89
4783036043,경상북도 고령군 우곡면 사전리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,13,12,6,8
4423038022,충청남도 논산시 벌곡면 덕목리,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,0,0,0,0,0,1,0,0,0
2920015000,광주광역시 광산구 용동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,0
2920015100,광주광역시 광산구 용곡동,0,0,1,0,1,9,-,-,-,-,-,-,0,0,1,0,0,1,8,30,12,3,2,1
2920015200,광주광역시 광산구 지정동,1,1,0,0,0,7,1,1,0,1,0,2,-,-,-,-,-,-,2,5,7,11,11,11
2920011700,광주광역시 광산구 산월동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0
2920011800,광주광역시 광산구 신창동,0,0,0,0,0,29,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0
4313042027,충청북도 충주시 엄정면 괴동리,-,-,-,-,-,-,0,1,3,3,4,4,5,4,4,10,2,6,5,10,16,2,1,4
4313042028,충청북도 충주시 엄정면 추평리,-,-,-,-,-,-,5,6,7,8,7,20,14,12,10,3,3,5,5,6,6,1,1,6
4313042029,충청북도 충주시 엄정면 원곡리,-,-,-,-,-,-,14,11,19,22,8,12,15,12,8,5,2,3,1,1,1,0,0,0
4313042031,충청북도 충주시 엄정면 가춘리,-,-,-,-,-,-,4,2,7,7,3,11,17,7,12,8,5,10,0,1,0,0,0,0
4315031030,충청북도 제천시 금성면 월림리,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,1,1,14,1,1,2,4,6,17
4315025030,충청북도 제천시 봉양읍 팔송리,-,-,-,-,-,-,-,-,-,-,-,-,6,8,8,5,2,9,0,2,6,4,1,8
2871033021,인천광역시 강화군 길상면 온수리,-,-,-,-,-,-,3,5,4,3,0,0,3,4,5,6,8,19,3,11,14,13,11,5
2871033022,인천광역시 강화군 길상면 선두리,-,-,-,-,-,-,-,-,-,-,-,-,2,3,5,6,5,4,23,31,25,24,11,8
2871033024,인천광역시 강화군 길상면 초지리,0,0,0,1,0,2,0,0,0,2,0,5,2,3,3,5,3,15,21,40,87,72,50,85
2871034000,인천광역시 강화군 화도면,1,3,0,0,1,4,0,0,0,1,0,1,19,19,22,21,15,23,66,280,694,505,326,407
2871031025,인천광역시 강화군 선원면 창리,-,-,-,-,-,-,1,0,0,0,0,0,0,1,0,1,1,5,3,14,5,9,2,6
2871031026,인천광역시 강화군 선원면 선행리,0,0,0,0,0,1,-,-,-,-,-,-,2,1,1,3,2,4,1,10,6,3,0,1
4481033037,충청남도 예산군 광시면 미곡리,-,-,-,-,-,-,0,0,0,0,0,1,1,2,1,1,1,6,1,2,2,5,3,5
4481033039,충청남도 예산군 광시면 가덕리,-,-,-,-,-,-,-,-,-,-,-,-,1,7,9,8,6,9,1,12,26,29,28,24
4481025300,충청남도 예산군 삽교읍,3,3,3,2,4,24,8,13,24,29,34,280,28,64,74,90,82,216,13,62,205,319,362,598
4481033023,충청남도 예산군 광시면 운산리,0,0,0,0,0,3,-,-,-,-,-,-,1,4,7,11,8,11,0,28,4,23,7,32
4481032023,충청남도 예산군 신양면 무봉리,-,-,-,-,-,-,7,0,0,0,1,0,0,0,3,2,1,3,0,2,4,4,3,5
4481032024,충청남도 예산군 신양면 녹문리,0,0,0,0,0,2,1,0,1,2,2,7,1,2,3,5,2,2,0,4,5,4,3,1
4481032026,충청남도 예산군 신양면 불원리,0,1,5,4,3,16,-,-,-,-,-,-,1,1,2,5,5,5,0,5,3,5,6,11
4481032028,충청남도 예산군 신양면 연리,-,-,-,-,-,-,0,1,0,2,6,13,2,1,3,3,2,1,2,2,3,3,3,4
4481032029,충청남도 예산군 신양면 귀곡리,-,-,-,-,-,-,0,0,1,0,0,0,4,3,7,5,6,6,7,27,31,22,18,13
4481032031,충청남도 예산군 신양면 죽천리,0,0,0,0,0,1,0,0,1,0,0,1,2,1,2,2,1,2,1,4,6,10,11,14
4481032032,충청남도 예산군 신양면 가지리,0,0,0,0,0,1,0,2,1,3,2,10,0,0,1,0,1,22,1,2,2,2,2,17
4481032034,충청남도 예산군 신양면 여래미리,0,0,0,0,0,2,0,0,0,0,3,2,11,2,2,1,0,2,0,3,2,3,2,3
2820000000,인천광역시 남동구,1,0,0,1,2,71,2,2,2,2,5,147,35,37,30,38,34,141,0,2,8,11,13,24
4423040027,충청남도 논산시 가야곡면 조정리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,2,4,0,0,0,0,0
4423040029,충청남도 논산시 가야곡면 종연리,2,0,1,1,1,8,4,2,0,0,0,5,2,3,2,2,1,2,6,7,16,16,7,5
4423040031,충청남도 논산시 가야곡면 야촌리,0,0,0,0,0,2,-,-,-,-,-,-,6,6,2,1,2,1,5,7,7,6,4,7
4423040032,충청남도 논산시 가야곡면 왕암리,0,0,1,0,1,11,0,0,0,0,0,4,1,1,1,2,3,7,4,18,13,8,7,4
4423040034,충청남도 논산시 가야곡면 양촌리,-,-,-,-,-,-,0,1,0,0,0,0,2,2,1,1,3,4,1,1,2,1,1,2
4423041000,충청남도 논산시 은진면,22,5,13,17,29,146,19,0,2,7,9,33,60,38,34,38,24,42,378,56,73,60,53,82
4423041022,충청남도 논산시 은진면 방축리,1,0,1,0,0,6,17,0,1,0,0,0,15,4,3,4,2,2,70,3,11,9,9,29
4423041023,충청남도 논산시 은진면 토양리,1,0,0,1,1,2,-,-,-,-,-,-,8,4,4,4,4,7,20,17,21,19,17,6
4423040023,충청남도 논산시 가야곡면 목곡리,0,0,0,1,0,10,1,1,1,1,1,2,1,4,5,3,2,6,6,6,2,2,0,2
4471031031,충청남도 금산군 금성면 대암리,0,0,1,2,1,6,-,-,-,-,-,-,5,8,8,11,11,34,0,4,7,7,8,8
4471032000,충청남도 금산군 제원면,0,0,0,2,2,15,4,1,2,1,4,23,86,97,158,107,91,192,9,24,34,32,19,46
4889045026,경상남도 합천군 대병면 하금리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,2,1,2,1,1,0
4889045027,경상남도 합천군 대병면 장단리,0,0,0,0,1,1,5,0,0,0,0,0,4,3,2,1,1,2,6,1,2,4,0,1
4889045029,경상남도 합천군 대병면 성리,0,1,0,0,0,1,14,0,0,0,0,0,1,2,1,1,0,1,7,4,4,2,0,0
4889046000,경상남도 합천군 용주면,5,2,4,3,3,4,24,21,51,27,20,13,73,21,12,15,4,32,27,51,29,33,12,11
4889046022,경상남도 합천군 용주면 황계리,-,-,-,-,-,-,-,-,-,-,-,-,6,5,1,1,1,0,3,1,0,0,0,0
4889046024,경상남도 합천군 용주면 노리,-,-,-,-,-,-,-,-,-,-,-,-,3,0,0,0,0,0,1,0,0,1,0,0
4889046025,경상남도 합천군 용주면 평산리,-,-,-,-,-,-,-,-,-,-,-,-,6,2,1,0,0,0,2,0,1,0,0,1
