stdg_Cd,bjd_Nm,vldpha_Fachs1_Area,vldpha_Fachs2_Area,vldpha_Fachs3_Area,vldpha_Fachs4_Area,vldpha_Fachs5_Area,vldpha_Fachs6_Area,vldpha_Fruit1_Area,vldpha_Fruit2_Area,vldpha_Fruit3_Area,vldpha_Fruit4_Area,vldpha_Fruit5_Area,vldpha_Fruit6_Area,vldpha_Pfld1_Area,vldpha_Pfld2_Area,vldpha_Pfld3_Area,vldpha_Pfld4_Area,vldpha_Pfld5_Area,vldpha_Pfld6_Area,vldpha_Rfld1_Area,vldpha_Rfld2_Area,vldpha_Rfld3_Area,vldpha_Rfld4_Area,vldpha_Rfld5_Area,vldpha_Rfld6_Area
4374039021,충청북도 영동군 양산면 가곡리,-,-,-,-,-,-,1,1,2,5,3,9,0,1,1,1,1,10,25,46,24,9,3,5
4374039023,충청북도 영동군 양산면 봉곡리,-,-,-,-,-,-,0,2,2,1,2,9,0,4,3,2,6,18,16,7,3,1,0,1
4374039024,충청북도 영동군 양산면 죽산리,-,-,-,-,-,-,7,1,12,9,10,21,52,21,1,0,1,16,1,5,7,3,2,1
4374039026,충청북도 영동군 양산면 수두리,-,-,-,-,-,-,0,1,2,3,5,16,1,1,0,1,2,29,14,22,6,6,4,5
4374039027,충청북도 영동군 양산면 호탄리,-,-,-,-,-,-,0,0,0,1,2,10,4,1,1,1,2,9,2,3,5,3,1,3
4418032021,충청남도 보령시 오천면 소성리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,3,12,9,17,15,19,1,0,1
4418032022,충청남도 보령시 오천면 영보리,1,1,1,0,0,4,-,-,-,-,-,-,0,3,4,2,16,13,11,28,26,3,0,0
4418000000,충청남도 보령시,13,14,12,20,11,124,117,36,35,34,20,76,223,378,467,263,244,1288,3526,3455,2252,755,178,187
4418010100,충청남도 보령시 대천동,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,2,53,103,60,22,1,2
4418010200,충청남도 보령시 죽정동,-,-,-,-,-,-,-,-,-,-,-,-,1,2,0,1,0,6,9,33,20,21,7,6
4418010400,충청남도 보령시 동대동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,5,0,1,9,6,17,13,7,2,2
4418010500,충청남도 보령시 명천동,-,-,-,-,-,-,-,-,-,-,-,-,4,4,5,2,1,7,14,35,38,25,7,6
4418010700,충청남도 보령시 내항동,0,0,0,0,0,1,-,-,-,-,-,-,1,1,2,1,2,8,55,104,39,14,6,4
4418010800,충청남도 보령시 남곡동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,1,1,8,58,54,29,8,1,1
4418011000,충청남도 보령시 신흑동,-,-,-,-,-,-,-,-,-,-,-,-,0,4,5,1,2,8,73,146,49,24,1,3
4373034032,충청북도 옥천군 청성면 구음리,-,-,-,-,-,-,-,-,-,-,-,-,4,3,7,6,5,51,2,3,2,1,2,1
4373038023,충청북도 옥천군 군북면 증약리,0,0,0,0,0,13,3,1,1,1,0,12,3,3,7,5,4,28,0,1,3,1,0,2
4373038024,충청북도 옥천군 군북면 항곡리,-,-,-,-,-,-,0,0,0,0,0,1,1,1,1,2,1,6,0,1,3,2,1,2
4373038026,충청북도 옥천군 군북면 환평리,-,-,-,-,-,-,0,0,0,0,0,2,5,22,10,2,3,6,1,0,1,1,1,1
4373038028,충청북도 옥천군 군북면 추소리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,2,1,4,0,0,0,0,0,1
4373038029,충청북도 옥천군 군북면 이평리,-,-,-,-,-,-,2,0,0,0,0,0,2,2,0,2,2,3,0,1,0,0,1,1
4373038031,충청북도 옥천군 군북면 소정리,-,-,-,-,-,-,0,0,0,0,0,1,2,1,3,1,1,3,1,1,2,1,0,1
4373038033,충청북도 옥천군 군북면 용호리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,1,0,0,0,0
4373038034,충청북도 옥천군 군북면 막지리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,2,1,1,0,1,1,0,0,0
4374000000,충청북도 영동군,0,2,4,4,12,10,194,160,159,205,364,1622,335,274,310,295,359,4241,504,830,536,282,204,352
4374025000,충청북도 영동군 영동읍,0,0,0,0,1,2,7,14,12,17,38,183,20,24,38,51,52,783,6,31,31,22,22,37
4477033027,충청남도 서천군 기산면 산정리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,4,55,53,26,9,1,3
4477033028,충청남도 서천군 기산면 막동리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,0,4,68,34,4,1,0,0
4477033030,충청남도 서천군 기산면 가공리,-,-,-,-,-,-,2,0,0,0,0,0,0,1,0,0,0,5,4,9,8,5,3,2
4477033032,충청남도 서천군 기산면 광암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,3,39,20,6,0,0,0
4477033033,충청남도 서천군 기산면 황사리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,1,5,27,36,0,2,2,5
4477034021,충청남도 서천군 한산면 지현리,0,0,0,0,0,2,-,-,-,-,-,-,1,1,2,1,1,7,2,7,24,14,2,2
4477034022,충청남도 서천군 한산면 동산리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,5,82,142,84,38,20,2
4477034024,충청남도 서천군 한산면 호암리,0,0,0,3,1,3,-,-,-,-,-,-,0,0,0,0,0,3,14,28,7,1,0,3
4477034025,충청남도 서천군 한산면 죽촌리,0,0,0,0,0,7,-,-,-,-,-,-,1,1,2,1,0,11,14,14,19,4,2,2
4477035024,충청남도 서천군 마산면 지산리,0,0,0,0,1,5,6,0,0,0,0,0,0,1,0,0,0,8,25,23,5,6,2,2
4477035025,충청남도 서천군 마산면 가양리,0,0,0,0,0,1,63,7,0,0,0,0,0,0,0,1,0,6,12,11,0,1,0,0
4479033025,충청남도 청양군 정산면 남천리,-,-,-,-,-,-,49,10,0,10,0,0,12,0,0,3,0,20,5,11,5,2,4,0
4479033026,충청남도 청양군 정산면 송학리,-,-,-,-,-,-,120,6,7,4,0,18,12,0,0,0,2,35,11,17,8,4,3,1
4479033028,충청남도 청양군 정산면 용두리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,38,10,19,6,0,0,0
4479033030,충청남도 청양군 정산면 천장리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,26,3,7,6,2,0,1
4479033031,충청남도 청양군 정산면 내초리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,2,18,8,6,4,1,0,2
4420038023,충청남도 아산시 인주면 신성리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,17,55,45,9,1,0,0
4420038025,충청남도 아산시 인주면 밀두리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,9,74,64,8,2,0,0
4420038026,충청남도 아산시 인주면 문방리,-,-,-,-,-,-,0,0,0,0,0,3,1,3,5,0,5,12,100,148,108,43,10,5
4420038028,충청남도 아산시 인주면 금성리,-,-,-,-,-,-,0,0,0,0,2,1,0,1,0,2,0,12,24,49,17,1,0,0
4420038029,충청남도 아산시 인주면 해암리,-,-,-,-,-,-,0,0,0,0,0,3,1,4,0,1,3,16,48,43,7,2,2,0
4420038031,충청남도 아산시 인주면 관암리,-,-,-,-,-,-,0,0,0,0,1,4,4,3,1,13,1,24,50,43,2,0,0,0
4420038032,충청남도 아산시 인주면 냉정리,-,-,-,-,-,-,16,10,0,5,2,13,3,3,1,1,1,18,54,37,18,9,0,1
4420039021,충청남도 아산시 선장면 군덕리,0,0,1,0,0,2,1,0,0,0,0,1,5,2,2,1,1,12,92,99,3,0,0,0
4420037032,충청남도 아산시 영인면 신화리,1,1,0,0,0,3,0,0,0,0,0,2,2,1,0,1,1,30,88,72,2,0,0,0
4421011300,충청남도 서산시 장동,-,-,-,-,-,-,0,0,0,1,0,0,0,2,0,3,2,59,174,73,8,0,0,0
4421011400,충청남도 서산시 덕지천동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,3,1,26,2,11,10,3,1,1
4421025000,충청남도 서산시 대산읍,-,-,-,-,-,-,4,0,1,1,2,10,27,27,36,37,35,301,1056,479,159,25,8,9
4182031025,경기도 가평군 설악면 송산리,-,-,-,-,-,-,1,0,0,0,0,1,0,0,0,0,1,2,7,13,3,3,3,3
4182031026,경기도 가평군 설악면 미사리,-,-,-,-,-,-,1,0,0,0,0,0,0,0,1,1,0,4,8,16,8,5,3,2
4182031028,경기도 가평군 설악면 창의리,0,1,0,0,0,2,-,-,-,-,-,-,2,1,1,1,1,9,10,16,8,3,3,4
4182031029,경기도 가평군 설악면 엄소리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,8,2,16,9,7,5,7
4480034031,충청남도 홍성군 장곡면 행정리,4,1,0,0,0,0,17,0,3,0,0,0,12,2,13,5,12,27,68,24,1,0,0,1
4480034033,충청남도 홍성군 장곡면 산성리,-,-,-,-,-,-,20,0,0,0,0,0,31,2,1,16,3,17,10,17,10,2,0,0
4480033031,충청남도 홍성군 홍동면 금당리,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2,22,9,3,1,0,0,0
4480037030,충청남도 홍성군 서부면 판교리,0,0,0,0,0,1,-,-,-,-,-,-,1,2,2,1,2,57,13,22,14,0,0,2
4480037032,충청남도 홍성군 서부면 죽도리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4480038000,충청남도 홍성군 갈산면,1,1,1,1,0,3,0,0,0,2,1,6,22,27,8,8,8,509,326,250,99,49,18,16
4480038022,충청남도 홍성군 갈산면 내갈리,-,-,-,-,-,-,-,-,-,-,-,-,4,5,0,1,1,31,10,7,5,1,0,1
4480038024,충청남도 홍성군 갈산면 가곡리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,22,12,12,5,2,0,1
4480038025,충청남도 홍성군 갈산면 갈오리,-,-,-,-,-,-,0,0,0,2,1,1,0,0,0,0,0,6,3,5,4,3,1,1
4480038027,충청남도 홍성군 갈산면 쌍천리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,14,8,7,4,2,0,1
4480038029,충청남도 홍성군 갈산면 오두리,-,-,-,-,-,-,-,-,-,-,-,-,3,0,0,1,0,30,37,31,5,7,5,0
2914012600,광주광역시 서구 세하동,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,36,92,45,6,1,2
2914012700,광주광역시 서구 용두동,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,0,0,2,208,21,4,2,1,2
2914000000,광주광역시 서구,0,0,0,0,1,17,0,2,0,0,0,5,3,3,1,2,2,9,300,269,143,55,19,25
4376036027,충청북도 괴산군 청천면 신월리,-,-,-,-,-,-,-,-,-,-,-,-,3,3,5,1,2,22,13,14,5,1,3,1
4376036028,충청북도 괴산군 청천면 상신리,0,0,0,0,0,2,-,-,-,-,-,-,2,1,2,2,1,17,1,1,4,10,4,1
4376036030,충청북도 괴산군 청천면 고성리,-,-,-,-,-,-,0,0,0,0,1,0,6,19,14,8,6,12,7,4,8,1,0,1
4315033042,충청북도 제천시 수산면 고명리,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,4,1,3,0,0,2,1,0,0
4315034000,충청북도 제천시 덕산면,-,-,-,-,-,-,3,2,2,1,1,4,70,25,26,64,16,183,53,52,20,3,5,4
4418025000,충청남도 보령시 웅천읍,4,2,1,3,2,30,1,2,7,12,3,15,23,97,73,25,22,184,154,414,487,176,57,57
4418025022,충청남도 보령시 웅천읍 평리,0,0,0,0,0,3,1,1,1,0,0,1,1,8,4,2,1,20,1,18,34,14,5,12
4479032029,충청남도 청양군 대치면 대치리,-,-,-,-,-,-,12,0,0,0,0,0,0,0,0,0,0,7,5,10,0,1,0,0
4479032031,충청남도 청양군 대치면 형산리,-,-,-,-,-,-,16,16,3,0,3,7,1,0,0,0,0,29,43,13,1,1,0,0
4479031024,충청남도 청양군 운곡면 모곡리,0,0,0,0,1,0,0,0,0,0,0,1,5,5,0,1,1,44,39,49,20,4,1,0
4479035027,충청남도 청양군 청남면 왕진리,0,0,1,1,2,12,14,0,2,2,0,4,2,0,5,9,6,46,50,76,16,10,1,2
4479035029,충청남도 청양군 청남면 대흥리,0,0,0,1,2,8,42,11,2,3,0,1,10,2,1,1,2,40,60,103,5,6,2,42
4479035031,충청남도 청양군 청남면 상장리,0,0,0,0,1,4,140,23,4,3,0,2,48,1,2,1,0,30,67,19,2,1,0,0
4479036000,충청남도 청양군 장평면,3,7,12,205,10,71,567,148,66,41,33,155,326,77,5,7,19,281,384,504,194,86,12,34
4479036022,충청남도 청양군 장평면 은곡리,0,0,1,199,1,4,77,17,6,0,0,4,11,1,0,2,1,19,48,30,2,4,1,0
4479036024,충청남도 청양군 장평면 적곡리,-,-,-,-,-,-,46,21,3,0,0,0,5,0,0,0,0,38,32,29,2,1,2,1
4479036025,충청남도 청양군 장평면 락지리,1,0,1,0,1,10,84,17,13,7,0,23,10,1,1,0,0,24,30,19,6,1,2,2
4479036027,충청남도 청양군 장평면 죽림리,-,-,-,-,-,-,15,9,3,4,0,5,0,0,1,0,0,8,2,3,1,1,0,0
4415012100,충청남도 공주시 금흥동,-,-,-,-,-,-,4,0,0,0,0,6,0,1,0,0,1,6,2,2,1,0,0,0
4415010700,충청남도 공주시 웅진동,-,-,-,-,-,-,4,0,0,1,0,1,1,0,0,0,0,13,0,2,3,5,4,3
4415011000,충청남도 공주시 금학동,-,-,-,-,-,-,0,1,1,6,0,30,-,-,-,-,-,-,8,1,2,1,0,0
4415011100,충청남도 공주시 봉정동,-,-,-,-,-,-,6,6,0,0,0,0,0,1,0,1,1,27,7,18,9,3,2,2
4415011300,충청남도 공주시 태봉동,-,-,-,-,-,-,0,13,13,0,0,40,0,1,1,0,1,18,2,8,3,6,6,7
4415011400,충청남도 공주시 오곡동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,2,24,4,12,15,16,15,12
4415011500,충청남도 공주시 신기동,-,-,-,-,-,-,77,0,4,0,0,5,0,0,0,0,1,14,3,18,23,24,20,19
4415011700,충청남도 공주시 상왕동,-,-,-,-,-,-,53,5,3,12,0,19,0,1,1,1,0,18,0,1,0,3,1,11
4374033523,충청북도 영동군 추풍령면 계룡리,-,-,-,-,-,-,0,2,2,2,3,5,2,1,1,1,2,12,16,10,9,2,2,1
4374033524,충청북도 영동군 추풍령면 추풍령리,-,-,-,-,-,-,0,2,1,1,2,8,2,4,5,5,4,31,1,6,4,3,4,4
4374033526,충청북도 영동군 추풍령면 작점리,-,-,-,-,-,-,0,0,1,0,1,7,1,2,1,2,3,10,2,13,5,3,4,12
4374033528,충청북도 영동군 추풍령면 웅북리,-,-,-,-,-,-,0,1,0,1,1,2,0,1,2,1,1,16,0,9,5,4,1,5
4374033529,충청북도 영동군 추풍령면 지봉리,0,0,1,1,1,0,0,1,8,3,5,14,7,6,6,5,37,109,10,15,4,0,2,5
4374040028,충청북도 영동군 심천면 기호리,-,-,-,-,-,-,0,2,0,1,1,10,0,1,0,1,1,20,1,10,11,8,4,7
4374040030,충청북도 영동군 심천면 금정리,-,-,-,-,-,-,0,0,1,0,1,9,2,1,3,5,3,22,3,10,8,5,6,6
4374040031,충청북도 영동군 심천면 약목리,0,0,0,0,1,0,0,0,1,1,3,29,0,3,1,2,2,46,1,3,1,3,2,6
4374040033,충청북도 영동군 심천면 초강리,0,0,0,0,1,0,1,2,2,2,8,59,1,4,1,3,6,75,5,9,7,2,3,2
4375000000,충청북도 진천군,72,89,71,76,59,428,8,12,13,10,7,77,70,81,114,132,116,1263,6087,3249,1081,455,129,184
4477038021,충청남도 서천군 판교면 판교리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,9,0,21,31,16,35,16
4477038023,충청남도 서천군 판교면 심동리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,1,7,1,24,24,22,16,12
4477038024,충청남도 서천군 판교면 상좌리,-,-,-,-,-,-,2,2,2,0,0,2,0,0,0,0,0,11,2,33,34,8,30,3
4477038026,충청남도 서천군 판교면 문곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,6,13,39,26,15,11,6
4477038028,충청남도 서천군 판교면 만덕리,0,0,0,0,1,1,-,-,-,-,-,-,0,0,0,0,0,4,2,6,14,2,13,2
4477038029,충청남도 서천군 판교면 현암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,5,6,25,23,15,1,1
4477038031,충청남도 서천군 판교면 수성리,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,7,11,10,32,1,11,1
4477038033,충청남도 서천군 판교면 흥림리,0,0,0,0,0,1,-,-,-,-,-,-,1,0,0,0,0,9,9,22,1,5,15,1
4477038035,충청남도 서천군 판교면 금덕리,-,-,-,-,-,-,0,1,0,0,0,0,113,0,0,0,0,8,5,24,9,17,6,8
4477039000,충청남도 서천군 종천면,3,2,1,1,1,111,16,0,0,0,0,0,7,5,4,3,6,88,608,402,135,104,33,61
4418035031,충청남도 보령시 청라면 음현리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,5,6,1,1,1,0
4418036000,충청남도 보령시 남포면,0,0,1,1,0,5,4,7,5,7,3,24,17,15,35,33,27,107,1411,589,247,76,33,34
4418034024,충청남도 보령시 청소면 죽림리,0,0,0,2,4,2,-,-,-,-,-,-,1,7,8,3,2,15,62,39,14,6,0,1
4479039000,충청남도 청양군 비봉면,0,0,0,1,0,11,232,23,15,7,8,28,94,19,22,18,11,379,528,180,46,20,4,13
4479039021,충청남도 청양군 비봉면 록평리,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,1,0,23,68,23,7,3,0,2
4479039023,충청남도 청양군 비봉면 중묵리,-,-,-,-,-,-,35,4,0,0,0,0,11,0,4,4,0,41,10,6,3,0,0,2
4479039024,충청남도 청양군 비봉면 사점리,0,0,0,0,0,2,13,7,3,0,3,8,10,1,4,0,1,21,33,9,2,1,0,0
4479039026,충청남도 청양군 비봉면 장재리,-,-,-,-,-,-,6,0,0,2,0,0,4,1,1,1,3,45,69,14,5,1,0,3
4480025323,충청남도 홍성군 광천읍 담산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,2,8,4,1,2,0,1
4479038025,충청남도 청양군 화성면 화암리,-,-,-,-,-,-,4,0,0,0,0,0,24,0,1,0,0,20,45,17,3,0,0,0
4479037021,충청남도 청양군 남양면 구룡리,0,0,0,0,0,1,0,0,0,0,0,1,28,11,5,8,5,30,42,25,1,0,0,1
4479037022,충청남도 청양군 남양면 신왕리,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,34,42,11,2,0,1
4374036025,충청북도 영동군 양강면 남전리,-,-,-,-,-,-,2,5,4,9,15,37,1,5,4,4,5,91,1,3,2,1,0,0
4374038021,충청북도 영동군 학산면 서산리,-,-,-,-,-,-,1,2,1,1,3,31,0,2,5,5,3,28,1,6,2,2,4,5
4374038023,충청북도 영동군 학산면 아암리,-,-,-,-,-,-,0,0,0,1,2,26,0,2,3,2,4,38,9,7,2,2,3,2
4374038025,충청북도 영동군 학산면 황산리,-,-,-,-,-,-,0,1,1,1,4,52,35,3,3,2,2,22,2,4,1,3,3,0
4374038026,충청북도 영동군 학산면 지내리,-,-,-,-,-,-,1,2,3,4,3,34,0,2,2,3,3,69,1,3,2,3,1,3
4374038028,충청북도 영동군 학산면 봉림리,-,-,-,-,-,-,0,0,1,2,3,7,0,0,1,2,1,33,0,2,2,1,1,2
4374034021,충청북도 영동군 매곡면 노천리,0,0,0,0,1,3,0,1,1,4,4,21,1,1,4,1,2,29,8,9,2,1,1,0
4374034023,충청북도 영동군 매곡면 장척리,-,-,-,-,-,-,1,2,2,5,4,35,15,2,0,1,1,10,12,3,1,0,0,2
4374034025,충청북도 영동군 매곡면 유전리,0,0,0,1,2,0,2,3,5,3,7,10,8,8,5,3,4,27,14,12,2,0,1,1
4374034026,충청북도 영동군 매곡면 강진리,0,0,0,0,0,2,5,1,0,2,2,5,1,2,1,1,1,15,14,9,3,3,1,0
4374034028,충청북도 영동군 매곡면 어촌리,0,0,1,0,0,0,1,11,2,2,1,2,19,15,5,1,1,23,17,16,6,0,0,0
4600000000,전라남도,283,345,363,349,368,7327,20736,6360,3570,2542,2108,18867,25843,14720,12697,12926,12138,111135,88520,95364,57011,25829,14445,29678
4418033027,충청남도 보령시 천북면 신덕리,2,2,1,1,1,12,-,-,-,-,-,-,1,7,4,6,1,20,29,10,12,14,0,0
4418034000,충청남도 보령시 청소면,0,1,1,6,4,4,0,0,0,0,0,1,18,37,31,11,6,54,310,487,119,32,9,10
4418034021,충청남도 보령시 청소면 진죽리,0,0,1,4,0,0,-,-,-,-,-,-,12,6,6,3,1,7,48,113,31,7,1,2
4418036023,충청남도 보령시 남포면 창동리,-,-,-,-,-,-,-,-,-,-,-,-,8,1,2,0,1,4,35,18,16,9,3,6
4418036025,충청남도 보령시 남포면 제석리,-,-,-,-,-,-,1,1,1,0,0,0,2,1,3,1,1,12,91,31,13,2,1,1
4418036027,충청남도 보령시 남포면 소송리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,2,1,12,58,26,14,10,6,4
4418036028,충청남도 보령시 남포면 옥서리,0,0,1,1,0,4,3,4,3,4,2,18,0,3,9,17,14,18,7,3,3,1,1,6
4418036030,충청남도 보령시 남포면 신흥리,-,-,-,-,-,-,0,0,0,0,0,4,0,0,6,1,0,6,60,33,12,3,0,0
4418036031,충청남도 보령시 남포면 양항리,-,-,-,-,-,-,-,-,-,-,-,-,3,1,3,1,1,9,384,117,37,10,9,1
4418036033,충청남도 보령시 남포면 월전리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,5,177,40,11,5,1,0
4479035022,충청남도 청양군 청남면 지곡리,0,1,1,4,2,6,-,-,-,-,-,-,0,0,0,0,0,25,55,47,14,8,0,0
4479035023,충청남도 청양군 청남면 내직리,0,0,0,1,0,2,11,1,0,0,0,0,10,0,5,1,0,33,40,10,3,1,0,1
4479035025,충청남도 청양군 청남면 동강리,0,0,0,1,1,6,16,2,0,0,0,0,10,1,0,1,3,22,33,74,18,14,8,4
4479033033,충청남도 청양군 정산면 와촌리,0,0,0,0,0,3,-,-,-,-,-,-,0,0,0,0,0,16,64,49,14,12,1,3
4480025325,충청남도 홍성군 광천읍 내죽리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,9,13,5,3,2,4
4480025327,충청남도 홍성군 광천읍 매현리,0,0,0,0,0,1,0,0,0,0,0,1,3,2,1,0,0,19,28,5,1,1,0,1
4480025329,충청남도 홍성군 광천읍 상정리,1,0,1,0,0,5,0,0,0,0,0,7,5,5,1,1,0,5,32,18,10,1,0,2
4480025330,충청남도 홍성군 광천읍 옹암리,-,-,-,-,-,-,0,0,0,0,0,1,1,0,0,0,0,1,10,5,1,1,0,0
4480025332,충청남도 홍성군 광천읍 대평리,0,0,0,0,0,1,-,-,-,-,-,-,1,1,0,0,0,5,8,5,3,1,0,6
4376034031,충청북도 괴산군 칠성면 갈읍리,-,-,-,-,-,-,-,-,-,-,-,-,4,9,7,6,3,20,54,35,16,4,2,5
4376034032,충청북도 괴산군 칠성면 태성리,0,0,0,0,0,1,0,0,0,1,0,1,4,5,8,6,4,28,3,5,4,2,5,2
4376035000,충청북도 괴산군 문광면,0,0,1,0,0,4,0,0,3,2,3,12,13,15,21,23,27,430,118,125,75,73,36,36
4376035022,충청북도 괴산군 문광면 송평리,0,0,0,0,0,1,-,-,-,-,-,-,0,2,2,2,4,29,35,14,21,24,13,4
4376035024,충청북도 괴산군 문광면 유평리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,2,2,31,14,10,2,0,0,0
4377000000,충청북도 음성군,73,74,80,83,77,637,146,123,133,117,144,1437,307,356,343,342,353,3101,1135,1371,611,185,91,103
4421032023,충청남도 서산시 부석면 송시리,-,-,-,-,-,-,0,0,0,0,0,1,2,5,10,5,5,122,258,243,80,19,1,4
4421032024,충청남도 서산시 부석면 월계리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,8,6,100,80,56,7,1,0,1
4421032026,충청남도 서산시 부석면 취평리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,2,2,2,62,31,22,6,3,1,1
4421032027,충청남도 서산시 부석면 대두리,-,-,-,-,-,-,-,-,-,-,-,-,5,1,2,2,2,65,102,104,18,7,2,2
4421032029,충청남도 서산시 부석면 지산리,-,-,-,-,-,-,-,-,-,-,-,-,4,6,7,8,8,144,1127,201,67,9,6,7
4421032030,충청남도 서산시 부석면 칠전리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,2,5,37,272,74,37,9,0,1
4421038038,충청남도 서산시 운산면 원벌리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,0,1,12,12,20,15,4,2,1
4421039000,충청남도 서산시 해미면,1,0,0,1,1,95,1,0,0,0,0,8,18,23,16,11,9,338,368,354,214,72,26,55
4421039021,충청남도 서산시 해미면 읍내리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,0,4,0,1,1,0,0,0
4421039023,충청남도 서산시 해미면 대곡리,-,-,-,-,-,-,-,-,-,-,-,-,7,2,2,2,2,30,3,8,19,11,7,10
4421031021,충청남도 서산시 인지면 둔당리,-,-,-,-,-,-,-,-,-,-,-,-,1,13,11,1,0,32,7,20,11,3,0,1
4421031022,충청남도 서산시 인지면 야당리,-,-,-,-,-,-,0,0,0,0,0,1,1,0,0,1,1,54,126,98,13,3,1,2
4481025340,충청남도 예산군 삽교읍 효림리,0,0,0,1,0,0,0,0,0,2,4,1,2,3,1,0,2,16,44,10,8,0,0,0
4481031000,충청남도 예산군 대술면,5,1,3,0,3,46,9,0,3,1,1,41,11,80,7,8,11,153,56,86,51,18,6,7
4481031021,충청남도 예산군 대술면 화천리,2,0,1,0,1,9,0,0,0,0,0,1,1,1,2,1,2,10,14,15,8,3,0,1
4481031023,충청남도 예산군 대술면 상항리,-,-,-,-,-,-,0,0,0,0,0,2,1,0,0,1,0,3,7,11,8,2,1,1
4481031025,충청남도 예산군 대술면 장복리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,7,2,6,4,2,1,0
4481031026,충청남도 예산군 대술면 송석리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,9,1,3,2,2,1,0
4481031028,충청남도 예산군 대술면 궐곡리,-,-,-,-,-,-,0,0,0,0,0,1,1,2,0,1,3,22,4,9,6,3,0,1
4481031029,충청남도 예산군 대술면 시산리,-,-,-,-,-,-,8,0,1,0,1,32,0,0,1,2,1,22,1,2,1,0,0,0
4481031030,충청남도 예산군 대술면 산정리,0,0,0,0,0,2,-,-,-,-,-,-,2,0,1,0,1,12,1,2,3,1,0,1
4481025322,충청남도 예산군 삽교읍 삽교리,-,-,-,-,-,-,0,0,0,0,0,3,0,0,0,0,0,1,12,24,21,7,1,2
4481025323,충청남도 예산군 삽교읍 평촌리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,4,17,29,21,5,3,2
4481025325,충청남도 예산군 삽교읍 이리,0,0,0,0,0,1,-,-,-,-,-,-,7,2,1,2,2,29,17,28,10,1,0,1
4183031022,경기도 양평군 강상면 송학리,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,1,1,4,7,7,2,1,1,0
4183031023,경기도 양평군 강상면 교평리,0,0,0,0,0,1,-,-,-,-,-,-,1,0,0,1,0,2,2,6,5,2,0,0
4182031030,경기도 가평군 설악면 설곡리,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,0,1,10,5,19,16,12,7,12
