stdg_Cd,bjd_Nm,om_Fachs1_Area,om_Fachs2_Area,om_Fachs3_Area,om_Fachs4_Area,om_Fachs5_Area,om_Fachs6_Area,om_Fruit1_Area,om_Fruit2_Area,om_Fruit3_Area,om_Fruit4_Area,om_Fruit5_Area,om_Fruit6_Area,om_Pfld1_Area,om_Pfld2_Area,om_Pfld3_Area,om_Pfld4_Area,om_Pfld5_Area,om_Pfld6_Area,om_Rfld1_Area,om_Rfld2_Area,om_Rfld3_Area,om_Rfld4_Area,om_Rfld5_Area,om_Rfld6_Area
4373033030,충청북도 옥천군 안내면 도율리,-,-,-,-,-,-,1,4,6,4,1,0,2,19,21,8,2,2,0,3,8,3,0,0
4373033031,충청북도 옥천군 안내면 월외리,0,0,1,1,1,0,0,1,1,1,2,2,5,12,14,3,0,0,0,3,5,1,0,0
4373033033,충청북도 옥천군 안내면 답양리,-,-,-,-,-,-,-,-,-,-,-,-,0,21,11,0,0,0,0,2,2,1,0,0
4373034000,충청북도 옥천군 청성면,4,9,4,0,0,0,15,29,21,10,3,6,250,648,310,65,19,12,116,183,65,10,2,0
4373034022,충청북도 옥천군 청성면 거포리,-,-,-,-,-,-,0,0,0,1,0,0,9,49,23,3,0,0,4,6,1,0,0,0
4373034023,충청북도 옥천군 청성면 장수리,0,0,1,0,0,0,1,1,0,0,0,0,16,50,18,4,8,10,4,5,4,0,0,0
4373034025,충청북도 옥천군 청성면 소서리,-,-,-,-,-,-,0,0,1,0,0,0,22,32,9,12,1,0,3,2,0,0,0,0
4372034022,충청북도 보은군 탄부면 구암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,1,32,19,6,1,0
4372034023,충청북도 보은군 탄부면 성지리,-,-,-,-,-,-,0,3,4,1,1,0,11,14,6,1,1,0,2,10,6,1,0,0
4372034025,충청북도 보은군 탄부면 매화리,-,-,-,-,-,-,0,0,1,0,0,0,9,24,19,0,0,0,2,32,14,4,0,1
1153011000,서울특별시 구로구 온수동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1154510200,서울특별시 금천구 독산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1130510400,서울특별시 강북구 우이동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1132000000,서울특별시 도봉구,-,-,-,-,-,-,0,0,1,0,0,0,2,3,8,6,7,2,-,-,-,-,-,-
1132010500,서울특별시 도봉구 쌍문동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1132010600,서울특별시 도봉구 방학동,-,-,-,-,-,-,0,0,1,0,0,0,0,2,2,2,2,1,-,-,-,-,-,-
1141011700,서울특별시 서대문구 연희동,-,-,-,-,-,-,2,1,0,0,0,0,0,1,1,1,0,0,-,-,-,-,-,-
1141011800,서울특별시 서대문구 홍은동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1144000000,서울특별시 마포구,-,-,-,-,-,-,0,1,1,1,0,0,1,3,2,1,2,0,-,-,-,-,-,-
3014010800,대전광역시 중구 호동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3014011000,대전광역시 중구 대사동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3014011400,대전광역시 중구 태평동,-,-,-,-,-,-,0,1,0,0,0,0,0,1,1,0,0,0,-,-,-,-,-,-
4679036029,전라남도 화순군 도곡면 신덕리,0,1,2,5,1,0,0,1,0,0,0,0,1,7,26,8,9,0,1,15,25,3,1,0
3017010200,대전광역시 서구 변동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3017010300,대전광역시 서구 도마동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4725031023,경상북도 상주시 중동면 죽암리,1,0,0,1,0,0,12,13,6,1,0,0,2,6,4,1,1,0,74,158,76,10,4,0
4725031025,경상북도 상주시 중동면 신암리,0,0,1,0,0,0,3,3,3,4,1,0,2,3,3,2,0,0,26,10,3,0,0,0
4725034021,경상북도 상주시 청리면 원장리,0,2,1,1,0,0,1,2,0,0,0,2,18,41,23,1,0,1,8,67,50,9,0,0
4725034023,경상북도 상주시 청리면 청하리,-,-,-,-,-,-,2,3,8,3,2,0,0,7,2,0,0,0,1,4,4,1,0,0
4725034025,경상북도 상주시 청리면 마공리,-,-,-,-,-,-,1,5,2,1,0,0,0,7,1,0,0,0,0,3,2,0,0,0
4725034026,경상북도 상주시 청리면 가천리,0,1,0,0,0,1,0,2,1,0,0,0,1,5,2,0,1,0,1,10,5,0,0,0
4725035032,경상북도 상주시 공성면 인창리,-,-,-,-,-,-,1,10,4,1,1,0,0,7,2,0,0,0,1,5,3,0,0,0
4725034029,경상북도 상주시 청리면 덕산리,-,-,-,-,-,-,0,0,1,0,0,0,17,22,12,0,0,0,1,6,9,1,0,0
4725034030,경상북도 상주시 청리면 율리,0,0,0,2,1,1,0,1,1,1,0,0,1,19,4,1,1,0,3,6,3,1,0,0
4725034032,경상북도 상주시 청리면 학하리,0,1,0,3,0,0,0,1,0,0,1,0,0,37,4,1,1,0,3,20,11,1,0,0
4725035000,경상북도 상주시 공성면,1,3,1,2,2,2,70,127,108,59,25,19,23,254,115,33,12,8,31,129,75,28,3,1
1159010500,서울특별시 동작구 흑석동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1159010800,서울특별시 동작구 대방동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1159010900,서울특별시 동작구 신대방동,-,-,-,-,-,-,1,2,1,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-
1162000000,서울특별시 관악구,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,-,-,-,-,-,-
1162010200,서울특별시 관악구 신림동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,-,-,-,-,-,-
1162010300,서울특별시 관악구 남현동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4671039024,전라남도 담양군 월산면 용흥리,0,0,1,1,0,0,-,-,-,-,-,-,0,0,0,1,0,1,1,4,34,12,2,0
4671039026,전라남도 담양군 월산면 신계리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,1,0,0,7,24,6,1,0
4671039027,전라남도 담양군 월산면 광암리,0,0,4,5,3,0,0,0,3,3,1,1,0,3,5,6,2,0,0,13,19,5,0,0
4678025330,전라남도 보성군 벌교읍 척령리,0,3,12,9,5,1,0,1,0,1,1,3,2,3,32,25,9,2,2,4,4,4,0,0
4678025332,전라남도 보성군 벌교읍 장좌리,0,1,0,0,0,0,0,2,5,9,8,17,1,4,36,54,38,23,4,13,29,21,8,6
4678025333,전라남도 보성군 벌교읍 영등리,2,5,3,5,3,2,0,0,1,0,0,4,5,23,69,49,22,2,14,95,63,21,11,0
4678025335,전라남도 보성군 벌교읍 대포리,0,1,0,0,0,0,0,0,1,0,0,0,1,6,30,26,22,0,1,11,10,2,0,0
4677032021,전라남도 고흥군 도덕면 도덕리,-,-,-,-,-,-,0,5,8,11,2,6,6,34,27,6,1,0,11,369,75,10,0,5
4677032022,전라남도 고흥군 도덕면 신양리,0,0,1,1,0,0,2,5,15,12,5,3,1,52,34,8,0,0,1,96,80,8,3,0
4677032023,전라남도 고흥군 도덕면 가야리,0,0,0,0,0,1,7,28,25,12,6,6,6,89,95,11,2,2,10,106,94,5,0,0
4677032025,전라남도 고흥군 도덕면 오마리,-,-,-,-,-,-,0,4,3,2,1,0,13,23,11,1,0,0,6,150,88,16,0,0
4677032026,전라남도 고흥군 도덕면 용동리,-,-,-,-,-,-,1,4,4,3,1,0,10,45,36,7,1,0,0,2,13,6,0,0
4678025324,전라남도 보성군 벌교읍 고읍리,0,0,1,3,1,1,23,63,48,56,26,56,0,17,77,28,12,5,2,51,93,48,2,1
4678000000,전라남도 보성군,4,28,79,87,70,72,258,502,392,649,411,566,463,1840,3670,3365,2112,1376,674,4283,8765,3417,693,345
4678025000,전라남도 보성군 보성읍,0,0,1,0,1,2,3,22,5,65,0,0,90,266,395,303,128,190,66,337,695,622,171,49
4725046031,경상북도 상주시 이안면 가장리,-,-,-,-,-,-,4,1,3,0,0,0,1,5,2,0,0,0,0,6,5,1,0,0
4725046033,경상북도 상주시 이안면 이안리,-,-,-,-,-,-,0,1,0,1,0,0,0,3,0,0,0,0,4,18,13,1,0,0
4725047000,경상북도 상주시 화남면,1,0,1,0,0,0,3,20,11,8,2,0,10,21,9,3,2,1,4,35,27,7,1,0
4725047021,경상북도 상주시 화남면 동관리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,0,4,2,1,0,0
4725047023,경상북도 상주시 화남면 임곡리,-,-,-,-,-,-,0,0,0,1,0,0,-,-,-,-,-,-,0,2,0,0,0,0
4725047024,경상북도 상주시 화남면 중눌리,0,0,1,0,0,0,2,13,8,4,1,0,2,6,3,1,1,0,0,6,3,0,0,0
4728025029,경상북도 문경시 문경읍 하초리,-,-,-,-,-,-,2,12,19,6,7,3,0,3,14,7,3,2,0,0,1,0,0,0
4728025030,경상북도 문경시 문경읍 상초리,-,-,-,-,-,-,0,0,1,0,0,0,0,4,14,7,3,0,-,-,-,-,-,-
4728025032,경상북도 문경시 문경읍 팔영리,-,-,-,-,-,-,17,64,66,55,34,24,9,30,40,29,14,7,0,1,1,1,1,0
4728025332,경상북도 문경시 가은읍 원북리,-,-,-,-,-,-,-,-,-,-,-,-,1,18,20,12,3,1,1,12,27,21,13,4
4678038022,전라남도 보성군 득량면 송곡리,0,0,1,0,0,1,3,0,0,0,0,5,2,9,32,6,1,2,5,15,84,15,1,1
4678038024,전라남도 보성군 득량면 오봉리,0,0,5,5,1,2,0,0,4,5,1,6,16,78,52,48,45,24,35,412,895,133,11,4
4678038025,전라남도 보성군 득량면 해평리,0,1,2,3,2,1,0,0,0,1,0,1,3,36,111,49,70,38,13,288,723,111,18,1
4678025336,전라남도 보성군 벌교읍 연산리,-,-,-,-,-,-,0,1,7,8,13,11,0,2,9,17,10,3,0,4,2,0,1,0
4678025337,전라남도 보성군 벌교읍 봉림리,-,-,-,-,-,-,0,0,0,0,0,1,1,2,3,5,0,0,2,5,2,0,0,0
4678025338,전라남도 보성군 벌교읍 회정리,0,1,3,5,5,4,0,1,0,0,0,0,0,4,31,15,15,2,3,17,14,8,1,0
4678025340,전라남도 보성군 벌교읍 호동리,-,-,-,-,-,-,0,0,0,2,0,3,0,17,69,20,0,2,3,23,4,1,0,0
4678025341,전라남도 보성군 벌교읍 장도리,-,-,-,-,-,-,-,-,-,-,-,-,0,11,60,38,5,0,-,-,-,-,-,-
4678037027,전라남도 보성군 조성면 대곡리,-,-,-,-,-,-,0,5,6,8,10,14,0,0,12,17,22,8,15,26,76,20,3,1
4678036022,전라남도 보성군 문덕면 용암리,-,-,-,-,-,-,0,1,0,0,0,0,2,11,32,28,10,3,2,6,9,9,4,0
4678036023,전라남도 보성군 문덕면 덕치리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,3,2,1,-,-,-,-,-,-
4678036024,전라남도 보성군 문덕면 죽산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,10,8,2,-,-,-,-,-,-
4728025333,경상북도 문경시 가은읍 상괴리,-,-,-,-,-,-,0,7,2,1,0,1,0,7,19,16,10,18,7,20,27,24,5,2
4728025334,경상북도 문경시 가은읍 하괴리,-,-,-,-,-,-,2,8,10,6,3,4,3,14,47,41,17,8,2,5,8,6,0,0
4728031000,경상북도 문경시 영순면,8,15,9,8,3,0,12,7,5,1,0,0,125,157,64,16,5,4,1316,1702,323,49,7,7
4728031021,경상북도 문경시 영순면 의곡리,1,1,2,2,0,0,1,4,0,0,0,0,30,20,8,2,2,1,180,179,28,6,1,0
4728031023,경상북도 문경시 영순면 포내리,-,-,-,-,-,-,0,1,1,0,0,0,3,6,3,2,0,0,0,7,0,0,0,0
4728031024,경상북도 문경시 영순면 사근리,1,0,0,0,0,0,2,1,3,0,0,0,36,22,6,0,2,0,196,250,37,3,1,1
4728031026,경상북도 문경시 영순면 오룡리,0,1,0,0,0,0,-,-,-,-,-,-,4,7,6,2,0,0,130,239,49,7,1,1
4728031027,경상북도 문경시 영순면 금림리,-,-,-,-,-,-,-,-,-,-,-,-,3,7,2,1,0,0,201,191,33,5,0,1
4728034024,경상북도 문경시 산북면 이곡리,-,-,-,-,-,-,1,0,0,0,0,0,1,12,2,2,0,0,2,2,2,1,0,0
4728037021,경상북도 문경시 농암면 농암리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,14,5,1,1,1,0,1,1,1,0
4728037022,경상북도 문경시 농암면 종곡리,-,-,-,-,-,-,0,1,3,1,1,0,4,13,24,7,1,1,0,3,2,2,0,0
4380025329,충청북도 단양군 매포읍 하시리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,10,1,1,0,0,0,2,2,5,2
4380025330,충청북도 단양군 매포읍 상시리,-,-,-,-,-,-,-,-,-,-,-,-,4,3,6,8,2,0,0,0,1,1,0,0
4380033031,충청북도 단양군 영춘면 별방리,-,-,-,-,-,-,-,-,-,-,-,-,10,27,62,29,7,9,0,0,2,3,1,0
4380032023,충청북도 단양군 가곡면 여천리,-,-,-,-,-,-,-,-,-,-,-,-,13,25,24,15,6,1,0,0,0,1,0,0
4380032024,충청북도 단양군 가곡면 덕천리,-,-,-,-,-,-,-,-,-,-,-,-,2,4,7,3,0,0,0,2,5,1,0,0
4671034026,전라남도 담양군 창평면 의항리,0,2,7,1,0,0,1,1,0,0,0,0,1,3,4,1,0,0,0,15,23,5,1,0
4671034027,전라남도 담양군 창평면 일산리,0,1,2,1,1,1,-,-,-,-,-,-,2,3,1,0,0,0,0,10,6,1,0,0
4671034029,전라남도 담양군 창평면 유곡리,0,0,1,1,1,0,-,-,-,-,-,-,2,9,2,0,0,0,1,65,55,7,0,0
2920020200,광주광역시 광산구 오선동,-,-,-,-,-,-,2,1,0,0,0,0,0,0,2,0,0,0,-,-,-,-,-,-
4100000000,경기도,1318,2432,3087,2076,1215,700,2661,5557,3557,9964,863,580,13374,23766,12846,5394,2209,1308,12618,64149,55031,12981,1629,655
4415031030,충청남도 공주시 이인면 구암리,0,5,6,16,17,7,9,5,5,0,0,0,5,10,2,2,1,1,2,10,8,0,0,0
4415025033,충청남도 공주시 유구읍 추계리,-,-,-,-,-,-,8,16,25,10,3,0,1,19,10,0,0,0,1,36,25,5,1,0
4415025034,충청남도 공주시 유구읍 덕곡리,-,-,-,-,-,-,4,22,10,6,0,7,2,3,22,15,6,3,1,4,10,0,0,0
4415025035,충청남도 공주시 유구읍 문금리,-,-,-,-,-,-,0,15,0,0,0,0,0,17,14,9,1,2,3,31,15,2,0,0
4122000000,경기도 평택시,15,83,87,69,42,36,84,191,136,79,52,50,532,1144,785,325,104,39,208,2871,3479,1428,145,20
4122037027,경기도 평택시 현덕면 신왕리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,3,1,0,0,1,6,1,1,0,0
4122037028,경기도 평택시 현덕면 대안리,-,-,-,-,-,-,1,1,5,5,5,2,4,10,9,5,1,1,1,39,109,26,1,0
4122037030,경기도 평택시 현덕면 권관리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,3,0,0,0,2,8,6,1,0,0
4122037032,경기도 평택시 현덕면 방축리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,0,0,0,6,7,7,1,0
4889042030,경상남도 합천군 쌍백면 백역리,-,-,-,-,-,-,-,-,-,-,-,-,0,10,10,0,0,3,0,2,7,2,0,0
4889042031,경상남도 합천군 쌍백면 하신리,0,1,0,0,0,0,13,12,2,0,0,0,0,24,20,30,2,1,0,2,7,2,0,0
4889042033,경상남도 합천군 쌍백면 죽전리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,0,0,0,0,2,6,2,2,2
4889043000,경상남도 합천군 삼가면,8,3,7,6,1,1,0,1,6,10,2,3,2,117,105,23,11,15,18,86,106,30,4,0
4889043022,경상남도 합천군 삼가면 용흥리,-,-,-,-,-,-,0,1,6,9,2,3,0,7,12,4,1,0,0,6,7,1,1,0
4889043024,경상남도 합천군 삼가면 일부리,-,-,-,-,-,-,-,-,-,-,-,-,0,7,5,3,0,2,0,0,2,4,1,0
4889043025,경상남도 합천군 삼가면 어전리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,16,1,1,1,0,4,8,1,0,0
4476033024,충청남도 부여군 외산면 문신리,0,3,2,4,1,0,2,12,15,62,19,23,0,0,1,2,0,1,1,9,24,10,0,0
4476033025,충청남도 부여군 외산면 가덕리,0,0,1,0,0,0,22,16,32,22,48,24,0,0,2,2,5,2,1,6,6,2,1,0
4476033027,충청남도 부여군 외산면 갈산리,0,3,3,2,0,0,10,24,28,32,49,17,0,1,2,2,5,1,0,12,11,2,1,0
4476033028,충청남도 부여군 외산면 장항리,0,2,3,1,0,0,0,0,2,10,8,2,0,3,2,0,0,0,0,12,15,5,0,0
4476033030,충청남도 부여군 외산면 만수리,0,7,5,1,1,0,0,1,0,2,2,0,0,2,4,2,0,0,2,7,5,1,0,0
4476033031,충청남도 부여군 외산면 복덕리,1,0,0,0,0,1,0,2,6,5,10,14,1,1,1,0,0,0,0,18,14,2,0,0
4476033032,충청남도 부여군 외산면 화성리,0,3,2,1,0,0,5,87,161,139,85,88,4,4,3,3,1,1,1,37,30,8,0,0
4476034000,충청남도 부여군 내산면,5,41,64,14,6,2,255,542,606,584,263,330,44,12,24,4,2,1,22,127,108,18,1,0
4476034021,충청남도 부여군 내산면 운치리,3,21,33,2,1,0,14,44,60,44,22,4,7,0,1,1,0,0,1,15,16,2,0,0
4725040022,경상북도 상주시 화동면 선교리,1,0,1,0,0,0,11,66,50,24,15,5,6,20,10,1,0,0,5,28,28,8,3,2
4725042000,경상북도 상주시 화북면,0,2,5,3,0,1,7,27,40,29,12,13,39,115,153,112,47,55,4,35,34,15,2,3
4725042022,경상북도 상주시 화북면 장암리,0,0,1,0,0,0,2,6,9,6,2,2,8,25,21,16,5,4,0,4,3,2,0,0
4725042023,경상북도 상주시 화북면 상오리,0,0,0,0,0,1,0,3,11,10,4,3,8,20,41,38,19,22,0,4,6,6,1,2
4725042025,경상북도 상주시 화북면 중벌리,0,1,1,0,0,0,1,3,1,1,0,0,5,9,8,1,0,0,0,4,7,1,0,0
4725043000,경상북도 상주시 외서면,1,3,5,3,2,2,47,107,92,63,37,44,148,154,123,44,42,18,49,240,185,39,12,5
4725043021,경상북도 상주시 외서면 연봉리,1,1,3,1,1,0,29,73,60,39,19,28,7,14,10,5,1,0,3,17,6,1,1,1
4725039029,경상북도 상주시 모서면 득수리,-,-,-,-,-,-,2,11,22,7,2,2,28,100,85,57,34,48,0,4,5,1,0,0
4725046024,경상북도 상주시 이안면 구미리,-,-,-,-,-,-,0,1,2,1,0,0,0,5,5,2,0,0,1,4,1,0,0,0
4725046025,경상북도 상주시 이안면 대현리,-,-,-,-,-,-,2,4,0,2,2,0,0,1,0,0,0,0,0,4,1,0,0,0
4725046027,경상북도 상주시 이안면 지산리,0,1,1,1,1,0,1,0,0,0,0,0,2,14,4,1,1,0,1,7,9,3,0,0
4725046028,경상북도 상주시 이안면 흑암리,0,1,0,0,1,1,0,1,1,0,0,1,0,2,2,1,0,0,3,12,3,0,0,0
4677033024,전라남도 고흥군 금산면 신촌리,-,-,-,-,-,-,-,-,-,-,-,-,0,14,15,3,0,0,6,41,5,3,0,0
4677033025,전라남도 고흥군 금산면 석정리,0,1,0,0,0,0,0,3,7,3,1,0,3,15,17,5,2,0,0,12,14,2,0,0
4677033027,전라남도 고흥군 금산면 오천리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,1,0,0,0,0,3,1,0,0
4677034000,전라남도 고흥군 도화면,0,0,0,0,1,2,7,22,42,17,13,5,7,76,387,236,35,3,5,169,276,161,18,1
4677034022,전라남도 고흥군 도화면 구암리,-,-,-,-,-,-,0,0,1,1,0,1,1,22,65,24,2,0,2,28,14,14,0,0
4677034023,전라남도 고흥군 도화면 사덕리,-,-,-,-,-,-,0,0,1,1,0,1,0,5,37,24,4,0,0,31,54,20,3,0
4677034026,전라남도 고흥군 도화면 봉산리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,26,20,2,1,0,1,7,3,0,0
4677034027,전라남도 고흥군 도화면 당오리,0,0,0,0,0,1,2,2,3,3,2,1,1,2,28,19,4,0,0,10,26,17,1,0
4677033000,전라남도 고흥군 금산면,0,1,0,0,0,0,1,6,9,5,3,0,5,59,226,20,5,1,7,100,54,17,5,0
4678025326,전라남도 보성군 벌교읍 추동리,0,0,2,4,2,10,23,25,12,6,12,15,2,3,25,10,9,25,3,15,45,30,11,5
4678025329,전라남도 보성군 벌교읍 칠동리,0,1,7,8,1,0,4,45,11,25,16,52,0,10,48,51,29,12,2,11,24,13,3,0
4728000000,경상북도 문경시,11,19,17,14,6,2,1844,1087,975,546,1443,173,745,1883,1813,875,333,274,1576,5195,1043,300,67,37
4728025328,경상북도 문경시 가은읍 전곡리,0,0,1,0,0,0,0,1,1,1,0,1,6,40,12,1,1,0,4,12,40,2,0,0
4728025329,경상북도 문경시 가은읍 성유리,-,-,-,-,-,-,2,2,3,0,1,0,2,25,19,5,1,1,0,4,2,2,0,0
4728025331,경상북도 문경시 가은읍 완장리,0,0,1,0,0,0,0,1,1,0,0,0,20,22,3,2,1,1,2,5,4,3,0,0
4423010600,충청남도 논산시 등화동,0,0,3,1,1,1,1,1,1,0,1,0,2,3,1,2,1,3,0,1,9,4,1,0
4423010700,충청남도 논산시 지산동,1,21,34,6,1,0,-,-,-,-,-,-,1,10,15,9,4,0,1,18,37,18,0,0
4423010900,충청남도 논산시 내동,0,0,2,0,0,0,-,-,-,-,-,-,6,8,6,1,1,1,0,2,1,0,0,0
4423011000,충청남도 논산시 강산동,0,0,1,0,0,0,-,-,-,-,-,-,1,3,2,0,0,0,0,28,27,6,0,0
4423025000,충청남도 논산시 강경읍,0,8,18,11,3,0,-,-,-,-,-,-,2,10,44,16,3,2,2,84,154,59,6,0
4423025021,충청남도 논산시 강경읍 남교리,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4773042033,경상북도 의성군 단북면 성암리,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,28,121,7,0,0,0
4773042034,경상북도 의성군 단북면 신하리,-,-,-,-,-,-,2,0,0,0,0,0,-,-,-,-,-,-,22,140,27,1,0,0
1111010400,서울특별시 종로구 효자동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,0,-,-,-,-,-,-
1111015600,서울특별시 종로구 종로3가,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4415039024,충청남도 공주시 사곡면 계실리,-,-,-,-,-,-,9,8,8,0,0,0,2,29,10,4,1,0,2,47,8,0,0,0
4415039025,충청남도 공주시 사곡면 해월리,-,-,-,-,-,-,12,27,44,15,3,0,0,9,4,1,0,0,2,21,4,1,0,0
4423025026,충청남도 논산시 강경읍 중앙리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,0,0,0
4421039024,충청남도 서산시 해미면 산수리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,3,2,0,0,0,6,14,2,0,0
4421039026,충청남도 서산시 해미면 오학리,0,1,0,0,0,0,-,-,-,-,-,-,3,11,13,1,0,0,1,19,12,1,0,0
4421039027,충청남도 서산시 해미면 삼송리,-,-,-,-,-,-,0,0,2,1,1,0,9,26,15,3,2,0,1,31,31,3,0,0
4421039029,충청남도 서산시 해미면 홍천리,1,4,15,1,1,1,0,0,1,0,0,0,4,11,9,2,1,0,1,37,69,9,0,0
4421039030,충청남도 서산시 해미면 동암리,-,-,-,-,-,-,0,1,2,0,0,0,9,12,2,0,0,0,1,18,10,1,0,0
4421039032,충청남도 서산시 해미면 웅소성리,-,-,-,-,-,-,-,-,-,-,-,-,6,9,2,0,0,0,0,13,6,0,0,0
4421039033,충청남도 서산시 해미면 귀밀리,0,4,6,2,1,0,-,-,-,-,-,-,0,4,3,0,0,2,0,13,13,3,0,0
4421039035,충청남도 서산시 해미면 전천리,0,6,17,7,1,0,-,-,-,-,-,-,1,0,3,4,3,8,1,8,16,2,0,0
1114012100,서울특별시 중구 회현동1가,-,-,-,-,-,-,0,1,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
4476034023,충청남도 부여군 내산면 저동리,0,2,5,2,0,0,18,57,49,70,25,19,4,0,1,0,0,0,2,10,11,1,0,0
4476034024,충청남도 부여군 내산면 온해리,0,2,1,0,0,1,35,70,105,103,58,55,6,0,2,1,0,0,2,13,13,2,0,0
4482534026,충청남도 태안군 소원면 의항리,-,-,-,-,-,-,-,-,-,-,-,-,5,14,14,4,0,0,38,105,20,4,3,13
4482534027,충청남도 태안군 소원면 모항리,-,-,-,-,-,-,-,-,-,-,-,-,4,26,14,8,2,1,13,131,38,9,1,0
4482534029,충청남도 태안군 소원면 송현리,-,-,-,-,-,-,-,-,-,-,-,-,2,20,51,12,1,1,2,129,64,14,0,0
4482535000,충청남도 태안군 원북면,-,-,-,-,-,-,-,-,-,-,-,-,56,397,427,178,28,10,162,1065,700,133,9,4
4482535022,충청남도 태안군 원북면 이곡리,-,-,-,-,-,-,-,-,-,-,-,-,1,28,42,44,3,1,30,129,80,9,0,0
4482535023,충청남도 태안군 원북면 황촌리,-,-,-,-,-,-,-,-,-,-,-,-,6,23,23,12,2,0,10,76,61,25,2,0
4482533026,충청남도 태안군 근흥면 도황리,-,-,-,-,-,-,-,-,-,-,-,-,1,14,24,13,4,3,20,69,59,24,5,4
4482532026,충청남도 태안군 남면 원청리,-,-,-,-,-,-,-,-,-,-,-,-,2,27,33,13,2,0,4,19,45,22,1,0
4476032031,충청남도 부여군 은산면 거전리,0,1,1,0,0,0,37,30,107,60,36,37,1,4,3,2,1,0,0,2,3,1,0,0
4476032032,충청남도 부여군 은산면 용두리,-,-,-,-,-,-,7,29,23,34,10,5,0,1,3,0,0,0,0,3,3,1,0,0
4476032033,충청남도 부여군 은산면 내지리,5,18,57,37,6,3,53,69,79,56,48,20,1,3,4,1,1,0,1,22,25,6,2,0
4476032035,충청남도 부여군 은산면 금공리,-,-,-,-,-,-,31,73,71,28,25,18,0,2,2,1,1,0,3,19,11,0,0,0
4476032036,충청남도 부여군 은산면 가곡리,0,1,2,2,0,0,61,158,111,109,102,64,0,4,5,2,0,0,2,15,12,2,0,0
4476033000,충청남도 부여군 외산면,3,27,31,16,6,4,60,194,305,338,282,259,8,14,25,25,27,11,10,171,201,95,15,3
4476033021,충청남도 부여군 외산면 삼산리,0,1,1,1,0,0,0,3,24,12,8,22,0,0,0,2,2,1,1,6,8,3,1,0
2600000000,부산광역시,49,254,376,311,113,28,15,23,21,6,4,7,233,722,893,458,182,140,264,1043,1101,553,130,99
4482532027,충청남도 태안군 남면 당암리,-,-,-,-,-,-,-,-,-,-,-,-,9,45,62,13,1,0,82,192,186,26,0,0
4482532028,충청남도 태안군 남면 신온리,-,-,-,-,-,-,-,-,-,-,-,-,5,24,35,13,0,1,17,41,28,11,5,2
4482532029,충청남도 태안군 남면 거아도리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4482533021,충청남도 태안군 근흥면 두야리,-,-,-,-,-,-,-,-,-,-,-,-,2,28,41,21,6,0,133,243,133,46,19,2
