stdg_Cd,bjd_Nm,posifertmg_Fachs1_Area,posifertmg_Fachs2_Area,posifertmg_Fachs3_Area,posifertmg_Fachs4_Area,posifertmg_Fachs5_Area,posifertmg_Fachs6_Area,posifertmg_Fruit1_Area,posifertmg_Fruit2_Area,posifertmg_Fruit3_Area,posifertmg_Fruit4_Area,posifertmg_Fruit5_Area,posifertmg_Fruit6_Area,posifertmg_Pfld1_Area,posifertmg_Pfld2_Area,posifertmg_Pfld3_Area,posifertmg_Pfld4_Area,posifertmg_Pfld5_Area,posifertmg_Pfld6_Area,posifertmg_Rfld1_Area,posifertmg_Rfld2_Area,posifertmg_Rfld3_Area,posifertmg_Rfld4_Area,posifertmg_Rfld5_Area,posifertmg_Rfld6_Area
4374025035,충청북도 영동군 영동읍 가리,-,-,-,-,-,-,5,4,5,5,2,3,38,38,21,17,9,10,-,-,-,-,-,-
4374025036,충청북도 영동군 영동읍 임계리,-,-,-,-,-,-,1,1,3,6,2,3,10,19,15,7,2,1,0,1,0,0,0,0
4374031021,충청북도 영동군 용산면 구촌리,-,-,-,-,-,-,0,0,0,0,0,1,2,1,3,2,1,2,0,3,7,7,7,8
4374038029,충청북도 영동군 학산면 범화리,-,-,-,-,-,-,1,3,3,3,2,8,3,11,7,7,2,7,0,2,3,1,0,0
4374035029,충청북도 영동군 상촌면 흥덕리,-,-,-,-,-,-,3,1,1,1,1,1,3,2,1,1,0,0,0,1,2,0,0,0
4374035030,충청북도 영동군 상촌면 궁촌리,-,-,-,-,-,-,10,2,9,5,2,4,4,17,14,1,8,0,0,2,2,1,0,0
4374036000,충청북도 영동군 양강면,-,-,-,-,-,-,34,52,89,97,83,204,42,181,291,236,126,93,7,39,43,21,6,5
4374036021,충청북도 영동군 양강면 괴목리,-,-,-,-,-,-,4,9,10,14,13,56,2,11,30,29,18,21,0,6,6,2,1,0
4374036023,충청북도 영동군 양강면 양정리,-,-,-,-,-,-,1,0,2,4,8,11,0,2,13,22,25,11,0,1,3,1,1,1
4418025024,충청남도 보령시 웅천읍 성동리,0,4,6,6,9,11,0,11,1,8,1,2,15,39,18,7,5,9,13,46,23,10,4,1
4418025025,충청남도 보령시 웅천읍 대천리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,5,4,1,0,0
4418032026,충청남도 보령시 오천면 효자도리,-,-,-,-,-,-,-,-,-,-,-,-,5,2,1,2,1,1,0,0,2,1,0,2
4418032027,충청남도 보령시 오천면 원산도리,-,-,-,-,-,-,-,-,-,-,-,-,27,16,5,3,3,1,3,2,6,8,2,2
4418032028,충청남도 보령시 오천면 삽시도리,-,-,-,-,-,-,-,-,-,-,-,-,10,7,1,4,1,5,1,5,7,4,3,2
4418033021,충청남도 보령시 천북면 하만리,0,1,0,0,0,2,-,-,-,-,-,-,1,19,16,8,7,18,28,11,30,11,11,10
4418033022,충청남도 보령시 천북면 학성리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,24,7,1,7,30,29,90,13,30,12
4418033024,충청남도 보령시 천북면 장은리,0,0,0,1,0,2,-,-,-,-,-,-,2,17,16,7,4,18,39,14,44,13,6,3
4418033026,충청남도 보령시 천북면 낙동리,0,4,3,3,2,22,-,-,-,-,-,-,5,36,33,15,18,70,96,40,101,34,45,76
4479036029,충청남도 청양군 장평면 구룡리,0,1,1,1,2,7,0,0,1,1,0,0,0,1,4,6,3,8,6,34,66,34,16,9
4479036030,충청남도 청양군 장평면 관현리,0,1,1,0,1,16,5,0,9,2,0,2,0,2,3,8,5,15,4,42,34,33,10,91
4479031023,충청남도 청양군 운곡면 후덕리,0,0,0,0,0,1,4,3,0,1,0,2,4,4,9,10,7,24,2,14,18,8,8,2
4479033034,충청남도 청양군 정산면 학암리,0,0,0,0,0,1,16,0,0,0,0,0,11,14,36,21,14,18,6,16,6,3,0,0
4479033036,충청남도 청양군 정산면 광생리,-,-,-,-,-,-,5,0,0,0,0,0,0,3,2,4,3,1,64,66,15,4,0,48
4479034000,충청남도 청양군 목면,0,0,6,1,1,7,152,158,34,28,4,44,134,78,94,51,64,97,56,336,275,118,45,225
4479034022,충청남도 청양군 목면 화양리,0,0,0,1,1,1,42,83,24,20,0,11,89,35,39,8,5,20,19,84,80,17,27,123
4479034023,충청남도 청양군 목면 신흥리,-,-,-,-,-,-,27,8,3,0,0,12,11,2,5,5,5,9,2,38,29,6,0,0
4479034025,충청남도 청양군 목면 송암리,0,0,0,0,0,1,15,10,0,3,0,0,8,7,12,4,19,11,5,29,15,2,1,1
4479034027,충청남도 청양군 목면 대평리,0,0,6,0,0,0,13,49,6,5,3,6,10,21,13,8,7,24,7,45,32,24,1,4
4479035000,충청남도 청양군 청남면,0,2,11,16,22,156,191,117,58,26,19,90,41,99,116,103,78,145,111,620,450,143,42,1484
4418032024,충청남도 보령시 오천면 갈현리,-,-,-,-,-,-,0,0,1,2,1,0,2,5,3,2,0,1,0,4,12,5,2,2
4418032025,충청남도 보령시 오천면 오포리,-,-,-,-,-,-,-,-,-,-,-,-,2,8,6,6,4,12,2,30,45,13,9,14
4418036021,충청남도 보령시 남포면 읍내리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,0,1,1,8,3,5,4,2,1
4418034026,충청남도 보령시 청소면 정전리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,2,1,1,6,23,21,4,3,4
4418034027,충청남도 보령시 청소면 야현리,0,0,0,0,0,1,-,-,-,-,-,-,1,3,5,1,1,2,4,48,44,20,16,8
4681037026,전라남도 강진군 작천면 이남리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,14,7,1,1,14,73,31,12,5,1
4681037029,전라남도 강진군 작천면 평기리,-,-,-,-,-,-,0,2,0,1,0,0,1,15,6,2,1,1,23,74,40,5,1,2
4681032023,전라남도 강진군 칠량면 영동리,-,-,-,-,-,-,0,0,0,1,0,0,0,8,34,9,4,2,6,42,33,16,10,8
4681032024,전라남도 강진군 칠량면 현평리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,10,1,0,0,16,82,24,11,3,1
4681032026,전라남도 강진군 칠량면 영복리,-,-,-,-,-,-,0,1,0,0,0,0,1,13,17,7,1,3,3,44,40,23,9,7
4479033032,충청남도 청양군 정산면 신덕리,0,0,1,0,0,0,6,0,6,0,0,6,0,0,4,7,3,3,35,47,8,2,0,2
4479038026,충청남도 청양군 화성면 기덕리,0,0,0,0,0,1,-,-,-,-,-,-,6,3,4,3,4,11,1,8,19,13,5,18
4479038028,충청남도 청양군 화성면 용당리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,3,18,2,10,17,14,6,17
4479038029,충청남도 청양군 화성면 신정리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,3,2,9,3,31,21,10,4,15
4375033000,충청북도 진천군 문백면,0,5,8,5,4,16,0,1,3,0,2,0,14,50,35,27,22,26,141,834,570,153,30,32
4375033021,충청북도 진천군 문백면 문덕리,0,0,0,1,2,7,0,1,0,0,1,0,2,5,4,3,3,5,3,45,24,8,3,4
4375033022,충청북도 진천군 문백면 사양리,-,-,-,-,-,-,0,0,2,0,1,0,2,5,2,2,2,1,18,56,25,12,5,0
4375033023,충청북도 진천군 문백면 장월리,0,0,0,2,1,2,-,-,-,-,-,-,1,3,3,2,1,2,13,174,151,16,2,8
4375033025,충청북도 진천군 문백면 평산리,0,0,2,0,0,1,-,-,-,-,-,-,1,9,6,5,2,4,9,56,91,36,6,4
4375033027,충청북도 진천군 문백면 봉죽리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,2,1,2,6,97,60,20,2,2
4375033028,충청북도 진천군 문백면 은탄리,0,0,0,1,0,1,-,-,-,-,-,-,1,6,4,4,3,2,16,59,13,9,2,2
4375033030,충청북도 진천군 문백면 옥성리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,2,2,1,19,42,17,3,1,1
4682031029,전라남도 해남군 삼산면 상가리,-,-,-,-,-,-,0,7,6,4,1,0,3,17,8,4,8,7,30,34,16,8,1,1
4682032000,전라남도 해남군 화산면,0,0,2,1,1,3,0,4,10,17,3,9,34,281,321,280,154,217,287,509,432,334,295,1736
4691033022,전라남도 신안군 자은면 송산리,-,-,-,-,-,-,-,-,-,-,-,-,1,35,31,20,7,10,0,0,1,2,4,15
4691031000,전라남도 신안군 증도면,-,-,-,-,-,-,-,-,-,-,-,-,6,47,117,101,74,146,238,7,13,26,47,699
4691000000,전라남도 신안군,0,0,0,0,0,15,1,8,13,18,15,33,285,1349,1939,1802,1158,1882,857,102,302,628,718,7158
4691036025,전라남도 신안군 흑산면 심리,-,-,-,-,-,-,-,-,-,-,-,-,3,5,0,0,1,0,-,-,-,-,-,-
4691036028,전라남도 신안군 흑산면 오리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,5,1,0,-,-,-,-,-,-
4691036029,전라남도 신안군 흑산면 홍도리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,2,0,0,4,-,-,-,-,-,-
4691036031,전라남도 신안군 흑산면 수리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,1,0,0,-,-,-,-,-,-
4691036032,전라남도 신안군 흑산면 가거도리,-,-,-,-,-,-,-,-,-,-,-,-,9,5,2,0,6,0,-,-,-,-,-,-
4480036029,충청남도 홍성군 결성면 형산리,-,-,-,-,-,-,-,-,-,-,-,-,0,9,13,20,10,7,1,1,15,19,10,33
4480037000,충청남도 홍성군 서부면,0,0,1,1,2,5,-,-,-,-,-,-,25,132,177,187,134,136,113,261,508,438,390,454
4480037022,충청남도 홍성군 서부면 광리,-,-,-,-,-,-,-,-,-,-,-,-,0,14,13,10,9,14,55,91,209,139,122,131
4480037023,충청남도 홍성군 서부면 궁리,-,-,-,-,-,-,-,-,-,-,-,-,10,46,72,76,45,25,45,153,223,223,139,162
2914010600,광주광역시 서구 농성동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,0,0,0,-,-,-,-,-,-
2911011000,광주광역시 동구 산수동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2911011100,광주광역시 동구 지산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4376034027,충청북도 괴산군 칠성면 사은리,-,-,-,-,-,-,0,2,1,0,1,1,10,13,16,13,3,17,0,4,13,5,5,3
4376034028,충청북도 괴산군 칠성면 외사리,-,-,-,-,-,-,-,-,-,-,-,-,3,2,2,2,5,2,9,9,7,5,5,4
4376034029,충청북도 괴산군 칠성면 송동리,0,0,0,0,1,1,0,2,1,1,0,2,17,15,9,9,5,8,3,11,8,8,2,3
4376041032,충청북도 괴산군 불정면 세평리,-,-,-,-,-,-,1,1,0,0,0,0,4,4,3,1,1,2,1,7,14,5,5,9
4376040025,충청북도 괴산군 소수면 소암리,-,-,-,-,-,-,1,0,0,0,0,0,4,16,11,8,5,11,22,29,8,0,0,1
4376040027,충청북도 괴산군 소수면 옥현리,-,-,-,-,-,-,0,1,0,1,0,0,9,12,9,3,1,2,11,22,4,1,0,0
4376040028,충청북도 괴산군 소수면 길선리,-,-,-,-,-,-,0,1,1,0,0,0,2,5,12,6,3,8,5,25,12,4,3,1
4376041021,충청북도 괴산군 불정면 목도리,-,-,-,-,-,-,1,3,0,1,0,1,10,22,7,3,2,3,50,89,11,3,0,1
4376041022,충청북도 괴산군 불정면 창산리,-,-,-,-,-,-,0,0,1,0,1,2,7,10,3,2,2,2,0,6,15,8,4,2
4421031024,충청남도 서산시 인지면 산동리,-,-,-,-,-,-,0,0,0,1,0,0,5,5,7,7,9,58,1,36,39,22,36,197
4421038031,충청남도 서산시 운산면 안호리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,6,1,0,1,2,14,6,4,4,1
4421038032,충청남도 서산시 운산면 용장리,-,-,-,-,-,-,-,-,-,-,-,-,3,5,5,3,4,2,4,22,12,15,3,1
4421038034,충청남도 서산시 운산면 여미리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,11,4,6,11,0,7,11,8,4,2
4421038035,충청남도 서산시 운산면 가좌리,0,0,0,0,0,14,-,-,-,-,-,-,2,7,9,6,2,2,0,16,16,14,7,2
4421038029,충청남도 서산시 운산면 수평리,-,-,-,-,-,-,-,-,-,-,-,-,5,13,9,3,2,7,5,23,7,8,3,3
4421037023,충청남도 서산시 음암면 문양리,-,-,-,-,-,-,0,1,0,0,0,0,0,3,4,3,9,78,0,2,11,23,13,4
4421037025,충청남도 서산시 음암면 부산리,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,10,8,105,1,7,36,63,49,35
4421037026,충청남도 서산시 음암면 상홍리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,10,5,5,62,0,11,16,28,20,32
4421037028,충청남도 서산시 음암면 유계리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,1,0,2,52,1,13,13,18,12,17
4421037029,충청남도 서산시 음암면 성암리,0,0,0,0,2,0,-,-,-,-,-,-,0,2,5,5,6,12,1,2,12,14,5,3
4421038000,충청남도 서산시 운산면,0,0,1,1,3,32,0,3,6,9,4,13,50,170,316,98,58,85,24,249,230,186,83,35
4481025326,충청남도 예산군 삽교읍 목리,0,0,0,0,3,0,0,1,3,0,0,7,6,23,33,19,9,16,3,7,5,5,0,1
4481025327,충청남도 예산군 삽교읍 신리,-,-,-,-,-,-,-,-,-,-,-,-,3,4,10,8,3,3,3,10,11,6,1,1
4481025329,충청남도 예산군 삽교읍 송산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,0,1,2,18,10,4,0,0
4481025331,충청남도 예산군 삽교읍 상하리,0,0,0,0,0,1,0,6,2,6,10,35,7,6,17,7,10,17,1,6,17,11,2,3
4481025332,충청남도 예산군 삽교읍 창정리,0,0,0,1,0,2,0,3,23,19,25,38,0,7,12,8,14,22,0,9,23,22,11,5
4481025334,충청남도 예산군 삽교읍 상성리,-,-,-,-,-,-,0,1,1,3,0,12,1,1,6,8,2,7,3,13,16,10,2,1
4481025335,충청남도 예산군 삽교읍 용동리,2,4,0,0,0,0,1,0,9,6,9,27,0,2,6,7,7,13,7,66,78,40,7,11
4481025336,충청남도 예산군 삽교읍 하포리,0,0,2,1,1,9,-,-,-,-,-,-,0,0,0,0,0,1,1,14,28,24,38,122
4481025337,충청남도 예산군 삽교읍 성리,0,0,1,1,0,2,-,-,-,-,-,-,0,0,0,0,0,1,1,5,27,43,53,52
4481025321,충청남도 예산군 삽교읍 두리,0,0,0,0,0,1,0,0,0,4,5,22,0,3,1,3,2,5,3,13,42,42,15,14
4481033024,충청남도 예산군 광시면 하장대리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,2,2,0,2,1,1,2,2,0,0
4481033026,충청남도 예산군 광시면 구례리,-,-,-,-,-,-,0,0,0,0,0,1,1,6,5,7,2,2,1,5,5,2,1,1
4315038000,충청북도 제천시 송학면,0,0,0,1,1,2,0,7,3,0,0,2,53,64,40,25,14,57,24,121,83,22,43,38
4315038021,충청북도 제천시 송학면 무도리,-,-,-,-,-,-,0,1,0,0,0,0,12,14,7,2,4,6,8,19,8,4,1,7
4315038023,충청북도 제천시 송학면 입석리,-,-,-,-,-,-,0,1,3,0,0,0,3,2,0,0,1,2,2,3,8,1,0,0
4315038024,충청북도 제천시 송학면 시곡리,0,0,0,1,1,0,0,2,0,0,0,2,7,7,7,7,2,7,11,34,26,1,7,4
4476042028,충청남도 부여군 장암면 지토리,1,3,4,6,6,4,83,3,12,0,4,0,1,26,2,11,0,0,92,4,5,9,6,4
4476042030,충청남도 부여군 장암면 북고리,0,1,1,1,1,9,4,0,0,0,0,0,0,1,1,0,0,0,8,6,22,22,9,2
4476043000,충청남도 부여군 세도면,13,32,391,88,102,431,32,8,5,0,2,4,73,22,12,8,9,28,240,84,191,147,106,113
4476043022,충청남도 부여군 세도면 장산리,1,2,1,5,18,17,4,2,0,0,0,0,0,1,1,1,1,2,12,3,14,11,5,7
4415011800,충청남도 공주시 무릉동,-,-,-,-,-,-,26,2,0,0,0,0,8,7,3,1,1,0,4,16,3,0,0,0
4415012000,충청남도 공주시 신관동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,0,1,0,1,1,0,0,0
4415010200,충청남도 공주시 봉황동,-,-,-,-,-,-,0,5,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
4375034021,충청북도 진천군 백곡면 석현리,0,0,0,0,0,1,-,-,-,-,-,-,4,8,6,3,1,1,16,22,4,0,0,0
4375034023,충청북도 진천군 백곡면 성대리,-,-,-,-,-,-,-,-,-,-,-,-,9,9,5,2,2,4,22,61,15,5,2,1
4375034025,충청북도 진천군 백곡면 구수리,1,21,21,7,3,4,-,-,-,-,-,-,4,5,3,2,1,2,11,16,3,0,0,0
4375034026,충청북도 진천군 백곡면 갈월리,0,8,12,16,4,7,0,3,1,0,0,0,3,8,4,1,1,0,8,17,0,0,0,0
4374039028,충청북도 영동군 양산면 누교리,-,-,-,-,-,-,1,2,1,3,1,1,17,4,5,1,1,1,1,6,4,2,1,1
4477036026,충청남도 서천군 시초면 신곡리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,3,4,2,0,24,49,41,10,6
4477036027,충청남도 서천군 시초면 태성리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,1,2,4,35,70,26,10,8
4477036028,충청남도 서천군 시초면 봉선리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,3,1,2,0,8,32,16,5,5
4477036030,충청남도 서천군 시초면 후암리,0,0,0,1,0,4,8,0,0,0,0,0,2,2,3,2,1,2,8,37,11,6,0,0
4477037000,충청남도 서천군 문산면,0,1,2,2,1,12,89,5,1,12,0,0,8,13,12,10,9,16,104,347,129,22,14,2
4477037022,충청남도 서천군 문산면 문장리,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,1,3,2,23,18,1,2,1
4477037023,충청남도 서천군 문산면 북산리,-,-,-,-,-,-,22,0,0,11,0,0,1,3,1,1,1,0,18,32,22,1,1,0
4477037024,충청남도 서천군 문산면 금복리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,2,3,15,58,16,5,1,0
4477037025,충청남도 서천군 문산면 수암리,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,2,4,49,5,4,1,0
4477037027,충청남도 서천군 문산면 구동리,0,0,0,0,0,1,21,3,0,1,0,0,1,2,2,1,1,1,6,54,22,5,0,1
4420000000,충청남도 아산시,1,7,18,27,48,356,113,345,549,584,458,511,176,667,1080,980,797,1025,231,2386,3011,2608,1910,3027
4418034022,충청남도 보령시 청소면 신송리,-,-,-,-,-,-,-,-,-,-,-,-,6,5,8,3,2,4,3,12,28,32,19,32
4418034023,충청남도 보령시 청소면 재정리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,3,2,6,1,12,13,11,8,9
4418040021,충청남도 보령시 성주면 성주리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1,1,2,3,1,0,1
4418040022,충청남도 보령시 성주면 개화리,2,0,1,1,1,5,1,1,1,0,0,1,0,3,4,2,2,7,2,11,9,7,4,2
4418041021,충청남도 보령시 주교면 주교리,-,-,-,-,-,-,0,2,2,1,0,2,2,5,5,3,3,6,1,14,40,31,26,35
4418041023,충청남도 보령시 주교면 송학리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,1,0,11,10,2,10,10,11,14,13
4418041024,충청남도 보령시 주교면 고정리,-,-,-,-,-,-,0,5,0,0,0,0,0,0,1,1,1,3,0,9,8,6,5,11
4418041026,충청남도 보령시 주교면 신대리,-,-,-,-,-,-,-,-,-,-,-,-,3,5,4,3,3,13,1,15,18,7,4,11
4479037025,충청남도 청양군 남양면 대봉리,-,-,-,-,-,-,0,2,0,0,0,0,3,5,9,5,7,14,8,38,32,12,8,6
4479037027,충청남도 청양군 남양면 매곡리,-,-,-,-,-,-,0,1,0,0,0,0,0,0,1,1,10,9,3,11,15,7,7,8
4479037029,충청남도 청양군 남양면 온직리,0,0,0,0,0,3,60,11,17,0,3,8,23,10,8,15,14,30,17,39,2,0,0,1
4479037030,충청남도 청양군 남양면 용두리,0,0,0,0,0,3,15,21,0,0,0,2,8,8,5,7,2,14,31,29,10,2,0,2
4479037032,충청남도 청양군 남양면 봉암리,0,0,5,0,1,13,6,3,3,2,0,0,2,2,11,8,12,12,9,74,32,5,1,5
4479038000,충청남도 청양군 화성면,0,0,1,0,0,8,39,19,19,47,6,46,34,48,56,62,58,171,16,153,173,118,66,127
4479038022,충청남도 청양군 화성면 장계리,-,-,-,-,-,-,2,2,2,1,0,0,1,6,4,9,7,11,0,8,13,8,5,5
4479038024,충청남도 청양군 화성면 농암리,0,0,0,0,0,1,0,1,5,26,5,16,1,9,10,10,11,23,0,2,7,12,6,9
4480033000,충청남도 홍성군 홍동면,0,0,1,1,2,17,0,0,1,2,2,3,10,22,51,65,73,235,58,131,260,297,264,238
4420036031,충청남도 아산시 둔포면 운교리,-,-,-,-,-,-,6,6,16,15,8,5,0,4,7,9,2,8,0,3,15,14,3,2
4420036032,충청남도 아산시 둔포면 석곡리,-,-,-,-,-,-,2,34,38,21,51,40,4,8,12,12,10,4,0,9,11,7,3,1
4420036034,충청남도 아산시 둔포면 신왕리,-,-,-,-,-,-,6,58,77,65,44,25,3,5,8,1,5,7,0,2,13,7,2,2
4420037000,충청남도 아산시 영인면,0,1,3,2,6,107,5,16,39,28,41,50,15,69,109,119,133,129,23,322,282,270,250,589
4420037021,충청남도 아산시 영인면 아산리,-,-,-,-,-,-,0,3,0,2,8,2,3,12,12,6,1,1,0,8,3,3,2,1
4420037023,충청남도 아산시 영인면 신현리,-,-,-,-,-,-,-,-,-,-,-,-,0,7,8,7,11,7,0,6,8,8,9,12
4420037024,충청남도 아산시 영인면 월선리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,8,16,21,13,0,6,7,14,21,60
4420037026,충청남도 아산시 영인면 백석포리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,15,10,6,7,0,1,2,14,34,168
4420037027,충청남도 아산시 영인면 와우리,-,-,-,-,-,-,0,0,17,0,2,0,0,1,5,6,3,2,0,2,2,4,4,12
4420031024,충청남도 아산시 송악면 강당리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,5,5,3,3,1,4,1,1,0,0
4373031026,충청북도 옥천군 동이면 청마리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,5,7,4,9,1,1,0,0,0,0
4373031028,충청북도 옥천군 동이면 석탄리,-,-,-,-,-,-,0,1,0,2,0,0,1,4,6,5,2,3,1,2,1,0,0,0
4373031029,충청북도 옥천군 동이면 남곡리,0,1,0,0,0,0,1,0,2,1,1,2,2,3,3,1,1,2,5,5,2,0,0,0
4373032000,충청북도 옥천군 안남면,0,1,3,3,3,15,1,3,7,6,4,33,9,37,53,47,39,126,7,41,75,79,59,61
4373032021,충청북도 옥천군 안남면 연주리,0,0,0,0,0,5,0,0,0,1,1,2,2,5,9,6,4,6,1,4,4,2,3,2
4373032023,충청북도 옥천군 안남면 지수리,0,0,1,0,2,3,-,-,-,-,-,-,0,2,5,6,6,41,0,2,5,4,4,4
4373025041,충청북도 옥천군 옥천읍 오대리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0,0,1,0,0,0,0
4373035036,충청북도 옥천군 청산면 법화리,-,-,-,-,-,-,-,-,-,-,-,-,4,17,6,3,1,4,0,0,1,1,1,0
4373035037,충청북도 옥천군 청산면 대성리,-,-,-,-,-,-,-,-,-,-,-,-,26,9,5,8,3,2,1,13,13,2,0,0
4373036000,충청북도 옥천군 이원면,0,4,3,1,1,3,17,73,97,94,56,74,51,115,69,40,27,20,6,38,53,21,3,1
4690031021,전라남도 진도군 군내면 나리,-,-,-,-,-,-,-,-,-,-,-,-,3,1,10,14,24,28,0,0,2,4,1,14
4690031022,전라남도 진도군 군내면 녹진리,-,-,-,-,-,-,0,0,2,1,0,1,7,13,29,40,61,81,7,32,27,35,33,285
4690031024,전라남도 진도군 군내면 둔전리,0,0,0,0,0,3,0,1,0,0,0,1,24,34,27,93,58,64,208,24,26,21,24,200
4690031026,전라남도 진도군 군내면 용장리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,3,4,5,0,3,4,1,0,1
4690031027,전라남도 진도군 군내면 송산리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,3,8,0,2,7,4,3,2
4690025026,전라남도 진도군 진도읍 포산리,0,0,0,0,0,2,0,1,0,0,0,3,2,15,18,12,6,17,12,26,41,30,31,288
4690034025,전라남도 진도군 임회면 사령리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,6,5,3,10,0,3,2,0,0,1
4690034026,전라남도 진도군 임회면 석교리,0,0,0,0,0,1,0,0,2,2,0,3,5,6,8,13,13,21,9,35,37,12,7,8
4690034028,전라남도 진도군 임회면 상만리,-,-,-,-,-,-,0,0,0,1,0,1,1,10,31,24,15,14,0,12,29,15,10,9
4690034029,전라남도 진도군 임회면 죽림리,0,0,0,0,0,2,-,-,-,-,-,-,9,30,35,12,3,7,2,12,10,5,4,6
4690034031,전라남도 진도군 임회면 굴포리,-,-,-,-,-,-,-,-,-,-,-,-,1,8,18,20,14,20,5,10,6,7,4,3
4690034032,전라남도 진도군 임회면 남동리,-,-,-,-,-,-,-,-,-,-,-,-,7,15,15,13,4,1,0,1,1,1,1,1
4415034031,충청남도 공주시 반포면 하신리,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,0,0,0,17,27,0,0,0,0
4415033032,충청남도 공주시 계룡면 금대리,0,0,2,1,3,11,-,-,-,-,-,-,0,4,2,0,1,3,66,246,23,6,1,3
4415033033,충청남도 공주시 계룡면 상성리,0,0,1,2,8,11,0,0,0,0,0,2,1,3,2,1,1,0,2,37,88,9,1,1
4183025000,경기도 양평군 양평읍,0,1,4,5,8,39,1,0,8,1,2,1,8,18,18,20,22,75,2,23,66,91,51,67
4183025022,경기도 양평군 양평읍 오빈리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,1,2,0,2,7,11,3,13
4183025023,경기도 양평군 양평읍 신애리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,2,1,1,3,0,1,7,16,10,13
4183025025,경기도 양평군 양평읍 공흥리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,3,1,0,5,4,5,7
4183025026,경기도 양평군 양평읍 백안리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,5,0,2,10,4,2,4
4180035022,경기도 연천군 왕징면 노동리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,1,0,0,0,6,18,2,0,0
4180035024,경기도 연천군 왕징면 강내리,-,-,-,-,-,-,0,0,2,0,0,0,0,1,11,0,0,0,0,3,11,0,0,0
4180035026,경기도 연천군 왕징면 동중리,-,-,-,-,-,-,0,1,2,1,1,1,0,0,5,0,0,0,0,2,5,1,0,0
4180034023,경기도 연천군 미산면 백석리,0,0,1,0,0,0,-,-,-,-,-,-,0,1,4,0,0,0,0,6,5,0,0,0
4421037022,충청남도 서산시 음암면 탑곡리,0,0,0,0,1,14,0,1,1,1,1,3,1,6,4,5,11,146,2,33,43,38,15,5
4421034025,충청남도 서산시 지곡면 중왕리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,12,11,7,21,0,4,18,67,14,37
4421034026,충청남도 서산시 지곡면 도성리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,10,9,20,28,0,6,35,33,20,38
4377025025,충청북도 음성군 음성읍 용산리,0,2,2,4,0,4,5,30,46,43,41,49,26,23,15,11,6,14,0,2,2,0,0,0
4377025027,충청북도 음성군 음성읍 감우리,-,-,-,-,-,-,0,0,1,1,0,1,5,8,5,2,1,2,-,-,-,-,-,-
