stdg_Cd,bjd_Nm,acid_Fachs1_Area,acid_Fachs2_Area,acid_Fachs3_Area,acid_Fachs4_Area,acid_Fachs5_Area,acid_Fachs6_Area,acid_Fruit1_Area,acid_Fruit2_Area,acid_Fruit3_Area,acid_Fruit4_Area,acid_Fruit5_Area,acid_Fruit6_Area,acid_Pfld1_Area,acid_Pfld2_Area,acid_Pfld3_Area,acid_Pfld4_Area,acid_Pfld5_Area,acid_Pfld6_Area,acid_Rfld1_Area,acid_Rfld2_Area,acid_Rfld3_Area,acid_Rfld4_Area,acid_Rfld5_Area,acid_Rfld6_Area
4687032026,전라남도 영광군 묘량면 삼학리,-,-,-,-,-,-,-,-,-,-,-,-,0,11,13,9,16,14,1,3,57,40,34,21
4687032027,전라남도 영광군 묘량면 월암리,-,-,-,-,-,-,1,0,2,0,1,0,19,14,1,13,13,2,1,0,23,43,45,17
4687033000,전라남도 영광군 불갑면,0,0,0,0,0,1,1,19,9,9,8,8,18,47,71,99,81,39,10,6,91,310,205,63
4687033021,전라남도 영광군 불갑면 순용리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,10,6,7,1,1,3,17,58,45,18
4687033023,전라남도 영광군 불갑면 금계리,-,-,-,-,-,-,1,16,6,6,1,7,0,2,2,2,8,3,0,1,6,12,12,6
4687033025,전라남도 영광군 불갑면 자비리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,6,13,11,6,1,0,15,24,11,3
4715042021,경상북도 김천시 지례면 교리,-,-,-,-,-,-,0,0,2,0,2,0,0,1,0,1,0,0,-,-,-,-,-,-
4715036030,경상북도 김천시 어모면 도암리,0,0,0,1,2,2,1,2,3,5,16,38,2,2,2,2,1,2,0,0,1,2,1,3
4715035029,경상북도 김천시 감문면 금곡리,0,0,0,1,2,6,0,0,0,1,3,5,1,0,0,3,6,2,0,0,1,4,3,2
4715035030,경상북도 김천시 감문면 삼성리,0,0,0,3,2,12,0,1,1,2,5,15,0,0,1,7,14,9,0,2,9,7,5,3
4715035032,경상북도 김천시 감문면 덕남리,0,0,0,0,1,3,2,2,2,7,11,19,0,0,0,4,14,3,0,2,4,5,8,5
4715035033,경상북도 김천시 감문면 태촌리,0,0,0,1,1,17,2,2,3,4,4,9,0,0,1,4,9,12,0,5,18,33,30,12
4715040000,경상북도 김천시 조마면,1,5,5,7,12,24,3,10,15,29,48,114,1,13,25,28,43,52,0,1,16,77,15,10
4611015700,전라남도 목포시 죽교동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
4611015900,전라남도 목포시 용해동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1
4611016100,전라남도 목포시 달동,-,-,-,-,-,-,-,-,-,-,-,-,2,11,25,19,57,72,0,0,0,0,2,3
4611016200,전라남도 목포시 율도동,-,-,-,-,-,-,-,-,-,-,-,-,3,2,11,17,18,30,0,0,1,1,1,3
4611016300,전라남도 목포시 대양동,-,-,-,-,-,-,-,-,-,-,-,-,8,24,14,18,27,15,0,0,0,0,1,1
4613014900,전라남도 여수시 신덕동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,2,1,0,1,3,2,1,0
4682036027,전라남도 해남군 북일면 방산리,0,0,0,0,2,5,0,2,2,3,4,3,4,10,5,10,6,17,10,6,18,34,37,67
4682041032,전라남도 해남군 산이면 부동리,0,0,0,0,0,1,0,2,1,2,3,3,10,52,54,49,89,108,6,2,12,7,7,9
4682041033,전라남도 해남군 산이면 금호리,-,-,-,-,-,-,-,-,-,-,-,-,0,11,18,17,30,64,29,3,19,22,44,106
4682042000,전라남도 해남군 문내면,0,0,1,1,3,12,2,1,0,2,2,14,31,118,198,204,292,1038,63,24,232,305,369,1463
4682042022,전라남도 해남군 문내면 석교리,-,-,-,-,-,-,0,0,0,0,0,9,11,21,32,25,42,93,8,7,46,67,55,102
4682042023,전라남도 해남군 문내면 동외리,-,-,-,-,-,-,-,-,-,-,-,-,1,8,13,16,29,52,3,1,11,6,7,42
4682042025,전라남도 해남군 문내면 학동리,-,-,-,-,-,-,-,-,-,-,-,-,2,10,30,16,22,161,5,4,13,26,19,90
4682042027,전라남도 해남군 문내면 예락리,0,0,1,1,2,10,-,-,-,-,-,-,4,17,34,38,44,135,7,1,10,23,50,161
4682042028,전라남도 해남군 문내면 난대리,-,-,-,-,-,-,-,-,-,-,-,-,1,5,7,8,14,46,6,1,24,32,48,111
4682042029,전라남도 해남군 문내면 충평리,-,-,-,-,-,-,-,-,-,-,-,-,2,9,15,13,16,35,3,1,12,13,12,11
4682042030,전라남도 해남군 문내면 무고리,-,-,-,-,-,-,-,-,-,-,-,-,4,9,16,17,18,26,10,2,46,36,37,97
4682036023,전라남도 해남군 북일면 신월리,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,5,4,8,5,6,13,16,19,10
3171036025,울산광역시 울주군 두동면 이전리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,1,3,3,4,7,5,1
4380036032,충청북도 단양군 단성면 회산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,3,3,-,-,-,-,-,-
4380036033,충청북도 단양군 단성면 가산리,-,-,-,-,-,-,0,0,1,3,0,2,1,5,9,9,11,18,0,0,2,5,2,1
4380036034,충청북도 단양군 단성면 대잠리,-,-,-,-,-,-,0,0,0,2,1,3,0,1,0,4,5,3,-,-,-,-,-,-
4400000000,충청남도,570,649,1777,2336,4857,5811,4140,14945,6048,23155,2992,8183,4223,7720,10276,11048,12418,15584,8679,6808,37745,51126,45784,31963
4615011300,전라남도 순천시 덕암동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4672025031,전라남도 곡성군 곡성읍 동산리,0,2,3,4,2,3,-,-,-,-,-,-,0,0,4,5,3,0,0,1,20,27,10,0
4672025033,전라남도 곡성군 곡성읍 신기리,0,0,0,1,0,0,0,0,2,1,1,4,1,4,16,20,18,6,2,12,108,103,83,28
4672031000,전라남도 곡성군 오곡면,0,2,6,17,12,11,36,158,230,71,106,47,114,253,47,47,110,25,0,57,289,207,126,44
4672031021,전라남도 곡성군 오곡면 오지리,0,1,5,12,11,9,3,8,12,10,13,9,1,0,3,3,11,1,0,25,125,56,55,14
4672031022,전라남도 곡성군 오곡면 덕산리,-,-,-,-,-,-,0,0,0,0,1,4,0,0,1,1,1,2,0,6,7,10,8,1
4672031024,전라남도 곡성군 오곡면 송정리,0,0,0,1,0,0,0,8,1,2,1,0,0,8,1,15,0,1,0,0,6,4,1,0
4672031025,전라남도 곡성군 오곡면 봉조리,-,-,-,-,-,-,0,63,30,23,50,1,0,26,33,10,33,14,0,1,29,17,2,0
4672031027,전라남도 곡성군 오곡면 명산리,-,-,-,-,-,-,0,12,14,12,0,2,-,-,-,-,-,-,0,0,2,4,5,4
4672031028,전라남도 곡성군 오곡면 승법리,0,1,1,2,1,3,0,2,1,1,1,0,0,1,1,0,0,1,0,14,42,37,34,19
4672035033,전라남도 곡성군 죽곡면 용정리,-,-,-,-,-,-,3,10,34,2,20,0,0,0,5,1,1,0,0,0,5,12,6,1
4672040024,전라남도 곡성군 오산면 조양리,-,-,-,-,-,-,0,2,1,0,1,0,4,18,8,8,22,2,0,2,43,13,4,3
4671034000,전라남도 담양군 창평면,0,6,5,19,13,27,0,7,4,15,11,8,0,5,22,64,56,73,21,30,357,469,339,68
4672038031,전라남도 곡성군 입면 삼오리,0,0,0,1,1,1,0,0,2,5,10,16,0,5,41,7,9,10,1,10,48,20,11,4
4785033043,경상북도 칠곡군 가산면 학하리,-,-,-,-,-,-,0,0,0,0,2,1,1,1,1,1,1,2,0,1,9,3,1,0
4686000000,전라남도 함평군,2,5,13,24,40,77,0,27,29,55,48,83,211,588,994,1177,1054,1074,51,315,1355,2740,2671,1461
4686032000,전라남도 함평군 신광면,0,1,1,3,8,12,0,5,1,26,1,5,41,102,175,249,101,102,4,9,134,348,231,111
4686032021,전라남도 함평군 신광면 보여리,-,-,-,-,-,-,-,-,-,-,-,-,6,2,5,5,4,10,0,0,0,22,18,2
4686032022,전라남도 함평군 신광면 송사리,-,-,-,-,-,-,-,-,-,-,-,-,6,7,11,5,8,8,0,2,18,13,8,6
4139013100,경기도 시흥시 월곶동,0,0,0,0,0,1,0,0,0,1,2,3,0,0,0,0,0,3,5,13,43,44,31,36
4139013200,경기도 시흥시 정왕동,0,0,0,0,0,5,0,2,28,11,4,13,0,0,1,0,0,15,2,5,32,27,26,7
4711111200,경상북도 포항시남구 인덕동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4711111600,경상북도 포항시남구 대잠동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4711111700,경상북도 포항시남구 이동,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,0,1,0,0,0,0
4711125327,경상북도 포항시남구 연일읍 학전리,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,0,0,1,1,4,2,1,0,0
4711125328,경상북도 포항시남구 연일읍 달전리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,0,0,0
4711125331,경상북도 포항시남구 연일읍 택전리,0,0,1,1,1,7,-,-,-,-,-,-,1,28,2,2,2,7,0,0,3,3,2,1
4711125333,경상북도 포항시남구 연일읍 우복리,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,2,1,0,0,0,1,1,1,2
4711125600,경상북도 포항시남구 오천읍,0,1,3,2,8,12,0,4,0,1,10,5,5,33,20,41,43,21,2,25,30,29,20,6
4711125622,경상북도 포항시남구 오천읍 문덕리,-,-,-,-,-,-,-,-,-,-,-,-,4,1,0,1,0,2,1,18,10,1,3,4
4121010700,경기도 광명시 가학동,0,0,0,0,1,4,-,-,-,-,-,-,0,1,7,8,9,35,0,0,0,0,0,1
4121010800,경기도 광명시 옥길동,1,0,0,1,0,0,-,-,-,-,-,-,0,0,0,0,0,6,0,0,0,0,0,1
4122031030,경기도 평택시 진위면 견산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,3,2,2,0,0,3,6,3,3
4122031032,경기도 평택시 진위면 신리,0,1,8,6,9,12,0,1,0,0,2,2,4,9,14,19,16,4,0,0,0,2,1,0
4122032000,경기도 평택시 서탄면,0,3,4,10,16,27,2,7,1,2,5,21,34,46,38,46,46,59,1,14,134,220,207,93
4122032022,경기도 평택시 서탄면 사리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,5,5,6,7,0,0,1,2,1,0
4122032023,경기도 평택시 서탄면 수월암리,-,-,-,-,-,-,0,0,0,1,3,16,24,25,12,17,10,18,0,3,6,3,3,1
4122032025,경기도 평택시 서탄면 마두리,0,1,0,1,2,5,1,7,1,1,2,3,5,9,6,5,6,11,1,2,16,45,59,35
4122032026,경기도 평택시 서탄면 회화리,0,1,0,3,6,7,-,-,-,-,-,-,0,0,1,2,2,2,0,2,43,76,62,26
4122032028,경기도 평택시 서탄면 장등리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,2,1,-,-,-,-,-,-
4476025021,충청남도 부여군 부여읍 송곡리,0,0,1,0,2,3,8,6,0,12,3,0,0,0,1,0,0,0,5,1,3,6,5,1
4677031023,전라남도 고흥군 풍양면 보천리,-,-,-,-,-,-,0,2,8,12,7,5,1,3,5,4,5,4,1,2,12,22,33,108
4677031024,전라남도 고흥군 풍양면 당두리,-,-,-,-,-,-,0,1,4,7,5,5,2,6,3,7,4,11,0,2,23,35,66,81
4677031026,전라남도 고흥군 풍양면 한동리,-,-,-,-,-,-,2,8,14,35,20,13,1,4,6,8,12,18,0,1,2,3,2,3
4139013400,경기도 시흥시 무지내동,0,0,0,1,1,4,-,-,-,-,-,-,1,1,2,1,2,3,1,0,0,0,0,0
4141000000,경기도 군포시,0,0,0,1,1,3,0,0,0,0,0,1,8,14,22,20,21,32,0,0,2,3,2,2
4141010100,경기도 군포시 당동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4141010300,경기도 군포시 부곡동,-,-,-,-,-,-,-,-,-,-,-,-,1,5,6,3,4,4,0,0,0,1,0,0
4141010600,경기도 군포시 둔대동,0,0,0,1,1,1,0,0,0,0,0,1,1,1,3,4,6,10,0,0,0,1,1,1
4141010700,경기도 군포시 속달동,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,6,4,4,-,-,-,-,-,-
4141010800,경기도 군포시 대야미동,-,-,-,-,-,-,-,-,-,-,-,-,4,2,5,2,2,5,-,-,-,-,-,-
4122011300,경기도 평택시 평택동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,0
4122011400,경기도 평택시 통복동,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,4,2,1
4122011500,경기도 평택시 군문동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1,0,0,3,2,2,0
4122011700,경기도 평택시 합정동,-,-,-,-,-,-,2,2,1,1,2,2,0,0,0,0,0,1,0,0,19,47,40,12
4122011800,경기도 평택시 비전동,-,-,-,-,-,-,1,0,0,1,3,3,0,0,0,0,0,1,0,0,2,4,0,1
4122012000,경기도 평택시 세교동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,1,1
4122012100,경기도 평택시 지제동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,2,0,0,1,18,14,13,6
4476036021,충청남도 부여군 홍산면 토정리,1,0,1,1,2,2,3,2,0,0,2,0,0,2,4,6,13,6,6,0,1,8,6,2
4476036023,충청남도 부여군 홍산면 북촌리,0,2,2,7,12,10,-,-,-,-,-,-,0,0,3,5,9,4,11,1,3,10,21,6
4476036024,충청남도 부여군 홍산면 남촌리,0,1,4,4,19,18,-,-,-,-,-,-,0,0,1,5,10,4,12,1,4,11,16,6
4613031022,전라남도 여수시 소라면 죽림리,-,-,-,-,-,-,-,-,-,-,-,-,2,7,13,11,17,6,0,5,36,30,19,11
4613031023,전라남도 여수시 소라면 관기리,0,0,1,1,0,0,-,-,-,-,-,-,8,28,25,17,17,6,16,45,85,64,36,23
4613031025,전라남도 여수시 소라면 복산리,-,-,-,-,-,-,-,-,-,-,-,-,21,50,23,26,39,28,1,60,72,51,25,22
4613031026,전라남도 여수시 소라면 사곡리,-,-,-,-,-,-,0,0,0,0,0,1,12,29,11,18,18,24,5,7,10,9,4,1
4613031028,전라남도 여수시 소라면 대포리,0,0,0,2,3,0,0,0,1,0,1,0,12,13,11,13,15,7,10,39,34,42,50,135
4613032000,전라남도 여수시 율촌면,0,1,3,4,3,1,0,0,0,3,7,2,56,119,107,76,71,56,17,93,231,240,140,149
4613032022,전라남도 여수시 율촌면 월산리,-,-,-,-,-,-,0,0,0,0,2,0,4,11,8,6,10,8,2,29,21,18,9,3
4613032023,전라남도 여수시 율촌면 산수리,0,0,3,4,3,1,0,0,0,0,1,0,9,18,10,9,5,2,0,7,34,23,12,6
4613032025,전라남도 여수시 율촌면 봉전리,-,-,-,-,-,-,-,-,-,-,-,-,5,12,15,9,8,10,0,2,9,17,21,30
4613032026,전라남도 여수시 율촌면 반월리,-,-,-,-,-,-,-,-,-,-,-,-,4,12,10,6,7,4,2,7,20,16,10,5
4613032028,전라남도 여수시 율촌면 신풍리,-,-,-,-,-,-,0,0,0,0,1,0,4,7,3,6,5,1,6,10,13,21,20,38
4615011500,전라남도 순천시 풍덕동,0,0,0,0,1,0,-,-,-,-,-,-,0,0,0,3,4,3,0,0,5,12,7,2
4682043029,전라남도 해남군 화원면 후산리,-,-,-,-,-,-,-,-,-,-,-,-,2,8,22,30,27,38,6,3,10,15,15,23
4682043030,전라남도 해남군 화원면 인지리,-,-,-,-,-,-,-,-,-,-,-,-,6,24,23,23,21,35,2,0,1,3,6,3
4682043032,전라남도 해남군 화원면 화봉리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,15,10,13,24,3,0,1,2,4,4
4682043033,전라남도 해남군 화원면 산호리,-,-,-,-,-,-,3,46,37,18,12,0,2,10,11,14,21,46,10,2,12,23,34,37
4682043035,전라남도 해남군 화원면 성산리,-,-,-,-,-,-,0,0,1,0,0,6,4,14,22,28,20,66,3,5,17,18,26,60
4683000000,전라남도 영암군,28,89,132,113,156,175,53,181,241,260,410,830,536,1658,1258,929,980,896,407,1050,2931,5380,4478,4336
4682043022,전라남도 해남군 화원면 금평리,-,-,-,-,-,-,-,-,-,-,-,-,1,8,17,11,11,25,3,0,3,4,2,1
4683031026,전라남도 영암군 덕진면 용산리,-,-,-,-,-,-,1,0,0,0,0,0,3,8,7,4,2,4,7,6,13,31,56,27
4683031028,전라남도 영암군 덕진면 금강리,0,0,0,2,4,0,2,2,2,8,11,25,7,11,6,6,13,8,29,3,30,51,110,38
4482531000,충청남도 태안군 고남면,0,0,0,0,1,0,-,-,-,-,-,-,12,43,65,62,131,246,7,33,128,268,403,473
4482525026,충청남도 태안군 태안읍 반곡리,-,-,-,-,-,-,-,-,-,-,-,-,3,16,26,19,20,29,0,6,37,57,50,56
4615025024,전라남도 순천시 승주읍 봉덕리,-,-,-,-,-,-,0,2,4,4,0,0,2,4,3,12,6,5,0,4,6,4,1,0
4615025025,전라남도 순천시 승주읍 평중리,-,-,-,-,-,-,0,10,0,11,0,0,0,1,10,16,10,16,0,3,2,2,5,0
4615025027,전라남도 순천시 승주읍 도정리,0,0,0,0,3,0,0,14,13,14,5,1,2,27,28,39,53,26,0,10,18,12,6,1
4615025028,전라남도 순천시 승주읍 월계리,-,-,-,-,-,-,2,80,71,15,10,0,3,10,24,17,19,13,0,2,17,5,4,2
4615025030,전라남도 순천시 승주읍 신성리,-,-,-,-,-,-,11,107,39,24,5,0,1,21,22,21,12,4,0,1,8,9,4,1
4615025031,전라남도 순천시 승주읍 신학리,-,-,-,-,-,-,1,11,0,1,1,2,11,11,19,16,12,12,0,3,5,9,6,3
4615025033,전라남도 순천시 승주읍 유평리,-,-,-,-,-,-,2,1,0,1,0,2,0,0,3,2,1,4,-,-,-,-,-,-
4615031000,전라남도 순천시 해룡면,0,0,0,1,0,1,5,13,6,4,7,6,1,6,9,12,15,53,28,63,161,273,352,235
4615031021,전라남도 순천시 해룡면 복성리,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2,1
4615033028,전라남도 순천시 황전면 내구리,0,0,0,0,2,2,6,10,4,5,5,1,0,9,10,6,3,1,0,1,9,10,5,1
4615033029,전라남도 순천시 황전면 봉덕리,0,0,0,1,0,1,1,0,7,9,1,0,1,8,7,21,7,2,0,1,6,4,3,1
4615012100,전라남도 순천시 중앙동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4683033028,전라남도 영암군 신북면 명동리,-,-,-,-,-,-,0,0,7,0,2,2,14,20,14,7,15,11,1,23,18,40,9,12
4683033029,전라남도 영암군 신북면 이천리,0,0,0,0,0,1,0,1,5,7,9,44,19,35,21,2,10,8,2,5,26,17,7,5
4683033031,전라남도 영암군 신북면 행정리,1,7,13,10,7,17,4,1,4,6,16,35,2,17,8,7,9,9,0,10,26,26,14,4
4683033032,전라남도 영암군 신북면 월지리,0,13,45,17,10,4,0,0,2,2,9,10,4,45,33,24,24,7,0,5,17,19,25,10
4683036030,전라남도 영암군 군서면 월곡리,-,-,-,-,-,-,3,3,8,9,6,13,0,16,10,13,12,6,0,9,42,74,41,14
4683035024,전라남도 영암군 도포면 도포리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,2,0,2,14,24,21,50,35
4683035025,전라남도 영암군 도포면 구학리,2,15,5,10,12,24,0,0,2,3,6,38,12,61,49,30,33,17,1,8,18,29,40,11
4683033033,전라남도 영암군 신북면 용산리,0,0,0,0,0,1,0,0,0,1,0,1,7,8,2,1,1,2,1,6,14,27,13,11
4683032028,전라남도 영암군 금정면 연소리,-,-,-,-,-,-,0,1,4,6,0,2,0,3,3,1,27,1,0,1,3,10,5,0
4673031000,전라남도 구례군 문척면,1,4,8,26,32,17,136,267,235,184,141,140,149,236,160,77,88,50,7,13,94,206,124,40
4673031021,전라남도 구례군 문척면 월전리,1,3,8,26,30,16,12,24,42,39,22,16,6,36,21,20,26,23,3,8,56,108,69,25
4673031023,전라남도 구례군 문척면 금정리,0,0,0,0,1,1,33,47,42,30,30,20,99,91,60,27,37,9,2,3,17,36,32,11
4673031024,전라남도 구례군 문척면 중산리,-,-,-,-,-,-,88,193,141,96,78,99,39,92,61,17,13,5,0,0,2,12,3,2
4673025000,전라남도 구례군 구례읍,0,2,4,15,37,30,302,364,423,110,63,45,22,63,124,55,44,53,13,21,195,271,209,90
4673025021,전라남도 구례군 구례읍 봉동리,0,1,1,9,13,12,0,0,1,1,1,0,1,1,3,1,2,1,0,0,19,16,8,4
4673025022,전라남도 구례군 구례읍 봉남리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,3,0
4673025023,전라남도 구례군 구례읍 백련리,0,0,0,1,1,1,2,1,1,3,1,0,0,1,1,1,2,1,2,1,28,41,20,10
4688040022,전라남도 장성군 북하면 대악리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,9,30,18,3,1,0,2,6,8,9
4688040024,전라남도 장성군 북하면 용두리,-,-,-,-,-,-,0,1,0,1,1,1,0,1,3,10,3,3,1,0,6,11,7,0
4688040025,전라남도 장성군 북하면 약수리,-,-,-,-,-,-,0,0,0,0,1,0,0,0,62,22,1,60,-,-,-,-,-,-
4688040027,전라남도 장성군 북하면 성암리,-,-,-,-,-,-,0,1,1,3,3,4,0,0,15,41,7,4,5,32,4,5,0,0
4688040029,전라남도 장성군 북하면 덕재리,-,-,-,-,-,-,0,0,0,1,0,0,0,0,16,6,3,0,-,-,-,-,-,-
4125011000,경기도 동두천시 하봉암동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,4,2,1
4125011200,경기도 동두천시 상패동,0,0,2,2,2,5,-,-,-,-,-,-,0,2,8,10,16,45,0,0,0,1,1,1
4122033028,경기도 평택시 고덕면 방축리,-,-,-,-,-,-,1,7,3,1,2,2,1,4,4,1,6,6,0,0,6,13,10,5
4122033029,경기도 평택시 고덕면 여염리,0,0,0,0,0,2,-,-,-,-,-,-,1,3,4,8,9,315,0,0,0,2,1,1
4122033031,경기도 평택시 고덕면 좌교리,-,-,-,-,-,-,0,0,2,0,0,0,5,6,4,4,2,2,0,0,0,7,6,1
4122034000,경기도 평택시 오성면,1,3,1,0,3,17,2,3,4,5,2,2,1,2,6,12,13,28,2,29,200,173,165,140
4122034022,경기도 평택시 오성면 교포리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,2,0,4,15,8,11,14
4122034024,경기도 평택시 오성면 안화리,-,-,-,-,-,-,1,0,0,1,1,0,0,0,0,0,0,1,1,6,45,34,23,12
4122034025,경기도 평택시 오성면 양교리,-,-,-,-,-,-,0,1,1,1,0,1,0,1,2,5,7,14,1,3,14,16,21,14
4688031021,전라남도 장성군 진원면 율곡리,-,-,-,-,-,-,1,0,2,0,3,2,1,9,10,3,2,2,1,1,6,12,8,1
4688031023,전라남도 장성군 진원면 선적리,0,0,0,0,0,1,0,0,1,2,1,0,1,30,6,11,7,1,1,3,9,19,7,0
4688031024,전라남도 장성군 진원면 학전리,0,0,4,6,15,7,0,1,1,1,0,0,2,3,5,6,6,3,2,4,15,39,13,5
4688031026,전라남도 장성군 진원면 산동리,0,1,1,1,4,3,1,2,1,4,2,2,2,8,13,6,3,1,2,6,13,49,27,3
4687035031,전라남도 영광군 군남면 월흥리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,16,24,12,7,0,25,101,116,87,38
4687034027,전라남도 영광군 군서면 매산리,1,1,0,1,1,0,-,-,-,-,-,-,1,20,29,14,5,2,2,3,61,26,18,36
4687034028,전라남도 영광군 군서면 덕산리,-,-,-,-,-,-,-,-,-,-,-,-,0,12,23,13,7,1,2,17,55,30,6,3
4687034029,전라남도 영광군 군서면 남계리,-,-,-,-,-,-,0,0,0,0,4,0,1,26,31,49,15,1,1,14,20,20,4,2
4687034030,전라남도 영광군 군서면 만곡리,0,0,0,0,0,1,0,1,5,7,3,6,18,110,98,124,72,79,1,0,30,40,15,2
4677025324,전라남도 고흥군 도양읍 봉암리,0,0,1,0,0,0,1,1,4,2,5,5,0,2,5,20,41,43,1,2,7,25,33,75
4677025000,전라남도 고흥군 고흥읍,0,1,1,4,7,8,16,36,59,53,53,47,3,5,36,71,102,137,17,20,59,62,163,579
4476036025,충청남도 부여군 홍산면 홍양리,0,2,0,4,14,18,0,2,0,0,1,0,0,2,6,6,7,3,6,0,3,3,4,1
4476036027,충청남도 부여군 홍산면 교원리,0,1,0,0,1,2,2,2,1,3,2,2,0,1,1,2,2,2,8,0,1,6,5,1
4476036028,충청남도 부여군 홍산면 조현리,0,0,1,1,1,3,0,8,2,5,5,0,0,0,4,4,6,3,5,0,1,8,11,4
4476036030,충청남도 부여군 홍산면 무정리,0,1,1,2,3,1,11,17,20,11,2,4,1,3,3,6,2,1,13,0,2,12,8,3
4476041022,충청남도 부여군 임천면 가신리,0,0,0,0,1,1,1,7,2,0,0,0,2,1,1,1,1,1,63,0,16,24,15,5
4476041023,충청남도 부여군 임천면 구교리,0,0,1,1,2,0,3,0,0,0,0,0,0,0,1,2,2,6,11,1,8,32,31,14
4476041025,충청남도 부여군 임천면 비정리,1,1,4,2,4,4,5,0,0,0,0,0,0,0,1,1,1,1,27,0,6,9,18,12
4476041026,충청남도 부여군 임천면 발산리,1,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,1,38,0,10,12,29,23
4686031028,전라남도 함평군 손불면 죽암리,-,-,-,-,-,-,-,-,-,-,-,-,7,10,11,12,9,9,0,1,19,39,36,22
4686031029,전라남도 함평군 손불면 궁산리,-,-,-,-,-,-,0,0,0,1,1,0,1,16,20,24,31,23,0,3,24,44,46,39
4686025028,전라남도 함평군 함평읍 장교리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,2,8,6,1,4,20,28,26,15
4687033033,전라남도 영광군 불갑면 생곡리,-,-,-,-,-,-,-,-,-,-,-,-,5,9,3,4,11,1,1,0,7,17,20,5
4687034021,전라남도 영광군 군서면 보라리,-,-,-,-,-,-,0,0,5,0,2,0,1,23,26,38,6,1,1,1,9,13,15,10
4687034022,전라남도 영광군 군서면 남죽리,-,-,-,-,-,-,-,-,-,-,-,-,0,19,17,15,5,0,1,6,40,56,55,18
4687034024,전라남도 영광군 군서면 만금리,-,-,-,-,-,-,0,2,0,0,0,0,2,28,26,21,4,1,2,3,21,17,12,15
4687034025,전라남도 영광군 군서면 송학리,-,-,-,-,-,-,-,-,-,-,-,-,1,36,31,30,8,7,2,0,14,26,8,12
4122025045,경기도 평택시 팽성읍 송화리,-,-,-,-,-,-,-,-,-,-,-,-,7,26,44,26,28,52,0,1,12,23,20,11
4122031000,경기도 평택시 진위면,2,4,18,24,34,79,1,1,1,0,4,20,23,57,88,96,114,45,0,1,32,53,32,20
4122031021,경기도 평택시 진위면 봉남리,0,0,0,0,0,1,-,-,-,-,-,-,1,2,3,2,1,0,0,0,1,2,2,0
4615037026,전라남도 순천시 외서면 반용리,0,0,0,4,0,0,-,-,-,-,-,-,0,4,12,26,10,3,0,0,6,8,1,1
4615037028,전라남도 순천시 외서면 장산리,0,0,0,1,0,0,17,106,4,0,1,0,0,14,5,10,11,2,1,3,4,5,2,1
4615038000,전라남도 순천시 낙안면,0,1,2,12,27,36,88,341,182,125,83,98,52,189,164,108,114,83,4,52,161,253,177,70
