acid_Fachs1_Area,acid_Fachs2_Area,acid_Fachs3_Area,acid_Fachs4_Area,acid_Fachs5_Area,acid_Fachs6_Area,acid_Fruit1_Area,acid_Fruit2_Area,acid_Fruit3_Area,acid_Fruit4_Area,acid_Fruit5_Area,acid_Fruit6_Area,acid_Pfld1_Area,acid_Pfld2_Area,acid_Pfld3_Area,acid_Pfld4_Area,acid_Pfld5_Area,acid_Pfld6_Area,acid_Rfld1_Area,acid_Rfld2_Area,acid_Rfld3_Area,acid_Rfld4_Area,acid_Rfld5_Area,acid_Rfld6_Area,bjd_Nm,stdg_Cd
-,-,-,-,-,-,0,0,0,1,3,11,3,11,9,19,45,65,0,0,23,80,80,37,충청북도 제천시 백운면 방학리,4315036026
0,2,4,10,13,13,2,2,1,1,1,2,6,10,17,18,15,22,9,23,26,14,2,2,충청남도 금산군 추부면 요광리,4471039027
0,0,2,4,3,6,4,4,4,8,8,6,5,8,11,12,14,13,2,19,32,15,9,9,충청남도 금산군 추부면 신평리,4471039028
0,0,0,0,1,1,2,4,6,1,2,1,9,13,15,13,12,6,4,20,13,7,2,0,충청남도 금산군 추부면 서대리,4471039030
-,-,-,-,-,-,0,1,1,3,4,10,18,12,10,3,2,1,0,0,0,0,1,0,충청북도 보은군 회남면 금곡리,4372037022
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,충청북도 보은군 회남면 용호리,4372037024
-,-,-,-,-,-,-,-,-,-,-,-,1,22,1,2,2,2,-,-,-,-,-,-,충청북도 보은군 회남면 은운리,4372037025
-,-,-,-,-,-,-,-,-,-,-,-,0,3,2,1,1,1,-,-,-,-,-,-,충청북도 보은군 회남면 법수리,4372037027
-,-,-,-,-,-,0,0,0,0,1,1,11,17,4,4,2,2,-,-,-,-,-,-,충청북도 보은군 회남면 거교리,4372037029
-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,2,1,0,-,-,-,-,-,-,충청북도 보은군 회남면 산수리,4372037033
-,-,-,-,-,-,0,1,1,0,1,1,0,3,1,1,1,0,-,-,-,-,-,-,충청북도 보은군 회남면 사음리,4372037037
-,-,-,-,-,-,-,-,-,-,-,-,0,6,3,1,2,0,-,-,-,-,-,-,충청북도 보은군 회남면 신곡리,4372037021
-,-,-,-,-,-,0,0,0,2,0,0,0,2,5,5,11,27,0,2,6,11,4,0,충청북도 영동군 영동읍 심원리,4374025032
-,-,-,-,-,-,0,0,0,1,0,1,0,1,5,7,10,24,0,0,2,7,9,4,충청북도 영동군 영동읍 봉현리,4374025033
-,-,-,-,-,-,0,0,2,5,3,11,0,6,26,27,27,36,-,-,-,-,-,-,충청북도 영동군 영동읍 가리,4374025035
-,-,-,-,-,-,0,0,1,4,3,8,2,5,6,8,13,18,0,0,1,0,0,0,충청북도 영동군 영동읍 임계리,4374025036
-,-,-,-,-,-,0,0,0,0,0,1,0,1,3,2,1,4,0,3,10,7,4,4,충청북도 영동군 용산면 구촌리,4374031021
-,-,-,-,-,-,1,1,1,2,5,8,0,1,8,5,9,12,0,0,3,1,2,1,충청북도 영동군 학산면 범화리,4374038029
-,-,-,-,-,-,0,1,1,0,1,2,1,2,1,1,0,2,0,0,1,1,0,0,충청북도 영동군 상촌면 흥덕리,4374035029
-,-,-,-,-,-,0,9,11,2,4,4,2,3,19,10,1,4,0,0,2,1,0,0,충청북도 영동군 상촌면 궁촌리,4374035030
-,-,-,-,-,-,17,29,60,77,101,249,8,48,82,98,168,530,3,15,32,31,18,8,충청북도 영동군 양강면,4374036000
-,-,-,-,-,-,5,7,15,17,22,33,0,5,11,12,17,61,0,2,4,4,2,1,충청북도 영동군 양강면 괴목리,4374036021
-,-,-,-,-,-,0,2,2,5,4,13,0,2,4,8,18,40,0,0,2,3,2,0,충청북도 영동군 양강면 양정리,4374036023
0,1,3,5,7,19,0,0,0,1,13,8,31,7,7,16,13,16,1,2,14,35,30,8,충청남도 보령시 웅천읍 성동리,4418025024
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,3,2,2,충청남도 보령시 웅천읍 대천리,4418025025
-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,2,3,1,0,0,1,1,1,1,충청남도 보령시 오천면 효자도리,4418032026
-,-,-,-,-,-,-,-,-,-,-,-,7,14,6,11,6,5,0,0,1,3,14,6,충청남도 보령시 오천면 원산도리,4418032027
-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,4,2,16,0,0,0,4,8,8,충청남도 보령시 오천면 삽시도리,4418032028
0,0,1,0,1,0,-,-,-,-,-,-,3,4,5,11,19,24,31,5,11,12,21,14,충청남도 보령시 천북면 하만리,4418033021
-,-,-,-,-,-,-,-,-,-,-,-,1,5,2,9,14,13,31,3,6,39,70,50,충청남도 보령시 천북면 학성리,4418033022
0,0,0,0,2,2,-,-,-,-,-,-,5,6,8,7,12,25,41,4,7,19,18,25,충청남도 보령시 천북면 장은리,4418033024
0,0,1,4,10,19,-,-,-,-,-,-,0,11,21,27,32,71,125,31,18,57,66,86,충청남도 보령시 천북면 낙동리,4418033026
0,0,3,3,3,3,0,0,1,1,0,0,0,1,3,8,6,2,0,4,33,55,41,8,충청남도 청양군 장평면 구룡리,4479036029
0,0,4,3,6,6,12,4,0,2,0,0,0,2,5,5,9,10,0,8,19,75,83,14,충청남도 청양군 장평면 관현리,4479036030
0,0,0,0,0,1,2,1,2,4,0,0,8,4,13,8,8,8,0,3,2,9,21,15,충청남도 청양군 운곡면 후덕리,4479031023
-,-,-,-,-,-,0,16,0,0,0,0,22,9,23,17,21,15,0,3,9,8,4,0,충청남도 청양군 정산면 학암리,4479033034
-,-,-,-,-,-,0,0,0,5,0,0,0,2,5,0,3,2,0,4,42,49,30,51,충청남도 청양군 정산면 광생리,4479033036
0,3,0,6,2,3,70,189,62,27,22,18,82,161,83,70,57,36,3,10,113,320,317,226,충청남도 청양군 목면,4479034000
0,0,0,0,0,2,43,75,13,27,15,2,37,80,33,28,6,5,1,0,34,103,85,106,충청남도 청양군 목면 화양리,4479034022
-,-,-,-,-,-,0,28,22,0,0,0,6,15,6,3,3,2,0,1,14,16,34,4,충청남도 청양군 목면 신흥리,4479034023
0,0,0,0,1,1,0,20,3,0,0,0,7,20,4,5,14,5,0,2,17,18,11,0,충청남도 청양군 목면 송암리,4479034025
0,0,0,6,0,0,21,27,12,0,6,0,9,14,21,12,12,7,1,6,4,17,51,26,충청남도 청양군 목면 대평리,4479034027
1,11,28,44,55,54,67,224,75,61,8,0,147,86,82,86,82,59,43,33,409,765,681,721,충청남도 청양군 청남면,4479035000
-,-,-,-,-,-,0,0,1,0,0,3,1,4,4,1,2,0,0,3,3,4,10,3,충청남도 보령시 오천면 갈현리,4418032024
-,-,-,-,-,-,-,-,-,-,-,-,3,2,4,4,8,15,0,6,27,27,26,18,충청남도 보령시 오천면 오포리,4418032025
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,2,8,0,0,4,6,2,충청남도 보령시 남포면 읍내리,4418036021
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,2,3,1,2,9,26,14,5,충청남도 보령시 청소면 정전리,4418034026
0,0,0,0,0,1,-,-,-,-,-,-,0,1,3,2,4,3,0,15,16,32,41,24,충청남도 보령시 청소면 야현리,4418034027
-,-,-,-,-,-,-,-,-,-,-,-,0,7,6,9,2,1,9,15,19,36,33,12,전라남도 강진군 작천면 이남리,4681037026
-,-,-,-,-,-,0,1,1,0,1,0,0,1,11,4,5,4,0,4,31,43,26,25,전라남도 강진군 작천면 평기리,4681037029
-,-,-,-,-,-,0,0,1,1,0,0,4,7,15,10,7,7,1,9,33,24,24,3,전라남도 강진군 칠량면 영동리,4681032023
-,-,-,-,-,-,-,-,-,-,-,-,1,4,4,1,3,1,1,9,48,32,27,10,전라남도 강진군 칠량면 현평리,4681032024
0,0,1,0,0,0,0,1,0,0,0,0,5,8,15,7,2,2,1,7,30,40,26,13,전라남도 강진군 칠량면 영복리,4681032026
0,0,0,0,0,1,0,10,0,0,2,4,0,2,0,7,2,3,0,2,33,35,5,0,충청남도 청양군 정산면 신덕리,4479033032
-,-,-,-,-,-,-,-,-,-,-,-,15,5,4,3,1,1,0,1,25,22,6,1,충청남도 청양군 화성면 기덕리,4479038026
-,-,-,-,-,-,-,-,-,-,-,-,7,5,5,5,6,0,0,1,16,26,8,3,충청남도 청양군 화성면 용당리,4479038028
-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,4,2,3,0,2,37,22,7,5,충청남도 청양군 화성면 신정리,4479038029
0,1,7,4,6,16,0,0,1,1,2,2,1,10,22,34,32,62,10,281,386,494,313,102,충청북도 진천군 문백면,4375033000
0,0,0,1,1,8,0,0,0,0,0,1,0,1,3,3,4,8,0,22,17,16,17,4,충청북도 진천군 문백면 문덕리,4375033021
-,-,-,-,-,-,0,0,1,1,1,0,0,1,1,2,3,5,0,36,26,24,9,6,충청북도 진천군 문백면 사양리,4375033022
0,0,0,0,1,4,-,-,-,-,-,-,0,0,2,1,3,6,4,39,100,147,28,9,충청북도 진천군 문백면 장월리,4375033023
0,0,0,1,2,0,-,-,-,-,-,-,0,3,5,5,5,6,1,18,41,54,47,23,충청북도 진천군 문백면 평산리,4375033025
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,3,2,5,0,19,23,53,56,22,충청북도 진천군 문백면 봉죽리,4375033027
0,0,1,1,0,0,-,-,-,-,-,-,0,1,1,4,4,10,0,24,34,17,9,2,충청북도 진천군 문백면 은탄리,4375033028
-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,4,1,3,0,27,21,17,8,3,충청북도 진천군 문백면 옥성리,4375033030
-,-,-,-,-,-,0,1,9,4,0,1,1,14,9,3,4,9,5,13,35,14,6,2,전라남도 해남군 삼산면 상가리,4682031029
1,0,2,1,1,1,4,8,3,2,3,24,36,218,310,166,137,310,130,274,461,380,346,1724,전라남도 해남군 화산면,4682032000
-,-,-,-,-,-,-,-,-,-,-,-,2,3,8,16,29,41,0,1,7,4,4,2,전라남도 신안군 자은면 송산리,4691033022
-,-,-,-,-,-,-,-,-,-,-,-,12,57,58,76,84,171,241,13,42,83,122,516,전라남도 신안군 증도면,4691031000
0,0,0,0,0,15,2,7,8,10,17,42,316,815,1180,1394,1661,2400,854,290,722,1140,1581,4825,전라남도 신안군,4691000000
-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,3,3,0,-,-,-,-,-,-,전라남도 신안군 흑산면 심리,4691036025
-,-,-,-,-,-,-,-,-,-,-,-,0,2,5,0,2,1,-,-,-,-,-,-,전라남도 신안군 흑산면 오리,4691036028
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,3,-,-,-,-,-,-,전라남도 신안군 흑산면 홍도리,4691036029
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,2,3,-,-,-,-,-,-,전라남도 신안군 흑산면 수리,4691036031
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,5,11,-,-,-,-,-,-,전라남도 신안군 흑산면 가거도리,4691036032
-,-,-,-,-,-,-,-,-,-,-,-,2,9,10,13,10,3,1,0,7,21,26,13,충청남도 홍성군 결성면 형산리,4480036029
0,0,1,1,1,5,0,0,0,0,0,1,7,82,183,165,184,104,58,133,455,531,502,272,충청남도 홍성군 서부면,4480037000
-,-,-,-,-,-,-,-,-,-,-,-,0,7,8,11,26,1,18,60,168,196,138,78,충청남도 홍성군 서부면 광리,4480037022
-,-,-,-,-,-,-,-,-,-,-,-,2,20,85,42,51,50,27,69,259,202,159,124,충청남도 홍성군 서부면 궁리,4480037023
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,-,-,-,-,-,-,광주광역시 서구 농성동,2914010600
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,광주광역시 동구 산수동,2911011000
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,광주광역시 동구 지산동,2911011100
-,-,-,-,-,-,0,0,4,0,1,11,8,15,9,17,7,11,0,0,6,13,4,3,충청북도 괴산군 칠성면 사은리,4376034027
-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,3,3,2,0,2,12,12,4,3,충청북도 괴산군 칠성면 외사리,4376034028
1,0,1,0,0,0,0,1,0,1,2,2,0,7,14,14,10,9,0,0,8,14,5,4,충청북도 괴산군 칠성면 송동리,4376034029
-,-,-,-,-,-,0,0,1,1,1,0,1,3,2,4,2,2,0,3,14,13,5,2,충청북도 괴산군 불정면 세평리,4376041032
0,0,0,0,0,1,-,-,-,-,-,-,1,8,13,10,7,9,0,1,36,12,6,1,충청북도 괴산군 소수면 소암리,4376040025
-,-,-,-,-,-,0,0,0,1,0,1,2,14,6,5,3,3,0,0,24,8,1,0,충청북도 괴산군 소수면 옥현리,4376040027
-,-,-,-,-,-,0,0,0,1,0,1,0,3,8,7,7,6,0,7,29,5,0,0,충청북도 괴산군 소수면 길선리,4376040028
-,-,-,-,-,-,0,0,0,1,2,2,0,6,11,9,9,9,0,7,68,45,12,5,충청북도 괴산군 불정면 목도리,4376041021
-,-,-,-,-,-,0,0,0,0,0,2,3,7,5,3,3,3,0,3,15,8,4,1,충청북도 괴산군 불정면 창산리,4376041022
-,-,-,-,-,-,0,0,0,1,0,0,0,3,8,12,22,40,0,1,18,46,71,187,충청남도 서산시 인지면 산동리,4421031024
-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,1,1,0,0,1,6,8,7,3,충청남도 서산시 운산면 안호리,4421038031
-,-,-,-,-,-,-,-,-,-,-,-,0,1,5,7,5,3,0,2,12,24,9,5,충청남도 서산시 운산면 용장리,4421038032
-,-,-,-,-,-,-,-,-,-,-,-,0,0,5,9,12,10,0,0,6,8,10,3,충청남도 서산시 운산면 여미리,4421038034
0,1,2,4,4,4,-,-,-,-,-,-,0,3,7,8,5,4,0,2,8,23,14,5,충청남도 서산시 운산면 가좌리,4421038035
-,-,-,-,-,-,-,-,-,-,-,-,0,4,9,8,5,7,0,1,10,15,13,7,충청남도 서산시 운산면 수평리,4421038029
-,-,-,-,-,-,0,0,0,0,1,1,5,15,24,15,17,12,0,0,4,18,18,11,충청남도 서산시 음암면 문양리,4421037023
0,0,0,1,0,0,0,0,0,0,1,0,3,24,30,37,12,22,0,1,9,42,86,48,충청남도 서산시 음암면 부산리,4421037025
-,-,-,-,-,-,-,-,-,-,-,-,2,16,12,20,11,13,0,2,12,38,32,19,충청남도 서산시 음암면 상홍리,4421037026
-,-,-,-,-,-,-,-,-,-,-,-,2,8,3,11,19,15,1,1,7,29,24,7,충청남도 서산시 음암면 유계리,4421037028
0,1,1,0,0,0,-,-,-,-,-,-,3,4,8,4,5,4,0,1,5,8,13,7,충청남도 서산시 음암면 성암리,4421037029
0,2,5,5,12,10,0,6,1,3,3,18,2,40,87,308,167,128,1,21,165,267,191,87,충청남도 서산시 운산면,4421038000
0,0,3,0,0,0,0,0,0,0,0,12,0,3,13,13,23,47,0,0,6,6,5,1,충청남도 예산군 삽교읍 목리,4481025326
-,-,-,-,-,-,-,-,-,-,-,-,1,0,7,7,8,4,0,0,3,14,13,1,충청남도 예산군 삽교읍 신리,4481025327
-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,1,0,0,4,16,10,2,충청남도 예산군 삽교읍 송산리,4481025329
0,0,0,0,1,0,0,0,3,2,11,41,0,5,9,12,15,16,0,0,9,16,8,1,충청남도 예산군 삽교읍 상하리,4481025331
0,0,0,0,1,0,0,1,7,10,16,71,3,3,4,9,17,20,0,0,11,23,26,7,충청남도 예산군 삽교읍 창정리,4481025332
-,-,-,-,-,-,0,1,2,1,2,13,0,1,2,3,8,9,0,0,9,13,18,3,충청남도 예산군 삽교읍 상성리,4481025334
0,0,0,0,4,2,0,1,1,0,5,45,0,1,2,3,6,24,0,1,26,68,72,23,충청남도 예산군 삽교읍 용동리,4481025335
0,0,1,3,4,4,-,-,-,-,-,-,0,0,0,0,0,1,0,6,32,58,80,38,충청남도 예산군 삽교읍 하포리,4481025336
0,0,0,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,1,18,58,70,27,충청남도 예산군 삽교읍 성리,4481025337
0,0,0,0,0,1,0,0,0,0,8,23,0,2,1,1,1,6,0,2,24,40,44,6,충청남도 예산군 삽교읍 두리,4481025321
-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,0,1,2,0,0,2,1,3,0,충청남도 예산군 광시면 하장대리,4481033024
-,-,-,-,-,-,0,0,0,0,0,1,0,4,3,1,9,4,0,0,3,4,3,3,충청남도 예산군 광시면 구례리,4481033026
0,0,1,1,1,1,0,2,0,0,0,7,11,45,35,45,65,72,0,4,9,54,73,182,충청북도 제천시 송학면,4315038000
-,-,-,-,-,-,0,0,0,0,0,1,1,9,5,10,10,18,0,0,0,17,12,17,충청북도 제천시 송학면 무도리,4315038021
-,-,-,-,-,-,0,2,0,0,0,2,0,0,2,1,3,5,0,0,0,0,0,14,충청북도 제천시 송학면 입석리,4315038023
0,0,1,0,0,0,0,0,0,0,0,2,1,6,4,4,5,21,0,0,1,12,26,42,충청북도 제천시 송학면 시곡리,4315038024
0,1,3,5,5,7,2,51,14,12,8,2,0,0,1,3,34,1,70,3,8,18,8,2,충청남도 부여군 장암면 지토리,4476042028
0,0,0,1,4,8,2,2,0,0,0,0,0,0,0,1,0,0,2,1,4,24,20,10,충청남도 부여군 장암면 북고리,4476042030
9,9,369,83,180,394,5,22,7,8,3,6,0,70,14,24,28,29,220,11,110,170,198,96,충청남도 부여군 세도면,4476043000
1,0,4,16,9,13,0,0,0,6,0,0,0,0,0,2,1,2,12,0,8,9,14,5,충청남도 부여군 세도면 장산리,4476043022
-,-,-,-,-,-,9,14,2,0,0,3,4,5,3,2,2,2,0,1,8,10,3,0,충청남도 공주시 무릉동,4415011800
-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,0,2,2,0,0,1,1,1,0,충청남도 공주시 신관동,4415012000
-,-,-,-,-,-,0,5,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,충청남도 공주시 봉황동,4415010200
0,0,0,1,0,0,-,-,-,-,-,-,0,1,4,3,4,8,0,3,17,13,2,1,충청북도 진천군 백곡면 석현리,4375034021
0,0,0,0,0,1,-,-,-,-,-,-,0,1,9,5,5,8,0,1,29,38,19,4,충청북도 진천군 백곡면 성대리,4375034023
8,37,3,1,3,1,-,-,-,-,-,-,0,1,3,3,3,4,0,0,14,10,3,0,충청북도 진천군 백곡면 구수리,4375034025
1,24,8,1,4,3,0,2,0,0,1,1,0,1,5,5,3,1,0,0,6,12,3,0,충청북도 진천군 백곡면 갈월리,4375034026
-,-,-,-,-,-,1,0,1,3,2,1,0,1,18,2,2,3,0,0,5,6,1,1,충청북도 영동군 양산면 누교리,4374039028
-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,3,4,6,0,8,80,20,5,3,충청남도 서천군 시초면 신곡리,4477036026
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,2,3,0,2,34,77,19,6,충청남도 서천군 시초면 태성리,4477036027
-,-,-,-,-,-,-,-,-,-,-,-,0,3,2,3,4,2,0,2,17,26,11,4,충청남도 서천군 시초면 봉선리,4477036028
0,1,0,1,1,2,0,8,0,0,0,0,1,1,1,3,4,2,0,5,21,25,4,2,충청남도 서천군 시초면 후암리,4477036030
0,0,1,3,4,8,0,66,21,2,1,0,3,8,12,18,20,21,1,12,232,195,36,9,충청남도 서천군 문산면,4477037000
-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,2,4,0,1,19,12,1,1,충청남도 서천군 문산면 문장리,4477037022
-,-,-,-,-,-,0,11,11,0,0,0,1,1,2,1,1,2,0,1,25,29,2,0,충청남도 서천군 문산면 북산리,4477037023
-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,2,3,3,0,2,41,32,2,0,충청남도 서천군 문산면 금복리,4477037024
0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,2,2,2,0,1,36,10,5,1,충청남도 서천군 문산면 수암리,4477037025
0,0,0,1,0,0,0,18,5,1,0,0,0,1,2,2,3,2,0,1,22,38,8,1,충청남도 서천군 문산면 구동리,4477037027
0,4,9,30,81,325,43,157,184,213,430,1428,187,434,679,707,902,1517,13,298,3012,3809,2966,1699,충청남도 아산시,4420000000
-,-,-,-,-,-,-,-,-,-,-,-,0,3,4,5,8,6,0,4,13,32,42,28,충청남도 보령시 청소면 신송리,4418034022
-,-,-,-,-,-,-,-,-,-,-,-,0,1,4,5,4,1,1,1,4,11,19,16,충청남도 보령시 청소면 재정리,4418034023
0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,1,0,1,0,0,1,2,3,1,충청남도 보령시 성주면 성주리,4418040021
0,0,1,1,6,1,0,0,1,0,1,1,1,1,1,3,6,6,1,0,1,9,13,8,충청남도 보령시 성주면 개화리,4418040022
-,-,-,-,-,-,0,0,1,3,3,1,1,1,4,5,5,5,2,5,21,46,36,24,충청남도 보령시 주교면 주교리,4418041021
-,-,-,-,-,-,0,0,0,5,0,0,0,0,0,3,0,2,2,0,3,9,14,11,충청남도 보령시 주교면 고정리,4418041024
-,-,-,-,-,-,-,-,-,-,-,-,1,4,5,6,7,6,3,2,6,14,15,11,충청남도 보령시 주교면 신대리,4418041026
-,-,-,-,-,-,0,0,2,0,0,0,4,7,9,5,12,2,0,3,28,37,23,1,충청남도 청양군 남양면 대봉리,4479037025
-,-,-,-,-,-,1,0,0,0,0,0,1,3,3,3,9,2,2,3,15,17,11,1,충청남도 청양군 남양면 매곡리,4479037027
0,1,0,0,1,1,32,46,11,5,0,0,7,30,24,16,12,3,0,6,11,33,0,0,충청남도 청양군 남양면 온직리,4479037029
0,0,1,0,2,0,2,31,2,2,0,0,11,7,8,7,1,4,0,3,36,15,5,0,충청남도 청양군 남양면 용두리,4479037030
0,6,5,0,2,5,7,0,0,3,1,0,8,8,7,15,4,0,0,17,37,31,20,3,충청남도 청양군 남양면 봉암리,4479037032
0,1,2,1,1,4,29,47,21,26,30,7,140,76,80,48,42,16,1,16,218,205,94,23,충청남도 청양군 화성면,4479038000
-,-,-,-,-,-,1,5,0,0,1,0,22,4,3,5,2,1,1,0,7,12,11,3,충청남도 청양군 화성면 장계리,4479038022
0,0,0,0,1,0,13,8,5,12,1,0,30,12,10,5,5,1,0,2,11,10,6,2,충청남도 청양군 화성면 농암리,4479038024
0,0,0,2,4,14,0,0,1,2,3,3,6,30,41,62,126,175,12,2,267,321,334,206,충청남도 홍성군 홍동면,4480033000
-,-,-,-,-,-,2,1,7,3,5,38,0,2,4,3,4,14,0,0,9,11,6,4,충청남도 아산시 둔포면 운교리,4420036031
-,-,-,-,-,-,0,6,10,2,27,138,2,9,10,4,7,14,0,1,9,10,4,4,충청남도 아산시 둔포면 석곡리,4420036032
-,-,-,-,-,-,1,11,22,18,46,169,8,5,3,2,3,6,0,0,2,8,9,5,충청남도 아산시 둔포면 신왕리,4420036034
0,0,1,6,21,88,4,9,10,16,19,108,16,55,87,78,123,182,1,72,417,467,413,188,충청남도 아산시 영인면,4420037000
-,-,-,-,-,-,0,3,1,1,5,6,1,9,7,4,3,7,0,1,7,3,2,1,충청남도 아산시 영인면 아산리,4420037021
-,-,-,-,-,-,-,-,-,-,-,-,2,5,8,8,6,8,0,0,4,13,15,6,충청남도 아산시 영인면 신현리,4420037023
0,0,0,0,0,1,-,-,-,-,-,-,0,3,7,6,16,31,0,4,14,27,34,20,충청남도 아산시 영인면 월선리,4420037024
-,-,-,-,-,-,0,0,0,0,0,1,0,5,6,5,7,14,0,1,43,56,64,37,충청남도 아산시 영인면 백석포리,4420037026
-,-,-,-,-,-,0,0,0,0,2,12,1,1,4,5,2,4,0,2,4,7,7,1,충청남도 아산시 영인면 와우리,4420037027
-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,7,5,3,0,0,2,2,1,0,충청남도 아산시 송악면 강당리,4420031024
-,-,-,-,-,-,0,0,0,0,0,1,3,6,9,3,2,0,0,0,1,2,0,0,충청북도 옥천군 동이면 청마리,4373031026
-,-,-,-,-,-,0,0,0,0,2,1,2,3,4,2,4,5,0,0,1,1,1,1,충청북도 옥천군 동이면 석탄리,4373031028
0,0,0,1,0,0,0,1,0,0,1,5,1,2,1,2,3,2,0,0,2,4,2,3,충청북도 옥천군 동이면 남곡리,4373031029
0,4,2,3,7,7,0,3,2,17,7,20,4,23,52,66,70,68,0,4,52,90,88,58,충청북도 옥천군 안남면,4373032000
0,0,0,1,2,3,0,1,0,0,1,1,1,1,7,6,7,6,0,1,4,5,2,2,충청북도 옥천군 안남면 연주리,4373032021
0,2,1,1,1,0,0,0,0,0,1,0,0,3,8,14,15,14,0,0,2,5,5,5,충청북도 옥천군 안남면 지수리,4373032023
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,0,0,0,0,1,1,0,충청북도 옥천군 옥천읍 오대리,4373025041
-,-,-,-,-,-,-,-,-,-,-,-,0,2,5,9,14,3,0,0,1,1,0,0,충청북도 옥천군 청산면 법화리,4373035036
-,-,-,-,-,-,-,-,-,-,-,-,3,8,16,7,7,4,0,2,5,13,4,0,충청북도 옥천군 청산면 대성리,4373035037
0,2,4,2,3,0,34,27,49,51,100,133,53,66,60,43,34,41,0,6,49,26,21,5,충청북도 옥천군 이원면,4373036000
-,-,-,-,-,-,-,-,-,-,-,-,2,3,8,7,14,37,0,1,6,3,6,4,전라남도 진도군 군내면 나리,4690031021
-,-,-,-,-,-,0,0,0,0,0,1,0,10,31,23,30,114,2,10,22,47,58,271,전라남도 진도군 군내면 녹진리,4690031022
0,0,0,0,2,1,0,1,0,0,0,1,5,7,19,36,64,135,1,4,21,47,192,222,전라남도 진도군 군내면 둔전리,4690031024
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,5,6,0,0,3,2,1,1,전라남도 진도군 군내면 용장리,4690031026
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,2,11,0,0,2,5,6,4,전라남도 진도군 군내면 송산리,4690031027
0,0,0,0,0,2,0,1,0,0,1,2,4,5,4,8,17,29,1,2,30,63,102,218,전라남도 진도군 진도읍 포산리,4690025026
-,-,-,-,-,-,-,-,-,-,-,-,7,5,7,5,2,2,0,0,2,3,0,0,전라남도 진도군 임회면 사령리,4690034025
0,0,0,0,1,0,0,3,2,0,0,0,1,2,12,12,24,10,0,3,11,25,25,36,전라남도 진도군 임회면 석교리,4690034026
-,-,-,-,-,-,0,0,1,0,1,0,5,11,11,12,12,35,0,2,17,15,18,14,전라남도 진도군 임회면 상만리,4690034028
0,0,0,0,2,0,-,-,-,-,-,-,7,17,12,19,15,17,0,1,11,12,9,1,전라남도 진도군 임회면 죽림리,4690034029
-,-,-,-,-,-,-,-,-,-,-,-,28,12,6,3,11,17,0,2,5,7,10,10,전라남도 진도군 임회면 굴포리,4690034031
-,-,-,-,-,-,-,-,-,-,-,-,6,8,13,16,8,3,0,0,3,1,1,0,전라남도 진도군 임회면 남동리,4690034032
-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,1,0,1,0,1,9,22,4,1,충청남도 공주시 반포면 하신리,4415034031
0,1,0,3,3,10,-,-,-,-,-,-,0,0,0,3,4,0,3,36,205,31,24,23,충청남도 공주시 계룡면 금대리,4415033032
0,0,0,1,3,19,0,0,0,0,1,1,0,0,2,3,1,0,0,6,18,14,14,3,충청남도 공주시 계룡면 상성리,4415033033
1,2,4,6,14,27,0,1,5,6,1,1,3,19,23,27,30,48,0,1,22,72,113,77,경기도 양평군 양평읍,4183025000
-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,4,0,0,2,8,12,13,경기도 양평군 양평읍 오빈리,4183025022
