bjd_Nm,stdg_Cd,vldpha_Fachs1_Area,vldpha_Fachs2_Area,vldpha_Fachs3_Area,vldpha_Fachs4_Area,vldpha_Fachs5_Area,vldpha_Fachs6_Area,vldpha_Fruit1_Area,vldpha_Fruit2_Area,vldpha_Fruit3_Area,vldpha_Fruit4_Area,vldpha_Fruit5_Area,vldpha_Fruit6_Area,vldpha_Pfld1_Area,vldpha_Pfld2_Area,vldpha_Pfld3_Area,vldpha_Pfld4_Area,vldpha_Pfld5_Area,vldpha_Pfld6_Area,vldpha_Rfld1_Area,vldpha_Rfld2_Area,vldpha_Rfld3_Area,vldpha_Rfld4_Area,vldpha_Rfld5_Area,vldpha_Rfld6_Area
전북특별자치도 익산시 임상동,5214013200,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,0,33,27,4,1,4
전북특별자치도 익산시 월성동,5214013300,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,1,0,10,12,5,0,1
전북특별자치도 익산시 부송동,5214013400,-,-,-,-,-,-,-,-,-,-,-,-,4,3,0,0,0,1,0,15,9,0,0,0
전북특별자치도 익산시 용제동,5214013500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,1,0,2
전북특별자치도 익산시 석암동,5214013600,0,0,0,0,0,1,-,-,-,-,-,-,0,7,0,0,0,4,1,20,12,2,0,1
전북특별자치도 익산시 함열읍,5214025000,0,4,1,0,0,4,0,0,1,0,0,1,20,38,18,14,6,84,35,584,230,51,18,40
전북특별자치도 익산시 함열읍 와리,5214025021,-,-,-,-,-,-,0,0,1,0,0,0,0,2,1,1,0,7,8,212,92,13,3,15
전북특별자치도 익산시 함열읍 남당리,5214025022,0,1,0,0,0,2,-,-,-,-,-,-,0,2,4,0,2,12,19,51,24,13,2,10
전북특별자치도 익산시 함열읍 흘산리,5214025023,-,-,-,-,-,-,-,-,-,-,-,-,0,7,2,7,1,13,0,30,11,2,5,0
전북특별자치도 익산시 함열읍 석매리,5214025024,0,1,0,0,0,1,-,-,-,-,-,-,1,1,2,1,1,12,5,161,50,10,4,11
전북특별자치도 익산시 함열읍 용지리,5214025025,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,1,14,1,47,19,7,0,2
전북특별자치도 익산시 함열읍 다송리,5214025026,0,2,0,0,0,1,-,-,-,-,-,-,19,26,8,5,1,26,2,84,33,6,3,2
전북특별자치도 익산시 오산면,5214031000,0,0,2,0,1,2,-,-,-,-,-,-,1,8,6,2,1,3,75,492,516,207,199,108
전북특별자치도 익산시 오산면 송학리,5214031021,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,0,7,9,13,5,7
강원특별자치도 삼척시 원덕읍 옥원리,5123025325,1,0,0,0,0,0,0,0,0,1,0,1,36,0,2,2,1,12,9,13,11,2,1,2
강원특별자치도 삼척시 원덕읍 호산리,5123025326,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,0,1,2,4,6,0,0
강원특별자치도 삼척시 원덕읍 월천리,5123025327,-,-,-,-,-,-,0,0,0,1,1,0,0,0,0,0,1,2,5,9,7,3,3,4
강원특별자치도 삼척시 원덕읍 노경리,5123025328,-,-,-,-,-,-,0,0,0,1,1,2,2,1,1,4,2,14,6,7,5,4,4,8
강원특별자치도 삼척시 원덕읍 사곡리,5123025330,-,-,-,-,-,-,1,0,0,0,0,9,0,1,2,4,1,13,0,4,1,0,1,1
강원특별자치도 삼척시 원덕읍 기곡리,5123025331,-,-,-,-,-,-,0,0,0,1,1,1,0,0,0,3,3,6,9,11,10,5,2,4
강원특별자치도 삼척시 원덕읍 산양리,5123025332,0,0,0,0,0,13,0,0,0,2,0,1,1,0,1,4,3,11,14,12,8,3,2,8
강원특별자치도 삼척시 근덕면,5123031000,0,0,1,5,4,3,5,0,7,1,1,5,25,20,13,25,67,139,197,335,151,72,38,114
강원특별자치도 삼척시 근덕면 상맹방리,5123031021,0,0,0,0,0,1,-,-,-,-,-,-,0,1,0,1,2,14,4,9,3,0,0,5
강원특별자치도 삼척시 근덕면 하맹방리,5123031022,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,4,18,22,10,3,1,2
강원특별자치도 삼척시 근덕면 교가리,5123031024,0,0,0,1,1,1,-,-,-,-,-,-,1,11,0,1,5,17,16,46,12,3,3,5
강원특별자치도 삼척시 근덕면 교곡리,5123031025,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,13,16,1,6,2,0,0,0
강원특별자치도 삼척시 근덕면 덕산리,5123031026,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,3,3,2,3,1,4,0,0
강원특별자치도 삼척시 근덕면 부남리,5123031027,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,4,4,11,3,5,6,4,4,9
강원특별자치도 삼척시 근덕면 광태리,5123031028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,2,2,6,2,3,1,2
강원특별자치도 삼척시 근덕면 동막리,5123031029,-,-,-,-,-,-,1,0,0,1,0,3,10,5,9,9,8,47,32,71,44,20,9,49
강원특별자치도 삼척시 근덕면 궁촌리,5123031030,0,0,0,1,1,0,-,-,-,-,-,-,2,2,0,2,1,8,34,52,21,16,12,26
강원특별자치도 삼척시 근덕면 매원리,5123031031,0,0,0,3,2,0,3,0,7,0,0,0,8,1,0,0,0,6,85,100,45,13,6,12
강원특별자치도 삼척시 근덕면 초곡리,5123031032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,3,2,1,1
강원특별자치도 삼척시 근덕면 용화리,5123031033,-,-,-,-,-,-,1,0,0,1,0,0,1,0,0,1,24,0,0,5,2,2,1,3
강원특별자치도 삼척시 근덕면 장호리,5123031034,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,4,2,0,3,0,0,0,1
강원특별자치도 삼척시 하장면,5123032000,3,0,3,9,4,16,1,1,0,0,0,7,307,82,77,73,140,777,19,26,15,5,3,10
강원특별자치도 삼척시 하장면 중봉리,5123032021,0,0,0,0,0,1,1,1,0,0,0,3,14,3,4,4,3,53,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 번천리,5123032022,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,2,31,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 숙암리,5123032023,0,0,0,0,0,4,-,-,-,-,-,-,1,1,2,2,2,37,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 광동리,5123032024,0,0,0,0,0,3,-,-,-,-,-,-,5,1,1,1,2,36,0,1,0,0,0,0
강원특별자치도 삼척시 하장면 장전리,5123032025,-,-,-,-,-,-,-,-,-,-,-,-,10,3,3,3,3,29,1,2,1,2,0,1
강원특별자치도 삼척시 하장면 추동리,5123032026,2,0,1,0,0,5,-,-,-,-,-,-,15,12,14,11,8,99,0,0,0,0,0,1
강원특별자치도 삼척시 하장면 한소리,5123032027,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,18,0,0,0,0,0,1
강원특별자치도 삼척시 하장면 토산리,5123032028,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,3,3,32,2,1,0,1,1,3
강원특별자치도 삼척시 하장면 갈전리,5123032029,0,0,1,9,2,3,-,-,-,-,-,-,10,6,10,12,14,101,16,22,14,2,2,3
강원특별자치도 삼척시 하장면 공전리,5123032030,-,-,-,-,-,-,-,-,-,-,-,-,2,5,6,3,6,47,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 둔전리,5123032031,-,-,-,-,-,-,-,-,-,-,-,-,18,4,3,2,3,28,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 역둔리,5123032032,-,-,-,-,-,-,0,0,0,0,0,1,2,3,4,5,7,44,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 대전리,5123032033,-,-,-,-,-,-,0,0,0,0,0,1,5,4,2,1,2,43,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 어리,5123032034,-,-,-,-,-,-,0,0,0,0,0,1,29,2,3,7,18,55,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 판문리,5123032035,-,-,-,-,-,-,-,-,-,-,-,-,186,33,17,14,63,78,-,-,-,-,-,-
강원특별자치도 삼척시 하장면 용연리,5123032036,-,-,-,-,-,-,-,-,-,-,-,-,6,2,2,1,2,45,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면,5123033000,-,-,-,-,-,-,2,0,1,4,2,10,43,8,15,18,11,83,19,15,13,10,5,10
강원특별자치도 삼척시 노곡면 여삼리,5123033021,-,-,-,-,-,-,0,0,0,0,0,1,29,2,1,1,2,9,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 상천기리,5123033022,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 하반천리,5123033023,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,0,0,1,1,0,0
강원특별자치도 삼척시 노곡면 상반천리,5123033024,-,-,-,-,-,-,0,0,0,0,0,1,2,0,0,1,1,2,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 우발리,5123033025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 고자리,5123033026,-,-,-,-,-,-,0,0,0,1,0,0,0,0,1,2,0,4,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 하월산리,5123033027,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 개산리,5123033028,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 상월산리,5123033029,-,-,-,-,-,-,0,0,0,0,0,1,2,1,0,1,0,5,0,0,0,0,0,1
강원특별자치도 삼척시 노곡면 하군천리,5123033030,-,-,-,-,-,-,0,0,0,1,0,0,0,1,0,3,1,4,0,0,1,0,0,1
강원특별자치도 삼척시 노곡면 상군천리,5123033031,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,1,8,2,1,0,0,0,0
강원특별자치도 삼척시 노곡면 둔달리,5123033032,-,-,-,-,-,-,-,-,-,-,-,-,4,2,2,0,0,4,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 주지리,5123033033,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,0,1,2,-,-,-,-,-,-
강원특별자치도 삼척시 노곡면 하마읍리,5123033034,-,-,-,-,-,-,1,0,0,0,0,5,2,1,2,3,2,16,11,8,5,5,2,5
강원특별자치도 삼척시 노곡면 중마읍리,5123033035,-,-,-,-,-,-,0,0,0,0,0,1,4,2,4,1,0,23,1,5,5,3,2,2
강원특별자치도 삼척시 노곡면 상마읍리,5123033036,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,3,4,1,2,0,0,0
강원특별자치도 삼척시 미로면,5123034000,0,0,0,3,2,1,2,0,2,3,2,9,116,35,42,33,35,171,162,56,18,7,2,4
강원특별자치도 삼척시 미로면 무사리,5123034021,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,3,-,-,-,-,-,-
강원특별자치도 삼척시 미로면 사둔리,5123034022,-,-,-,-,-,-,0,0,0,0,0,1,2,2,2,2,2,8,3,2,0,1,0,0
강원특별자치도 삼척시 미로면 하거노리,5123034023,0,0,0,3,2,0,0,0,0,1,0,3,3,5,5,1,2,19,131,28,4,3,1,3
강원특별자치도 삼척시 미로면 상거노리,5123034024,-,-,-,-,-,-,0,0,0,1,0,1,1,1,5,1,1,4,6,3,1,0,0,0
강원특별자치도 삼척시 미로면 상정리,5123034025,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,1,1,1,0,0
강원특별자치도 삼척시 미로면 하정리,5123034026,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,2,1,7,-,-,-,-,-,-
강원특별자치도 삼척시 미로면 천기리,5123034027,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,1,7,1,0,0,0,0
강원특별자치도 삼척시 미로면 활기리,5123034028,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,2,9,-,-,-,-,-,-
강원특별자치도 삼척시 미로면 하사전리,5123034029,-,-,-,-,-,-,-,-,-,-,-,-,6,1,1,3,2,3,-,-,-,-,-,-
강원특별자치도 삼척시 미로면 동산리,5123034030,-,-,-,-,-,-,0,0,0,0,0,3,16,2,1,3,8,35,-,-,-,-,-,-
강원특별자치도 삼척시 미로면 상사전리,5123034031,-,-,-,-,-,-,-,-,-,-,-,-,4,1,2,1,1,3,1,1,0,0,0,0
강원특별자치도 삼척시 미로면 삼거리,5123034032,-,-,-,-,-,-,0,0,0,1,0,1,0,0,0,4,3,5,4,7,5,1,0,0
강원특별자치도 삼척시 미로면 고천리,5123034033,0,0,0,1,0,0,0,0,0,1,1,1,19,4,3,2,2,14,7,6,1,0,0,0
강원특별자치도 삼척시 미로면 내미로리,5123034034,0,0,0,0,0,1,2,0,0,0,0,0,64,16,17,10,11,60,2,6,5,1,0,0
강원특별자치도 삼척시 가곡면,5123035000,-,-,-,-,-,-,1,0,1,1,1,5,20,13,34,27,23,167,18,13,11,5,6,45
강원특별자치도 삼척시 가곡면 오목리,5123035021,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,4,3,12,1,0,1,1,0,1
강원특별자치도 삼척시 가곡면 탕곡리,5123035022,-,-,-,-,-,-,0,0,1,0,1,3,14,7,25,8,7,94,11,10,6,2,3,20
강원특별자치도 삼척시 가곡면 오저리,5123035023,-,-,-,-,-,-,-,-,-,-,-,-,2,1,5,4,6,25,4,3,3,1,3,11
강원특별자치도 삼척시 가곡면 풍곡리,5123035024,-,-,-,-,-,-,0,0,0,0,0,1,2,2,1,1,2,6,2,0,1,0,0,12
강원특별자치도 삼척시 가곡면 동활리,5123035025,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,10,5,30,0,0,0,0,0,1
강원특별자치도 삼척시 신기면,5123036000,0,0,1,3,2,0,2,0,2,0,0,1,25,8,5,11,10,23,21,21,8,3,3,2
강원특별자치도 삼척시 신기면 신기리,5123036021,-,-,-,-,-,-,-,-,-,-,-,-,5,3,1,3,0,6,0,1,2,1,3,0
강원특별자치도 삼척시 신기면 서하리,5123036022,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,1,-,-,-,-,-,-
전북특별자치도 임실군 덕치면 사곡리,5275040022,-,-,-,-,-,-,0,0,0,0,0,1,0,1,0,0,1,14,2,10,9,8,5,5
전북특별자치도 임실군 덕치면 가곡리,5275040023,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,1,10,0,3,1,1,0,2
전북특별자치도 임실군 덕치면 천담리,5275040024,-,-,-,-,-,-,1,0,0,0,0,0,2,0,0,1,1,13,1,5,6,1,1,0
전북특별자치도 임실군 덕치면 장암리,5275040025,0,1,0,0,0,0,2,0,1,1,2,15,0,3,0,1,2,19,3,7,4,3,1,2
전북특별자치도 임실군 덕치면 일중리,5275040026,-,-,-,-,-,-,0,0,0,0,0,1,1,0,0,0,1,11,0,2,4,3,1,1
전북특별자치도 임실군 덕치면 물우리,5275040027,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,30,0,0,1,1,0,1
전북특별자치도 임실군 덕치면 회문리,5275040028,0,0,1,0,0,1,0,0,0,0,0,1,0,5,0,1,1,22,3,10,7,7,2,12
전북특별자치도 임실군 지사면,5275041000,1,0,2,2,1,8,7,2,2,1,0,3,4,4,2,2,4,63,108,179,67,37,14,19
전북특별자치도 임실군 지사면 관기리,5275041021,-,-,-,-,-,-,2,0,0,0,0,0,1,1,0,1,1,4,13,26,6,1,1,0
전북특별자치도 임실군 지사면 원산리,5275041022,0,0,0,0,1,1,-,-,-,-,-,-,0,0,0,0,1,5,6,12,14,8,3,1
전북특별자치도 임실군 지사면 안하리,5275041023,0,0,0,0,0,1,5,2,1,0,0,0,3,2,1,0,0,2,12,18,4,2,1,4
전북특별자치도 임실군 지사면 금평리,5275041024,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,7,5,22,5,4,1,4
전북특별자치도 임실군 지사면 영천리,5275041025,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,7,18,12,12,3,5
전북특별자치도 임실군 지사면 방계리,5275041026,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,1,14,24,39,20,7,4,5
전북특별자치도 임실군 지사면 계산리,5275041027,-,-,-,-,-,-,1,0,0,0,0,0,0,1,1,1,1,30,41,44,7,2,2,0
전북특별자치도 순창군,5277000000,5,5,10,7,10,43,555,413,749,71,93,456,1419,439,251,187,191,1223,1752,2999,1301,592,169,450
전북특별자치도 순창군 순창읍,5277025000,-,-,-,-,-,-,4,39,2,2,1,5,11,13,7,8,8,37,82,192,70,48,9,22
전북특별자치도 순창군 순창읍 순화리,5277025021,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,5,0,4,2,0,1,1
전북특별자치도 순창군 순창읍 남계리,5277025022,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,2,1,4,1,2,3,2,0,1
전북특별자치도 순창군 순창읍 장덕리,5277025023,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,3,12,11,9,2,5
전북특별자치도 순창군 순창읍 복실리,5277025024,-,-,-,-,-,-,1,0,0,0,0,2,1,1,2,1,0,2,16,95,8,7,2,2
전북특별자치도 순창군 순창읍 백산리,5277025025,-,-,-,-,-,-,0,0,1,2,0,0,1,7,1,1,2,8,5,14,11,8,2,4
전북특별자치도 순창군 순창읍 교성리,5277025026,-,-,-,-,-,-,-,-,-,-,-,-,3,0,0,1,0,3,5,8,5,8,1,6
전북특별자치도 순창군 순창읍 가남리,5277025027,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1,2,16,3,1,0,0
전북특별자치도 순창군 순창읍 신남리,5277025028,-,-,-,-,-,-,2,39,0,0,0,3,2,2,1,1,4,6,50,41,26,13,1,4
전북특별자치도 순창군 인계면,5277031000,0,1,0,1,0,3,111,39,124,1,42,11,155,29,22,18,21,78,166,231,112,54,11,24
전북특별자치도 순창군 인계면 갑동리,5277031021,0,0,0,1,0,1,2,1,2,0,0,1,3,3,2,5,3,10,28,57,20,3,0,0
전북특별자치도 순창군 인계면 도룡리,5277031022,-,-,-,-,-,-,30,0,18,0,0,2,36,5,1,5,5,6,9,23,7,2,1,2
전북특별자치도 순창군 인계면 쌍암리,5277031023,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,1,1,7,4,20,3,2,0,1
전북특별자치도 순창군 인계면 탑리,5277031024,0,0,0,0,0,1,-,-,-,-,-,-,0,0,2,1,0,6,4,10,3,0,0,0
전북특별자치도 순창군 인계면 심초리,5277031025,-,-,-,-,-,-,3,1,12,0,2,0,36,6,6,1,3,9,2,3,4,2,1,2
전북특별자치도 순창군 인계면 세룡리,5277031026,-,-,-,-,-,-,14,32,84,0,0,4,73,4,4,1,1,9,10,9,3,1,0,0
전북특별자치도 순창군 인계면 마흘리,5277031027,-,-,-,-,-,-,51,0,0,0,39,1,0,0,1,2,2,6,3,13,12,6,2,6
전북특별자치도 순창군 인계면 가성리,5277031028,0,1,0,0,0,0,7,3,1,0,0,1,3,3,3,1,1,4,34,28,6,0,0,0
전북특별자치도 순창군 인계면 중산리,5277031029,-,-,-,-,-,-,1,1,1,0,0,2,2,1,0,0,1,3,34,39,12,19,4,4
전북특별자치도 순창군 인계면 지산리,5277031030,0,0,0,0,0,1,2,1,5,0,0,0,0,4,1,1,2,10,16,14,18,13,2,5
전북특별자치도 순창군 인계면 노동리,5277031031,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,2,8,23,18,23,6,1,3
전북특별자치도 순창군 동계면,5277032000,-,-,-,-,-,-,235,185,459,19,16,43,582,131,33,24,44,137,181,164,143,58,20,63
전북특별자치도 순창군 동계면 현포리,5277032021,-,-,-,-,-,-,29,2,202,4,1,2,47,11,7,1,0,10,11,20,29,11,5,22
전북특별자치도 순창군 동계면 서호리,5277032022,-,-,-,-,-,-,17,8,23,2,3,0,33,3,3,0,9,3,6,5,12,9,8,10
전북특별자치도 순창군 동계면 어치리,5277032023,-,-,-,-,-,-,8,0,2,0,1,1,14,7,3,1,4,6,4,25,1,1,2,4
전북특별자치도 순창군 동계면 구미리,5277032024,-,-,-,-,-,-,5,2,4,0,0,0,20,4,0,2,0,6,4,14,6,3,1,1
전북특별자치도 순창군 동계면 동심리,5277032025,-,-,-,-,-,-,2,4,31,1,0,7,33,10,0,1,4,18,18,26,8,7,0,0
전북특별자치도 순창군 동계면 관전리,5277032026,-,-,-,-,-,-,0,1,1,0,0,0,3,32,1,1,2,4,7,15,5,8,0,9
전북특별자치도 순창군 동계면 신흥리,5277032027,-,-,-,-,-,-,18,0,37,0,0,2,96,1,10,0,1,10,4,6,5,3,0,0
전북특별자치도 순창군 동계면 유산리,5277032028,-,-,-,-,-,-,39,29,5,3,0,0,29,1,1,0,1,3,16,3,4,2,0,1
전북특별자치도 순창군 동계면 이동리,5277032029,-,-,-,-,-,-,21,10,2,0,0,11,29,2,0,0,10,5,15,8,8,5,3,3
전북특별자치도 순창군 동계면 수정리,5277032030,-,-,-,-,-,-,8,2,11,3,0,1,34,14,0,0,0,15,7,7,9,10,0,3
전북특별자치도 순창군 동계면 주월리,5277032031,-,-,-,-,-,-,20,50,32,1,11,10,53,21,5,0,10,14,29,3,27,0,0,0
전북특별자치도 순창군 동계면 내령리,5277032032,-,-,-,-,-,-,38,26,78,1,0,5,74,7,2,12,0,27,25,9,9,0,0,7
전북특별자치도 순창군 동계면 수장리,5277032033,-,-,-,-,-,-,29,50,31,4,0,4,118,19,1,5,1,13,34,23,20,1,0,3
전북특별자치도 순창군 풍산면,5277033000,0,0,0,0,6,2,15,1,8,0,1,3,20,4,8,9,17,82,187,671,277,20,9,40
전북특별자치도 순창군 풍산면 반월리,5277033021,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,2,8,9,5,2,0,0,0
전북특별자치도 순창군 풍산면 유정리,5277033022,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,1,7,31,19,8,3,0,7
전북특별자치도 순창군 풍산면 삼촌리,5277033023,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,4,1,4,12,4,11,0,1,0
전북특별자치도 순창군 풍산면 금곡리,5277033024,-,-,-,-,-,-,3,0,0,0,0,0,1,0,1,1,0,2,15,10,7,0,0,0
전북특별자치도 순창군 풍산면 죽전리,5277033025,-,-,-,-,-,-,0,0,0,0,0,1,1,1,0,0,0,3,5,2,1,0,0,0
전북특별자치도 고창군 고수면 은사리,5279031034,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,14,1,1,2,0,0,0
전북특별자치도 고창군 아산면,5279032000,7,13,25,15,10,78,6,3,5,2,2,10,35,30,20,22,29,187,295,103,45,30,3,15
전북특별자치도 고창군 아산면 봉덕리,5279032021,0,6,13,5,4,5,6,2,5,2,2,0,3,0,0,2,0,10,16,3,1,0,0,0
전북특별자치도 고창군 아산면 중월리,5279032022,0,1,3,2,1,9,-,-,-,-,-,-,4,3,0,0,0,10,9,5,0,0,0,0
전북특별자치도 고창군 아산면 목동리,5279032023,1,2,2,1,0,12,0,1,0,0,0,6,5,8,2,4,3,16,82,7,0,1,0,4
전북특별자치도 고창군 아산면 상갑리,5279032024,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,1,1,7,6,5,0,0,0
전북특별자치도 고창군 아산면 하갑리,5279032025,0,1,1,0,0,0,-,-,-,-,-,-,3,3,2,1,1,11,24,11,1,5,0,0
전북특별자치도 익산시 오산면 장신리,5214031022,0,0,0,0,0,2,-,-,-,-,-,-,0,4,0,0,0,0,17,80,34,14,9,7
전북특별자치도 익산시 오산면 영만리,5214031023,0,0,0,0,1,0,-,-,-,-,-,-,0,1,2,0,0,0,32,213,300,72,108,34
전북특별자치도 익산시 오산면 오산리,5214031024,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,0,1,3,44,38,47,27,44
전북특별자치도 순창군 풍산면 우곡리,5277033026,-,-,-,-,-,-,4,0,8,0,1,0,7,0,0,1,1,5,7,4,0,0,0,0
전북특별자치도 순창군 풍산면 한내리,5277033027,-,-,-,-,-,-,3,0,0,0,0,0,0,0,2,0,1,12,28,32,1,0,0,2
전북특별자치도 순창군 풍산면 대가리,5277033028,-,-,-,-,-,-,-,-,-,-,-,-,3,0,1,0,1,4,17,118,170,1,1,4
전북특별자치도 순창군 풍산면 두승리,5277033029,0,0,0,0,6,0,-,-,-,-,-,-,0,0,1,1,0,2,39,455,68,13,7,26
전북특별자치도 순창군 풍산면 상촌리,5277033030,0,0,0,0,0,1,-,-,-,-,-,-,1,0,0,1,1,4,19,14,4,0,0,0
전북특별자치도 순창군 풍산면 용내리,5277033031,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,6,3,5,5,0,0,0
전북특별자치도 순창군 풍산면 죽곡리,5277033032,-,-,-,-,-,-,5,0,0,0,0,1,5,0,1,1,9,25,3,5,1,1,0,0
전북특별자치도 순창군 금과면,5277034000,1,2,2,2,1,13,7,4,33,0,2,14,52,26,20,19,14,185,355,235,106,42,5,7
전북특별자치도 순창군 금과면 수양리,5277034021,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,1,6,7,21,20,7,0,0
전북특별자치도 순창군 금과면 발산리,5277034022,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,1,3,6,18,4,2,0,0,0
전북특별자치도 순창군 금과면 내동리,5277034023,0,0,0,0,0,3,0,0,0,0,0,1,2,3,0,1,2,11,8,8,2,2,0,2
전북특별자치도 순창군 금과면 동전리,5277034024,0,0,0,0,0,3,0,2,0,0,0,1,3,6,3,3,1,27,47,29,10,7,0,2
전북특별자치도 순창군 금과면 대성리,5277034025,-,-,-,-,-,-,0,0,1,0,0,0,5,1,2,1,0,5,60,22,4,2,0,0
전북특별자치도 순창군 금과면 청용리,5277034026,0,0,0,0,1,0,-,-,-,-,-,-,1,1,1,0,0,3,8,5,2,0,0,0
전북특별자치도 순창군 금과면 방성리,5277034027,-,-,-,-,-,-,0,2,10,0,0,4,5,5,2,5,1,20,47,32,39,1,2,1
전북특별자치도 순창군 금과면 남계리,5277034028,1,0,0,1,0,0,4,0,9,0,0,0,9,2,1,1,1,6,21,27,5,2,0,1
전북특별자치도 순창군 금과면 목동리,5277034030,0,0,0,0,0,1,0,0,2,0,0,6,4,3,1,0,1,63,43,23,8,2,0,0
전북특별자치도 순창군 금과면 방축리,5277034032,0,0,0,1,0,1,0,0,0,0,1,0,1,1,2,1,1,13,19,12,3,0,1,0
전북특별자치도 순창군 금과면 고례리,5277034033,-,-,-,-,-,-,-,-,-,-,-,-,8,2,1,1,1,13,39,21,3,5,0,0
전북특별자치도 순창군 금과면 장장리,5277034034,-,-,-,-,-,-,2,0,11,0,0,1,10,0,1,1,0,3,14,3,1,0,0,0
전북특별자치도 순창군 금과면 매우리,5277034035,0,0,0,0,0,1,-,-,-,-,-,-,2,1,4,3,1,8,25,30,8,15,1,1
전북특별자치도 순창군 팔덕면,5277035000,-,-,-,-,-,-,16,6,30,2,2,10,96,15,15,16,10,90,160,202,127,58,13,118
전북특별자치도 순창군 팔덕면 구룡리,5277035021,-,-,-,-,-,-,2,0,4,0,0,0,11,0,0,0,0,2,6,21,15,9,3,11
전북특별자치도 순창군 팔덕면 용산리,5277035022,-,-,-,-,-,-,-,-,-,-,-,-,40,2,0,1,0,10,1,3,5,30,2,3
